"Transectcode","profit","Region","Catchment","Transect","profit_ha","profit_ha_year","distmarket","distriver","distroad","DPFpx","edgedist","edgels","edgepx","elevation","meanprecips","meantemps","MFls","SFAgepx","SFls","TSDls","UPFpx"
"147_5",107.705162050351,"PGM","147",5,430.820648201406,17.2328259280562,21029.109375,1390.66442871094,384.750213623047,0,290.398864746094,0.102040819823742,0.555555582046509,131.975952148438,151.112976074219,193.816009521484,0.860408186912537,0,0.0448979586362839,250.037551879883,1
"147_7",273.479209330565,"PGM","147",7,1093.91683732226,43.7566734928905,22382.376953125,998.339416503906,1022.52624511719,0,598.265686035156,0.0628571435809135,0,124.722427368164,151.579299926758,193.433242797852,1,0,0.00897959154099226,297.539581298828,1
"147_8",498.257997083908,"PGM","147",8,1993.03198833563,79.7212795334252,20542.736328125,845.163452148438,378.817932128906,0,1393.04809570312,0,0,150,151.802932739258,192.99934387207,1,0,0.0155102042481303,295.750213623047,1
"152_3",365.995875676693,"PGM","152",3,1463.98350270677,58.5593401082708,67744.796875,893.998596191406,235.148849487305,0,0,0,0,70,150.724884033203,196.448669433594,0.0530612245202065,1.44444441795349,0.153469383716583,17.4465312957764,0.444444447755814
"157_1",511.533361388279,"STM","157",1,2046.13344555312,81.8453378221247,50204.34765625,1317.26037597656,319.946716308594,0,193.699325561523,0.137959182262421,0.333333343267441,152.523452758789,161.787826538086,192.974807739258,0.896326541900635,0,0.208979591727257,232.517547607422,1
"157_2",511.905769546766,"STM","157",2,2047.62307818706,81.9049231274825,49694.65234375,1097.85632324219,611.802429199219,1,104.872619628906,0.311020404100418,0,134.942367553711,161.982986450195,192.812713623047,0.902040839195251,0,0.266938775777817,140.749389648438,0
"157_3",209.480907666787,"STM","157",3,837.923630667148,33.5169452266859,48772.47265625,1646.35375976562,1714.42053222656,0,208.196472167969,0.145306125283241,0.666666686534882,147.917449951172,162.202453613281,193.178115844727,0.803265333175659,0,0.0212244894355536,233.590209960938,1
"157_4",648.28570550885,"STM","157",4,2593.1428220354,103.725712881416,47106.046875,516.631774902344,3288.70043945312,0,1179.0009765625,0,0,142.00602722168,162.291656494141,194.756683349609,1,0,0,300,1
"157_5",632.7518778153,"STM","157",5,2531.0075112612,101.240300450448,46715.1953125,1844.11535644531,3351.798828125,0,1943.25634765625,0,0,151.249481201172,162.46760559082,194.725158691406,1,0,0,300,1
"157_6",627.414264071652,"STM","157",6,2509.65705628661,100.386282251464,44358.31640625,1058.96594238281,1749.97473144531,0,778.510131835938,0.0318367332220078,0,109.837867736816,162.746475219727,196.626083374023,1,0,0.165714278817177,254.594284057617,1
"157_8",214.146792450919,"STM","157",8,856.587169803677,34.2634867921471,44638.64453125,98.5361404418945,1129.86169433594,0,344.590118408203,0.244897961616516,0,106.048759460449,162.584808349609,196.68994140625,0.894693851470947,0,0.11591836810112,246.770614624023,1
"160_10",861.2150039883,"STM","160",10,3444.8600159532,137.794400638128,45425.9296875,2859.0869140625,1855.65515136719,0,620.698608398438,0.0653061196208,0,192.79963684082,167.957748413086,193.047256469727,1,0,0,300,1
"160_11",85.2321580186096,"STM","160",11,340.928632074438,13.6371452829775,41883.54296875,60.096435546875,318.39501953125,0,29.5515518188477,0,0,123.596870422363,167.311737060547,196.425964355469,0.125714287161827,2.11111116409302,0.108571425080299,19.2310199737549,0.666666686534882
"160_5",327.387900031201,"STM","160",5,1309.55160012481,52.3820640049922,39736.5859375,737.917602539062,1929.47912597656,0,124.853713989258,0.154285714030266,0,120.532402038574,167.574951171875,196.984741210938,0.6816326379776,10,0.31510204076767,121.377960205078,0.333333343267441
"160_8",684.610236327648,"STM","160",8,2738.44094531059,109.537637812424,40802.9921875,1181.34252929688,841.350280761719,0,173.322387695312,0.128163263201714,0.111111111938953,132.500076293945,167.455963134766,196.669219970703,0.700408160686493,0,0.0285714287310839,203.281631469727,1
"160_9",623.369384035067,"STM","160",9,2493.47753614027,99.7391014456107,42197.20703125,54.542293548584,280.924224853516,0,110.888771057129,0.0881632640957832,0,136.505020141602,167.432571411133,195.937103271484,0.533877551555634,0,0.0587755106389523,148.380401611328,1
"165_1",353.161766682169,"STM","165",1,1412.64706672868,56.5058826691471,54182.93359375,966.105102539062,551.143005371094,0,317.815093994141,0.274285703897476,0.222222223877907,52.6893882751465,168.51789855957,186.021865844727,0.933061242103577,0,0.0955102071166039,267.217956542969,1
"165_2",464.662640142932,"STM","165",2,1858.65056057173,74.346022422869,55423.83984375,251.858062744141,2862.34155273438,0,58.0225028991699,0.203265309333801,0,75.2655868530273,168.221527099609,186.639770507812,0.960816323757172,0.555555582046509,0.0742857158184052,279.645721435547,0.888888895511627
"165_3",108.858455075451,"STM","165",3,435.433820301804,17.4173528120722,54900.87109375,201.339111328125,1963.40490722656,0,740.721801757812,0.035918366163969,0,65.5366516113281,168.327621459961,186.531341552734,0.999183654785156,0,0.000816326530184597,299.085723876953,1
"165_4",557.942900549621,"STM","165",4,2231.77160219849,89.2708640879394,52932.39453125,1785.12329101562,2043.06994628906,0,829.075317382812,0.000816326530184597,0,126.15518951416,168.728134155273,186.485336303711,1,0,0.0440816320478916,287.000823974609,1
"165_5",2014.6023948454,"STM","165",5,8058.40957938158,322.336383175263,53509.35546875,1201.86743164062,1984.84680175781,0,460.422180175781,0.145306125283241,0,156.203598022461,168.603164672852,186.583892822266,0.990204095840454,0,0.0277551021426916,286.175506591797,1
"165_6",366.531447483988,"STM","165",6,1466.12578993595,58.6450315974381,55452.9453125,246.770004272461,141.207443237305,0,137.127731323242,0.239183679223061,0,41.7230644226074,168.245651245117,186.060150146484,0.906122446060181,16.6666660308838,0.19918367266655,218.484893798828,0.333333343267441
"165_7",251.13077218698,"STM","165",7,1004.52308874792,40.1809235499167,55428.16796875,402.298645019531,1212.80627441406,0.666666686534882,394.2490234375,0.208979591727257,0,57.6821517944336,168.233169555664,186.293548583984,0.991836726665497,0,0.0440816320478916,249.820404052734,0.333333343267441
"199_3",720.85989516764,"STM","199",3,2883.43958067056,115.337583226822,46774.8125,764.654968261719,428.895660400391,0,278.659820556641,0.12326530367136,0.888888895511627,112.023941040039,166.827835083008,195.163131713867,0.751836717128754,0,0.168979585170746,168.745300292969,1
"199_6",137.296292737181,"STM","199",6,549.185170948722,21.9674068379489,49734.65234375,823.622924804688,107.059066772461,0,37.9949073791504,0.0824489817023277,0,85.6206970214844,166.026840209961,196.994689941406,0.457142859697342,3,0.297142863273621,80.1657180786133,0.111111111938953
"202_1",286.412903175707,"PGM","202",1,1145.65161270283,45.8260645081131,5520.3173828125,1632.44982910156,842.268859863281,0,271.155212402344,0.164081633090973,0.777777791023254,149.716125488281,148.549255371094,204.208251953125,0.866938769817352,0,0.174693882465363,166.797546386719,1
"202_13",46.7226282818056,"PGM","202",13,186.890513127222,7.4756205250889,8482.60546875,2484.376953125,840.969970703125,0.777777791023254,173.833251953125,0.121632650494576,0.333333343267441,142.984329223633,144.564849853516,206.40087890625,0.625306129455566,3.55555558204651,0.0775510221719742,21.2946929931641,0
"235_1",216.432458362224,"PGM","235",1,865.729833448896,34.6291933379558,11108.072265625,1267.638671875,213.71826171875,0,86.1797714233398,0,0,148.240707397461,136.635330200195,201.252532958984,0.265306115150452,0,0.0318367332220078,64.9714279174805,1
"236_2",198.279178436892,"STM","236",2,793.116713747567,31.7246685499027,54958.390625,2335.69067382812,741.841918945312,0,399.660705566406,0.125714287161827,0,115.701629638672,163.968292236328,193.619064331055,0.834285736083984,0,0.011428571306169,212.321640014648,1
"236_3",629.775231035929,"STM","236",3,2519.10092414372,100.764036965749,54792.140625,887.352844238281,904.367370605469,0,213.703475952148,0.200816333293915,0.666666686534882,75.9527816772461,164.3076171875,193.865127563477,0.570612251758575,0,0.0457142852246761,155.014694213867,1
"236_5",537.056027402206,"STM","236",5,2148.22410960882,85.9289643843529,57757.80078125,606.221740722656,677.556457519531,0,198.404907226562,0.146122455596924,0.333333343267441,67.757194519043,163.876342773438,193.049179077148,0.653061211109161,0,0.0465306118130684,184.101226806641,1
"236_6",779.652701750801,"STM","236",6,3118.61080700321,124.744432280128,59332.671875,2224.1162109375,141.525146484375,0,191.939498901367,0.153469383716583,0.333333343267441,114.568740844727,164.032516479492,193.318557739258,0.883265316486359,0,0.00163265306036919,265.085723876953,1
"236_7",273.869659737802,"STM","236",7,1095.47863895121,43.8191455580483,56378.23828125,1415.85424804688,1754.51501464844,0,327.813995361328,0.119999997317791,0.222222223877907,82.6836776733398,163.770660400391,193.247467041016,0.988571405410767,0,0.0187755096703768,290.476745605469,1
"245_11",62.490198226558,"PGM","245",11,249.960792906232,9.99843171624928,56600.91796875,1989.17797851562,551.995056152344,0,247.144424438477,0.113469384610653,1,188.304992675781,141.201232910156,194.840515136719,0.881632626056671,4.88888883590698,0.125714287161827,237.47509765625,0.777777791023254
"245_2",263.043734146189,"PGM","245",2,1052.17493658476,42.0869974633903,59479.71484375,1423.54846191406,1432.53149414062,0,1692.275390625,0,0,100,141.729156494141,194.981414794922,1,0,0.0138775510713458,296.197540283203,1
"245_4",450.407541904209,"PGM","245",4,1801.63016761684,72.0652067046734,59949.515625,99.3335266113281,2659.37426757812,0,137.618377685547,0.16326530277729,0,87.1048965454102,141.451431274414,195.75032043457,0.98938775062561,0,0.0775510221719742,278.751007080078,1
"245_5",197.601974668548,"PGM","245",5,790.407898674193,31.6163159469677,60475.27734375,1404.93530273438,638.083190917969,0,734.90185546875,0.0571428574621677,0,99.8834228515625,142.193130493164,194.472259521484,1,0,0.00897959154099226,297.539581298828,1
"245_6",468.905310254239,"PGM","245",6,1875.62124101695,75.0248496406782,54777.60546875,1772.12231445312,234.52604675293,0,489.493041992188,0.171428576111794,0,210,141.025115966797,194.662460327148,0.995102047920227,0,0.117551021277905,263.611419677734,1
"245_7",73.8098010980592,"PGM","245",7,295.239204392237,11.8095681756895,61250.5703125,1201.32531738281,1750.28259277344,0,48.3800048828125,0.317551016807556,0,86.9198837280273,141.375503540039,196.37614440918,0.973061203956604,14.8888893127441,0.622040808200836,121.136329650879,0.222222223877907
"245_8",596.302124733622,"PGM","245",8,2385.20849893449,95.4083399573796,61200.25390625,281.692749023438,1426.02941894531,0,536.550170898438,0.109387755393982,0,90,141.895782470703,195.342727661133,0.963265299797058,2.66666674613953,0.0987755134701729,264.597564697266,0.777777791023254
"245_9",744.279722562771,"PGM","245",9,2977.11889025108,119.084755610043,59884.984375,1192.00244140625,1288.77233886719,0,336.357635498047,0.233469381928444,0.111111111938953,90,141.102432250977,196.448089599609,0.987755119800568,0,0.281632661819458,215.451431274414,1
"260_1",285.125011545603,"STM","260",1,1140.50004618241,45.6200018472964,64691.7265625,389.9580078125,164.087036132812,0,218.978256225586,0.108571425080299,0.777777791023254,117.81477355957,165.237350463867,193.806350708008,0.721632659435272,0,0.00489795906469226,215.502044677734,1
"260_3",148.678704645546,"STM","260",3,594.714818582183,23.7885927432873,66918.0625,1440.0576171875,183.353179931641,0,86.4040069580078,0.0906122475862503,0,121.524543762207,165.104553222656,191.997283935547,0.357551008462906,0,0.00653061224147677,107.435104370117,1
"260_4",412.927366326996,"STM","260",4,1651.70946530798,66.0683786123193,65276.08984375,1997.63757324219,2416.59521484375,0,444.386199951172,0.109387755393982,0,106.22241973877,164.754348754883,193.027389526367,0.944489777088165,0,0.00489795906469226,272.575500488281,1
"260_5",80.994409880784,"STM","260",5,323.977639523136,12.9591055809254,62162.5625,1727.15234375,486.674682617188,0,0,0.0840816348791122,0,100.776992797852,165.248748779297,196.029968261719,0.46367347240448,2.11111116409302,0.0391836725175381,138.208160400391,0.555555582046509
"260_6",166.821332174988,"STM","260",6,667.285328699952,26.6914131479981,63805.19140625,497.182678222656,406.20361328125,0,136.582794189453,0.128979593515396,0,81.9916305541992,165.091003417969,194.533432006836,0.583673477172852,0,0.00734693882986903,173.146118164062,1
"261_1",595.55627923825,"STM","261",1,2382.225116953,95.28900467812,71459,1243.08471679688,3200.41064453125,0,195.942504882812,0.204081639647484,0.444444447755814,147.045852661133,165.327667236328,189.430557250977,0.976326525211334,0,0.011428571306169,292.460418701172,1
"261_10",812.486131307841,"STM","261",10,3249.94452523137,129.997781009255,71305.0859375,138.845962524414,8287.443359375,0,2335.20751953125,0,0,153.221542358398,166.45344543457,188.913497924805,1,0,0.0081632649526,295.691436767578,1
"261_11",752.232381142917,"STM","261",11,3008.92952457167,120.357180982867,74393.234375,1462.9306640625,6661.72802734375,0,4184.34765625,0,0,151.174606323242,166.138809204102,188.544281005859,1,0,0,300,1
"261_12",766.661750241301,"STM","261",12,3066.6470009652,122.665880038608,68381.0546875,1782.23950195312,6635.982421875,0,4979.5849609375,0,0,189.800079345703,166.31608581543,190.244476318359,1,0,0,300,1
"261_2",748.511868500406,"STM","261",2,2994.04747400162,119.761898960065,73376.4140625,621.680603027344,5329.40283203125,0,2234.1298828125,0,0,131.733367919922,165.714340209961,188.868209838867,1,0,0,300,1
"261_3",739.13933979612,"STM","261",3,2956.55735918448,118.262294367379,69430.6484375,2882.1298828125,3610.01000976562,0,2674.982421875,0,0,185.940948486328,165.709014892578,190.566650390625,1,0,0,300,1
"261_4",685.168265386032,"STM","261",4,2740.67306154413,109.626922461765,68082.3203125,2889.39208984375,4030.93334960938,0,4104.51025390625,0,0,187.479064941406,165.972091674805,191.166244506836,1,0,0,300,1
"261_5",751.933002773999,"STM","261",5,3007.732011096,120.30928044384,67559.90625,2664.60815429688,4628.70556640625,0,4638.6669921875,0,0,188.023376464844,166.111267089844,191.25537109375,1,0,0,300,1
"261_6",1251.93086052127,"STM","261",6,5007.72344208507,200.308937683403,69405.8515625,1398.22204589844,6031.83837890625,0,4675.44140625,0,0,179.160583496094,166.181564331055,190.073684692383,1,0,0,300,1
"261_7",960.915243130483,"STM","261",7,3843.66097252193,153.746438900877,66544.09375,1578.74340820312,4931.24560546875,0,4910.435546875,0,0,190.444381713867,166.235763549805,191.597900390625,1,0,0,300,1
"261_8",497.086762748573,"STM","261",8,1988.34705099429,79.5338820397716,72628.8359375,1106.70129394531,9046.4140625,0,1456.88427734375,0,0,167.850021362305,166.574188232422,188.440170288086,1,0,0,300,1
"261_9",653.873965305121,"STM","261",9,2615.49586122048,104.619834448819,73929.828125,548.449829101562,8930.755859375,0,1705.56909179688,0,0,146.03125,166.676773071289,188.105331420898,1,0,0,300,1
"269_1",144.696047617205,"PGM","269",1,578.784190468821,23.1513676187528,33842.66796875,1889.97827148438,163.943756103516,1,147.24348449707,0.169795915484428,0,149.987991333008,134.739303588867,197.07795715332,0.742040812969208,0,0.222040817141533,91.2726516723633,0
"269_10",236.706094234026,"PGM","269",10,946.824376936102,37.8729750774441,39479.15625,1493.34692382812,195.888702392578,0,773.393981933594,0.0530612245202065,0,159.601135253906,133.692306518555,197.245666503906,1,0,0,300,1
"269_11",171.416359359898,"PGM","269",11,685.665437439592,27.4266174975837,38029.83203125,2265.96118164062,2425.87744140625,0,1557.15649414062,0,0,162.98420715332,132.922790527344,197.482330322266,1,0,0.0473469384014606,261.936340332031,1
"269_4",186.206098969869,"PGM","269",4,744.824395879478,29.7929758351791,38223.89453125,1920.283203125,1628.935546875,0,944.549743652344,0.00653061224147677,0,160,133.574234008789,197.356430053711,1,0,0.0220408160239458,277.359985351562,1
"269_7",439.975263408763,"PGM","269",7,1759.90105363505,70.3960421454021,36176.91796875,358.718933105469,2181.7412109375,0.666666686534882,519.442626953125,0.0734693855047226,0,113.97119140625,133.533569335938,197.459167480469,0.994285702705383,0,0.134693875908852,142.388565063477,0.333333343267441
"274_1",172.39079736396,"PGM","274",1,689.563189455838,27.5825275782335,22607.728515625,399.378295898438,682.404113769531,0.777777791023254,271.930511474609,0.103673473000526,0.888888895511627,157.082748413086,133.838714599609,200.506622314453,0.728979587554932,0,0.186122447252274,98.357551574707,0.222222223877907
"274_2",156.136902269447,"PGM","274",2,624.547609077788,24.9819043631115,25486.283203125,998.419494628906,182.468765258789,1,164.739196777344,0.0995918363332748,0,189.500030517578,133.657409667969,201.210357666016,0.562448978424072,0,0.0587755106389523,78.5828552246094,0
"274_3",1056.38377531052,"PGM","274",3,4225.53510124208,169.021404049683,28610.951171875,2640.91162109375,439.781524658203,0,213.567642211914,0.0873469412326813,0.666666686534882,190,133.174499511719,201.956436157227,0.687346935272217,7.55555534362793,0.0571428574621677,191.771423339844,0.555555582046509
"274_5",356.468150359748,"PGM","274",5,1425.87260143899,57.0349040575597,25645.033203125,2296.36889648438,236.448654174805,0,464.796875,0.107755102217197,0,180,133.820022583008,201.826248168945,0.994285702705383,0,0.106122449040413,193.255508422852,1
"274_6",79.4213933372834,"PGM","274",6,317.685573349134,12.7074229339653,24600.34765625,2783.13623046875,370.313049316406,1,415.406188964844,0.110204078257084,0,190,133.625152587891,200.234024047852,0.91346937417984,0,0.0840816348791122,121.405715942383,0
"274_7",140.855552546477,"PGM","274",7,563.422210185909,22.5368884074363,26997.373046875,1013.20892333984,297.703430175781,0,304.514038085938,0.0857142880558968,0.333333343267441,176.470825195312,133.646896362305,201.893798828125,0.770612239837646,0,0.0351020395755768,210.419586181641,1
"307_1",455.400702269464,"STM","307",1,1821.60280907786,72.8641123631142,80420.78125,818.167663574219,334.538909912109,0,1391.1630859375,0,0,113.644371032715,162.82356262207,191.044570922852,1,0,0.00653061224147677,298.210601806641,1
"307_2",481.318085221445,"STM","307",2,1925.27234088578,77.0108936354311,80401.5,400.36669921875,293.166717529297,0,292.259246826172,0.135510206222534,0.666666686534882,120.615776062012,163.167541503906,191.18733215332,0.880816340446472,0,0.0848979577422142,244.640823364258,1
"307_3",146.467144785701,"STM","307",3,585.868579142806,23.4347431657122,77131.3515625,1416.91467285156,2369.22290039062,0,581.101196289062,0.0865306109189987,0,151.701416015625,163.467834472656,191.084350585938,1,0,0,243.810607910156,1
"307_5",324.585606583365,"STM","307",5,1298.34242633346,51.9336970533384,81466.890625,930.70166015625,230.724090576172,0,230.724090576172,0.12326530367136,0.888888895511627,133.090667724609,163.387649536133,191.354797363281,0.775510191917419,0,0.00163265306036919,230.571426391602,1
"307_6",209.216291778885,"STM","307",6,836.865167115539,33.4746066846216,82773.7109375,1574.24206542969,438.150634765625,0,551.725769042969,0.0865306109189987,0,155.830062866211,163.780059814453,191.83984375,0.999183654785156,0,0.11591836810112,267.993469238281,1
"307_7",822.213574143868,"STM","307",7,3288.85429657547,131.554171863019,78504.5078125,521.501281738281,840.846740722656,0,649.026428222656,0.0644897967576981,0,102.271377563477,162.887573242188,191.105895996094,0.998367369174957,0,0.00244897953234613,299.084075927734,1
"315_1",286.905390404716,"PGM","315",1,1147.62156161886,45.9048624647545,39789.15234375,422.497955322266,783.576354980469,1,263.23486328125,0.149387761950493,1,110.0380859375,130.381713867188,197.009811401367,0.670204102993011,0,0.0522448979318142,113.743675231934,0
"315_11",86.0176624221886,"PGM","315",11,344.070649688754,13.7628259875502,40047.71484375,2054.02490234375,1988.837890625,0.555555582046509,1.73834323883057,0.0220408160239458,0,180.218444824219,130.668731689453,196.261703491211,0.489795923233032,1.44444441795349,0.238367348909378,4.7444896697998,0
"315_3",217.758327820214,"PGM","315",3,871.033311280854,34.8413324512342,38490.08203125,1798.8115234375,861.563842773438,0,92.5302429199219,0.124897956848145,0,120,131.335998535156,196.671447753906,0.677551031112671,0,0.22122448682785,143.540405273438,1
"315_4",368.923553284321,"PGM","315",4,1475.69421313729,59.0277685254914,38697.47265625,985.837341308594,891.6650390625,0,26.0751457214355,0.0987755134701729,0,110.207191467285,130.941375732422,197.174560546875,0.618775486946106,9.55555534362793,0.115102037787437,102.29061126709,0.333333343267441
"342_1",353.095389873961,"PGM","342",1,1412.38155949584,56.4952623798337,98449.2578125,777.422424316406,1986.95056152344,0,542.871948242188,0.068571425974369,0,77.5541915893555,143.726928710938,192.100662231445,0.999183654785156,0,0.0106122447177768,297.092254638672,1
"342_10",175.431401868678,"PGM","342",10,701.725607474711,28.0690242989885,96117.53125,0,505.188201904297,0,566.081420898438,0.0677551031112671,0,50,143.818496704102,191.915115356445,0.98612242937088,16,0.813877522945404,76.9975509643555,0
"342_12",323.907062264041,"PGM","342",12,1295.62824905616,51.8251299622465,95305.8515625,1408.34118652344,2075.16552734375,0,504.000457763672,0.131428569555283,0,94.0536422729492,143.20068359375,191.993576049805,0.997551023960114,23.4444446563721,0.488163262605667,166.243270874023,0
"342_3",148.392283280437,"PGM","342",3,593.569133121748,23.7427653248699,98727.890625,1697.18627929688,2377.07348632812,0,130.068176269531,0.217142850160599,0,118.444732666016,144.259216308594,191.979232788086,0.972244918346405,0,0.0351020395755768,290.382049560547,1
"342_4",173.366120870353,"PGM","342",4,693.464483481413,27.7385793392565,92356.8125,2464.15576171875,131.25569152832,0,637.566040039062,0.100408166646957,0,92.3706283569336,143.61051940918,192.198577880859,1,7.11111116409302,0.0179591830819845,295.079193115234,0.555555582046509
