"id","propertysize","dominant","catchment","region","profit","profit_ha","distmarket","distriver","distroad","DPFpx","edgedist","edgels","edgepx","elevation","meanprecips","meantemps","MFls","SFAgepx","SFls","TSDls","UPFpx"
182,24.8,"Annual","112","STM",26259.68259,1058.85816895161,35234.4296875,1074.80737304688,635.698974609375,0,344.091247558594,0.255510210990906,0,139.444763183594,163.76513671875,196.66291809082,0.83020406961441,0,0.0661224499344826,219.249801635742,1
183,25,"Mixed","152","PGM",3487.716407,139.50865628,70101.2890625,637.385803222656,585.808837890625,0,139.392211914062,0.12653061747551,0,80,150.921020507812,194.777236938477,0.592653036117554,0,0.208163261413574,117.580406188965,1
184,3,"Annual","202","PGM",1575.370748,525.123582666667,5316.4130859375,509.088592529297,148.719085693359,0,0,0.00571428565308452,0,111.645118713379,139.898620605469,206.48356628418,0.0620408169925213,0,0.0530612245202065,1.82857143878937,0
185,50,"Mixed","112","STM",-4360.317415,-87.2063483,34878.31640625,1360.08850097656,313.041625976562,0,0,0,0,134.858642578125,163.943206787109,194.655639648438,0.00244897953234613,0,0.00571428565308452,0.14857143163681,0
186,25,"Perennial","112","STM",1262.182585,50.4873034,39446.3203125,474.1953125,1011.21545410156,0,41.9681129455566,0.0653061196208,0,103.592308044434,162.919418334961,198.13134765625,0.363265305757523,1.33333337306976,0.0742857158184052,100.411430358887,0.777777791023254
187,25,"Mixed","152","PGM",6139.82449,245.5929796,61205.59765625,2209.51293945312,84.7311325073242,0,0,0,0,80,150.302856445312,195.030227661133,0.035918366163969,0,0.0440816320478916,4.63918352127075,0
189,25,"Perennial","112","STM",559.238141,22.36952564,41593.4765625,3228.8408203125,952.857849121094,0,6.7049674987793,0.0253061223775148,0,162.163909912109,162.414855957031,200.484954833984,0.369795918464661,3.22222232818604,0.190204083919525,86.8448944091797,0.222222223877907
190,85,"Mixed","202","PGM",55063.7166,647.808430588235,9466.755859375,2056.9921875,1064.03784179688,0,0,0,0,145.874450683594,137.086181640625,205.276443481445,0.0163265299052,0,0.00897959154099226,2.43755102157593,0
191,25,"Annual","112","STM",71261.11116,2850.4444464,40297.88671875,1634.61108398438,173.080978393555,0,0,0,0,137.906677246094,162.776306152344,197.742874145508,0.0644897967576981,0,0.0040816324763,2.09632658958435,0
202,25,"Annual","152","PGM",1094.835454,43.79341816,62410.87109375,1058.39721679688,203.343078613281,0,84.4332275390625,0,0,84.8582229614258,150.039703369141,195.331726074219,0.467755109071732,21.5555553436279,0.498775511980057,69.5877532958984,0
203,24.5,"Mixed","112","STM",5600.293714,228.583416897959,38586.0078125,2078.81982421875,229.814575195312,0,0,0,0,151.532440185547,163.028778076172,200.293060302734,0.137959182262421,0,0.0799999982118607,27.9281635284424,0
204,25,"Annual","152","PGM",18501.35831,740.0543324,68309.5703125,198.66633605957,497.129913330078,0,54.7070693969727,0.0146938776597381,0,70,150.866668701172,195.862030029297,0.485714286565781,4,0.413061231374741,46.8146934509277,0.333333343267441
205,247,"Annual","112","STM",1099.682585,4.4521562145749,36829.08984375,1247.23913574219,215.811599731445,0,0,0,0,137.403839111328,163.420394897461,197.962371826172,0.0171428564935923,0,0.0212244894355536,0.498775511980057,0
206,13.75,"Other","69","STM",9853.486014,716.617164654545,11394.677734375,690.967712402344,245.484313964844,0,183.765197753906,0.139591842889786,0.333333343267441,134.768890380859,165.821105957031,194.704116821289,0.591836750507355,0,0.266938775777817,111.537956237793,1
207,1.2,"Mixed","103","STM",1240.682585,1033.90215416667,34386.18359375,1533.83801269531,213.565322875977,0,213.565322875977,0.170612245798111,0.666666686534882,168.851654052734,170.432373046875,193.113418579102,0.540408134460449,16.1111106872559,0.504489779472351,30.9942855834961,0
208,1,"Other","103","STM",129.9093428,129.9093428,30620.326171875,637.818115234375,294.683563232422,0,0,0,0,159.907455444336,168.579544067383,198.760559082031,0.203265309333801,0,0.0775510221719742,42.5526542663574,0
209,25,"Annual","152","PGM",14700.46286,588.0185144,68309.5703125,198.66633605957,497.129913330078,0,54.7070693969727,0.0146938776597381,0,70,150.866668701172,195.862030029297,0.485714286565781,4,0.413061231374741,46.8146934509277,0.333333343267441
210,1474,"Mixed","235","PGM",1119.682585,0.75962183514247,10661.3818359375,1078.3837890625,2130.88452148438,0,0,0,0,122.493530273438,137.407897949219,200.966751098633,0.0448979586362839,0,0.0383673459291458,4.4408164024353,0
211,8,"Mixed","103","STM",1210.023073,151.252884125,32081.6953125,2345.10766601562,622.401245117188,0,332.764373779297,0.22122448682785,0,176.356185913086,171.025177001953,192.205596923828,0.805714309215546,0,0.129795923829079,217.31428527832,1
212,25,"Annual","152","PGM",1119.682585,44.7873034,68309.5703125,198.66633605957,497.129913330078,0,54.7070693969727,0.0146938776597381,0,70,150.866668701172,195.862030029297,0.485714286565781,4,0.413061231374741,46.8146934509277,0.333333343267441
213,23,"Cattlebeef","112","STM",188043.6826,8175.81228695652,39296.16015625,2046.60656738281,102.005180358887,0,0,0,0,147.322280883789,162.885055541992,200.345321655273,0.0081632649526,0,0.0130612244829535,1.07428574562073,0
214,830,"Annual","112","STM",-355259.7278,-428.023768433735,41593.4765625,3228.8408203125,952.857849121094,0,6.7049674987793,0.0253061223775148,0,162.163909912109,162.414855957031,200.484954833984,0.369795918464661,3.22222232818604,0.190204083919525,86.8448944091797,0.222222223877907
215,25,"Perennial","112","STM",10364.48259,414.5793036,35234.4296875,1074.80737304688,635.698974609375,0,344.091247558594,0.255510210990906,0,139.444763183594,163.76513671875,196.66291809082,0.83020406961441,0,0.0661224499344826,219.249801635742,1
216,100,"Perennial","112","STM",7711.04974,77.1104974,38586.0078125,2078.81982421875,229.814575195312,0,0,0,0,151.532440185547,163.028778076172,200.293060302734,0.137959182262421,0,0.0799999982118607,27.9281635284424,0
217,25,"Annual","152","PGM",1447.716407,57.90865628,65975.234375,1390.66418457031,508.576690673828,0,198.426513671875,0.0244897957891226,0.444444447755814,80,150.857345581055,195.720138549805,0.499591827392578,18.6666660308838,0.430204093456268,82.537956237793,0.111111111938953
218,225,"Annual","235","PGM",292230.7164,1298.803184,15069.1650390625,1714.91101074219,497.500579833984,0,0,0,0,128.793304443359,134.894439697266,199.504425048828,0,0,0,0,0
219,19,"Annual","69","STM",33469.68259,1761.56224157895,8436.3857421875,1899.54040527344,478.432495117188,0,135.72932434082,0,0,120.05046081543,165.981903076172,206.681640625,0.280000001192093,8.33333301544189,0.211428567767143,38.7216339111328,0.444444447755814
220,25,"Mixed","112","STM",15911.17918,636.4471672,39446.3203125,474.1953125,1011.21545410156,0,41.9681129455566,0.0653061196208,0,103.592308044434,162.919418334961,198.13134765625,0.363265305757523,1.33333337306976,0.0742857158184052,100.411430358887,0.777777791023254
221,25,"Annual","112","STM",27469.68259,1098.7873036,39446.3203125,474.1953125,1011.21545410156,0,41.9681129455566,0.0653061196208,0,103.592308044434,162.919418334961,198.13134765625,0.363265305757523,1.33333337306976,0.0742857158184052,100.411430358887,0.777777791023254
222,17.6,"Cattlebeef","112","STM",5919.682585,336.345601420454,39296.16015625,2046.60656738281,102.005180358887,0,0,0,0,147.322280883789,162.885055541992,200.345321655273,0.0081632649526,0,0.0130612244829535,1.07428574562073,0
223,380,"Mixed","235","PGM",523297.7164,1377.09925368421,11108.072265625,1267.638671875,213.71826171875,0,86.1797714233398,0,0,148.240707397461,136.635330200195,201.252532958984,0.265306115150452,0,0.0318367332220078,64.9714279174805,1
224,25,"Mixed","152","PGM",3033.410476,121.33641904,67744.796875,893.998596191406,235.148849487305,0,0,0,0,70,150.724884033203,196.448669433594,0.0530612245202065,1.44444441795349,0.153469383716583,17.4465312957764,0.444444447755814
226,150,"Mixed","235","PGM",63582.71641,423.884776066667,13321.2587890625,399.411956787109,161.520263671875,0,98.6293869018555,0.157551020383835,0,113.180755615234,135.404937744141,200.326034545898,0.77142858505249,14,0.610612273216248,63.078369140625,0
227,2.8,"Mixed","152","PGM",7117.716407,2542.04157392857,70101.2890625,637.385803222656,585.808837890625,0,139.392211914062,0.12653061747551,0,80,150.921020507812,194.777236938477,0.592653036117554,0,0.208163261413574,117.580406188965,1
228,25,"Perennial","152","PGM",1326.9,53.076,67744.796875,893.998596191406,235.148849487305,0,0,0,0,70,150.724884033203,196.448669433594,0.0530612245202065,1.44444441795349,0.153469383716583,17.4465312957764,0.444444447755814
229,12,"Annual","112","STM",-740.3174145,-61.693117875,41439.19140625,2628.28198242188,809.942687988281,0,0,0.00897959154099226,0,153.198638916016,162.46875,199.688949584961,0.119999997317791,0,0.000816326530184597,36.0212249755859,0
230,50,"Mixed","112","STM",2199.682585,43.9936517,41439.19140625,2628.28198242188,809.942687988281,0,0,0.00897959154099226,0,153.198638916016,162.46875,199.688949584961,0.119999997317791,0,0.000816326530184597,36.0212249755859,0
231,50,"Mixed","112","STM",4159.682585,83.1936517,34878.31640625,1360.08850097656,313.041625976562,0,0,0,0,134.858642578125,163.943206787109,194.655639648438,0.00244897953234613,0,0.00571428565308452,0.14857143163681,0
232,150,"Mixed","152","PGM",43252.9781,288.353187333333,62410.87109375,1058.39721679688,203.343078613281,0,84.4332275390625,0,0,84.8582229614258,150.039703369141,195.331726074219,0.467755109071732,21.5555553436279,0.498775511980057,69.5877532958984,0
233,200,"Annual","235","PGM",83765,418.825,11614.251953125,1497.84289550781,774.765869140625,0,0,0,0,154.338272094727,136.904205322266,200.70329284668,0.0236734692007303,0,0.019591836258769,0.636734664440155,0
234,195,"Annual","112","STM",77675.53429,398.336073282051,41439.19140625,2628.28198242188,809.942687988281,0,0,0.00897959154099226,0,153.198638916016,162.46875,199.688949584961,0.119999997317791,0,0.000816326530184597,36.0212249755859,0
235,25,"Annual","152","PGM",6250,250,70101.2890625,637.385803222656,585.808837890625,0,139.392211914062,0.12653061747551,0,80,150.921020507812,194.777236938477,0.592653036117554,0,0.208163261413574,117.580406188965,1
236,25,"Perennial","152","PGM",1367.716407,54.70865628,62410.87109375,1058.39721679688,203.343078613281,0,84.4332275390625,0,0,84.8582229614258,150.039703369141,195.331726074219,0.467755109071732,21.5555553436279,0.498775511980057,69.5877532958984,0
237,25,"Cattlebeef","152","PGM",2076.820952,83.07283808,62410.87109375,1058.39721679688,203.343078613281,0,84.4332275390625,0,0,84.8582229614258,150.039703369141,195.331726074219,0.467755109071732,21.5555553436279,0.498775511980057,69.5877532958984,0
238,25,"Annual","152","PGM",3677.016407,147.08065628,65975.234375,1390.66418457031,508.576690673828,0,198.426513671875,0.0244897957891226,0.444444447755814,80,150.857345581055,195.720138549805,0.499591827392578,18.6666660308838,0.430204093456268,82.537956237793,0.111111111938953
239,1.7,"Animalother","69","STM",5571.682585,3277.46034411765,7632.3876953125,1973.83911132812,303.697570800781,0,134.870880126953,0.102857142686844,0,126.966842651367,166.07502746582,210.50227355957,0.520816326141357,0,0.0326530598104,151.216323852539,1
240,5.8,"Annual","103","STM",9679.682585,1668.91079051724,28245.94921875,1256.55822753906,1083.857421875,0,126.335571289062,0.0653061196208,0,167.909774780273,168.466690063477,198.980606079102,0.34448978304863,0,0.0155102042481303,100.571426391602,1
241,1,"Cattlebeef","103","STM",1208.825443,1208.825443,31312.984375,1564.30163574219,444.525939941406,0,0,0,0,167.127075195312,169.296615600586,196.915985107422,0.253061234951019,0,0.170612245798111,39.9493865966797,0
242,25,"Annual","152","PGM",2420,96.8,62783.1640625,845.146911621094,199.356399536133,0,0,0,0,80,150.40998840332,195.437362670898,0.152653068304062,0,0.146122455596924,9.69306087493896,0
243,9.44,"Cattlebeef","69","STM",86733.68259,9187.89010487288,11709.40234375,1381.64196777344,516.402648925781,0,0,0.0342857129871845,0,113.190048217773,165.42951965332,197.178009033203,0.346122443675995,2.55555558204651,0.293061226606369,58.4726524353027,0.111111111938953
244,1.8,"Mixed","103","STM",1333.78576,740.992088888889,31312.984375,1564.30163574219,444.525939941406,0,0,0,0,167.127075195312,169.296615600586,196.915985107422,0.253061234951019,0,0.170612245798111,39.9493865966797,0
245,1.6,"Mixed","103","STM",1039.682585,649.801615625,37686.5859375,2412.79272460938,1181.91198730469,0,0,0,0,158.80241394043,170.351470947266,191.57502746582,0.0873469412326813,3.44444441795349,0.142040818929672,15.6375513076782,0
246,800,"Cattlebeef","423","PGM",836795.7164,1045.9946455,54484.29296875,1428.85681152344,268.955017089844,0,0,0,0,175.988693237305,131.575714111328,196.871841430664,0,0,0,0,0
247,25,"Perennial","152","PGM",2525,101,67744.796875,893.998596191406,235.148849487305,0,0,0,0,70,150.724884033203,196.448669433594,0.0530612245202065,1.44444441795349,0.153469383716583,17.4465312957764,0.444444447755814
248,400,"Cattlebeef","235","PGM",24921.85143,62.304628575,15069.1650390625,1714.91101074219,497.500579833984,0,0,0,0,128.793304443359,134.894439697266,199.504425048828,0,0,0,0,0
249,10.5,"Other","103","STM",14439.22227,1375.16402571429,28245.94921875,1256.55822753906,1083.857421875,0,126.335571289062,0.0653061196208,0,167.909774780273,168.466690063477,198.980606079102,0.34448978304863,0,0.0155102042481303,100.571426391602,1
250,25,"Annual","152","PGM",16636.82095,665.472838,63802.7109375,1761.76501464844,576.280151367188,0,0,0,0,80,150.724624633789,195.364059448242,0.0473469384014606,0,0.0489795915782452,7.43346929550171,0
251,3.07,"Annual","103","STM",1899.682585,618.789115635179,37686.5859375,2412.79272460938,1181.91198730469,0,0,0,0,158.80241394043,170.351470947266,191.57502746582,0.0873469412326813,3.44444441795349,0.142040818929672,15.6375513076782,0
252,3.28,"Other","103","STM",658.3257601,200.70907320122,34392.2890625,304.689056396484,322.831420898438,0,0,0,0,163.277648925781,169.772842407227,194.421569824219,0.138775512576103,0,0.00653061224147677,39.1428565979004,0
253,4.375,"Annual","103","STM",-1391.476145,-318.051690285714,32081.6953125,2345.10766601562,622.401245117188,0,332.764373779297,0.22122448682785,0,176.356185913086,171.025177001953,192.205596923828,0.805714309215546,0,0.129795923829079,217.31428527832,1
254,4300,"Annual","147","PGM",-5231.033593,-1.21651944023256,23975.537109375,893.998352050781,139.41130065918,0,670.160583496094,0.0506122447550297,0,135.404830932617,151.532485961914,193.69010925293,0.999183654785156,14.1111106872559,0.476734697818756,169.374694824219,0.111111111938953
255,50,"Animalother","44","PGM",2827.716407,56.55432814,61628.28515625,563.511352539062,114.832725524902,0,0,0,0,119.874992370605,154.787994384766,196.446914672852,0.0857142880558968,0,0.0187755096703768,15.6995916366577,0
256,1.2,"Other","103","STM",-481.8570971,-401.547580916667,30620.326171875,637.818115234375,294.683563232422,0,0,0,0,159.907455444336,168.579544067383,198.760559082031,0.203265309333801,0,0.0775510221719742,42.5526542663574,0
257,2.32,"Mixed","103","STM",-2717.968208,-1171.53802068966,30620.326171875,637.818115234375,294.683563232422,0,0,0,0,159.907455444336,168.579544067383,198.760559082031,0.203265309333801,0,0.0775510221719742,42.5526542663574,0
258,1.8,"Cattlebeef","423","PGM",-126214.2836,-70119.0464444444,52890.58203125,1479.97131347656,142.842819213867,0,0,0,0,146.288833618164,129.730728149414,196.372497558594,0.162448972463608,0.555555582046509,0.484897971153259,29.7061233520508,0.666666686534882
259,1125,"Cattlebeef","142","PGM",78367.71641,69.6601923644444,35514.74609375,1092.66479492188,223.934692382812,0,159.269027709961,0.0302040819078684,0.111111111938953,90,151.765838623047,199.369918823242,0.339591830968857,0,0.0424489788711071,83.8767318725586,1
260,85,"Other","44","PGM",4987.716407,58.6790165529412,62524.53515625,2183.91552734375,440.839141845703,0,5.21496391296387,0.151020407676697,0,140.679885864258,154.24658203125,194.879257202148,0.613877534866333,0,0.0163265299052,89.7502059936523,0
261,3.8,"Mixed","103","STM",9219.682585,2426.23225921053,28245.94921875,1256.55822753906,1083.857421875,0,126.335571289062,0.0653061196208,0,167.909774780273,168.466690063477,198.980606079102,0.34448978304863,0,0.0155102042481303,100.571426391602,1
262,50,"Cattlebeef","44","PGM",9197.716407,183.95432814,62777.328125,699.285583496094,120.641746520996,0,88.1576919555664,0,0,124.808670043945,154.581130981445,196.578460693359,0.193469390273094,0,0.0285714287310839,38.5885696411133,1
263,1.26,"Animalother","103","STM",5989.482585,4753.55760714286,36509.19921875,2520.64038085938,423.206756591797,0,199.925918579102,0.164897963404655,0.444444447755814,164.215866088867,170.470657348633,191.933395385742,0.538775503635406,0,0.243265300989151,144.340408325195,1
264,3.5,"Other","103","STM",1395.022268,398.577790857143,34392.2890625,304.689056396484,322.831420898438,0,0,0,0,163.277648925781,169.772842407227,194.421569824219,0.138775512576103,0,0.00653061224147677,39.1428565979004,0
265,34.5,"Other","69","STM",494.6825855,14.3386256666667,8436.3857421875,1899.54040527344,478.432495117188,0,135.72932434082,0,0,120.05046081543,165.981903076172,206.681640625,0.280000001192093,8.33333301544189,0.211428567767143,38.7216339111328,0.444444447755814
266,1.25,"Annual","103","STM",820.1857601,656.14860808,37686.5859375,2412.79272460938,1181.91198730469,0,0,0,0,158.80241394043,170.351470947266,191.57502746582,0.0873469412326813,3.44444441795349,0.142040818929672,15.6375513076782,0
267,25,"Other","44","PGM",4595,183.8,60922.9453125,1837.58715820312,188.479110717773,0,94.1454544067383,0.0775510221719742,0,180,154.060638427734,193.954299926758,0.395918369293213,0,0.0155102042481303,54.7379608154297,1
268,25,"Mixed","44","PGM",11645,465.8,63902.13671875,563.518005371094,94.5377578735352,0,0,0,0,103.218597412109,155.336959838867,198.768157958984,0.00163265306036919,0,0.00489795906469226,0.372244894504547,0
269,1.6,"Annual","103","STM",2754.682585,1721.676615625,31312.984375,1564.30163574219,444.525939941406,0,0,0,0,167.127075195312,169.296615600586,196.915985107422,0.253061234951019,0,0.170612245798111,39.9493865966797,0
270,4.96,"Annual","103","STM",4893.095284,986.511145967742,31312.984375,1564.30163574219,444.525939941406,0,0,0,0,167.127075195312,169.296615600586,196.915985107422,0.253061234951019,0,0.170612245798111,39.9493865966797,0
271,50,"Mixed","44","PGM",5197.716407,103.95432814,65734.3671875,1885.7822265625,563.556335449219,0.111111111938953,54.8978500366211,0.11591836810112,0,119.992431640625,154.690353393555,197.371673583984,0.680000007152557,0,0.00897959154099226,99.3077545166016,0.666666686534882
272,90,"Annual","235","PGM",71228.11791,791.423532333333,10661.3818359375,1078.3837890625,2130.88452148438,0,0,0,0,122.493530273438,137.407897949219,200.966751098633,0.0448979586362839,0,0.0383673459291458,4.4408164024353,0
273,26,"Other","69","STM",-972.3174145,-37.3968236346154,13568.1416015625,32.2830848693848,694.879272460938,0,0,0,0,108.120063781738,165.580047607422,195.330520629883,0.155102044343948,0,0.0702040791511536,33.4914283752441,0
274,2.28,"Other","103","STM",-1308.623129,-573.957512719298,31312.984375,1564.30163574219,444.525939941406,0,0,0,0,167.127075195312,169.296615600586,196.915985107422,0.253061234951019,0,0.170612245798111,39.9493865966797,0
275,12,"Annual","103","STM",719.6825855,59.9735487916667,37686.5859375,2412.79272460938,1181.91198730469,0,0,0,0,158.80241394043,170.351470947266,191.57502746582,0.0873469412326813,3.44444441795349,0.142040818929672,15.6375513076782,0
276,16,"Annual","103","STM",1860.5683,116.28551875,32081.6953125,2345.10766601562,622.401245117188,0,332.764373779297,0.22122448682785,0,176.356185913086,171.025177001953,192.205596923828,0.805714309215546,0,0.129795923829079,217.31428527832,1
277,100,"Mixed","269","PGM",101397.7164,1013.977164,38223.89453125,1920.283203125,1628.935546875,0,944.549743652344,0.00653061224147677,0,160,133.574234008789,197.356430053711,1,0,0.0220408160239458,277.359985351562,1
278,116,"Animalother","69","STM",1539.682585,13.2731257327586,13281.5126953125,743.948791503906,232.544036865234,0,0,0,0,124.166465759277,165.718154907227,195.604797363281,0.0946938768029213,0,0.173061221837997,14.7951021194458,0
279,16,"Annual","103","STM",41119.68259,2569.980161875,28245.94921875,1256.55822753906,1083.857421875,0,126.335571289062,0.0653061196208,0,167.909774780273,168.466690063477,198.980606079102,0.34448978304863,0,0.0155102042481303,100.571426391602,1
280,80,"Perennial","103","STM",198847.0499,2485.58812375,32081.6953125,2345.10766601562,622.401245117188,0,332.764373779297,0.22122448682785,0,176.356185913086,171.025177001953,192.205596923828,0.805714309215546,0,0.129795923829079,217.31428527832,1
281,50,"Other","44","PGM",10705,214.1,61628.28515625,563.511352539062,114.832725524902,0,0,0,0,119.874992370605,154.787994384766,196.446914672852,0.0857142880558968,0,0.0187755096703768,15.6995916366577,0
282,6200,"Mixed","245","PGM",422597.6467,68.1609107580645,56600.91796875,1989.17797851562,551.995056152344,0,247.144424438477,0.113469384610653,1,188.304992675781,141.201232910156,194.840515136719,0.881632626056671,4.88888883590698,0.125714287161827,237.47509765625,0.777777791023254
284,8,"Annual","125","STM",3419.682585,427.460323125,33742.64453125,332.765045166016,428.550476074219,0,0,0,0,117.499404907227,164.197616577148,202.913757324219,0.0408163256943226,0.333333343267441,0.138775512576103,7.73387765884399,0
285,109,"Other","69","STM",-5000.317415,-45.8744716972477,13281.5126953125,743.948791503906,232.544036865234,0,0,0,0,124.166465759277,165.718154907227,195.604797363281,0.0946938768029213,0,0.173061221837997,14.7951021194458,0
286,2,"Annual","125","STM",1869.682585,934.8412925,32215.802734375,1733.2587890625,145.708084106445,0,0,0,0,135.827774047852,164.377639770508,202.032348632812,0.000816326530184597,0,0.000816326530184597,0.0212244894355536,0
287,12,"Mixed","103","STM",4715.682585,392.97354875,36509.19921875,2520.64038085938,423.206756591797,0,199.925918579102,0.164897963404655,0.444444447755814,164.215866088867,170.470657348633,191.933395385742,0.538775503635406,0,0.243265300989151,144.340408325195,1
288,90,"Mixed","44","PGM",9332.716407,103.696848966667,65734.3671875,1885.7822265625,563.556335449219,0.111111111938953,54.8978500366211,0.11591836810112,0,119.992431640625,154.690353393555,197.371673583984,0.680000007152557,0,0.00897959154099226,99.3077545166016,0.666666686534882
289,50,"Mixed","44","PGM",11693.51641,233.8703282,61628.28515625,563.511352539062,114.832725524902,0,0,0,0,119.874992370605,154.787994384766,196.446914672852,0.0857142880558968,0,0.0187755096703768,15.6995916366577,0
290,50,"Cattlebeef","44","PGM",8197.716407,163.95432814,63681.43359375,1736.36560058594,342.270172119141,0,33.5247344970703,0.134693875908852,0,159.887512207031,155.650573730469,199.113952636719,0.655510187149048,0.444444447755814,0.0832653045654297,192.269393920898,0.888888895511627
295,236,"Soy","69","STM",-12800.31741,-54.2386330932203,9248.7802734375,1177.30212402344,363.377105712891,0,0,0,0,114.88459777832,165.861145019531,203.978271484375,0.0514285713434219,0,0.0514285713434219,8.44571399688721,0
296,8.25,"Perennial","125","STM",1297.716407,157.298958424242,40681.94921875,2046.50146484375,34.9585762023926,0,0,0,0,149.180038452148,163.564758300781,199.006057739258,0.068571425974369,0,0.0106122447177768,20.3412246704102,0
297,283,"Soy","423","PGM",465229.6826,1643.92113992933,52231.9609375,1292.27868652344,202.638717651367,0.333333343267441,11.1750984191895,0,0,112.70677947998,128.597732543945,196.181381225586,0.301224499940872,1.22222220897675,0.506938755512238,52.8065299987793,0
298,630,"Cattlebeef","69","STM",-13280.31741,-21.0798689047619,13281.5126953125,743.948791503906,232.544036865234,0,0,0,0,124.166465759277,165.718154907227,195.604797363281,0.0946938768029213,0,0.173061221837997,14.7951021194458,0
299,7.2,"Annual","125","STM",2239.682585,311.067025694444,33742.64453125,332.765045166016,428.550476074219,0,0,0,0,117.499404907227,164.197616577148,202.913757324219,0.0408163256943226,0.333333343267441,0.138775512576103,7.73387765884399,0
300,50,"Other","44","PGM",6161.316407,123.22632814,67357.84375,899.557434082031,373.935516357422,0,29.5514335632324,0.111020408570766,0,106.996475219727,154.957595825195,199.272537231445,0.422040820121765,0,0.00244897953234613,102.736328125,0
301,10,"Cattlebeef","81","STM",1119.682585,111.9682585,31057.49609375,1410.73449707031,1203.72387695312,0,221.256896972656,0.191020414233208,0.777777791023254,132.531555175781,164.642562866211,195.754257202148,0.748571455478668,0,0.434285700321198,106.831840515137,1
302,22.9,"Annual","125","STM",13279.68259,579.898803056769,33439.8828125,1545.21240234375,1739.97729492188,0,44.699779510498,0,0,139.072784423828,164.43376159668,203.371154785156,0.24653060734272,5.88888883590698,0.382040828466415,34.1453056335449,0
303,50,"Other","100","PGM",-6313.319728,-126.26639456,67143.578125,580.061584472656,282.550628662109,0,0,0,0,30.017650604248,155.96467590332,192.986663818359,0.427755087614059,0,0.352653056383133,45.668571472168,0
304,1138,"Mixed","142","PGM",-139927.728,-122.959339191564,40161.36328125,628.580627441406,517.752990722656,0,147.257995605469,0.244081631302834,0,74.6247024536133,152.371109008789,197.092437744141,0.795102059841156,9,0.451428562402725,34.3714294433594,0
305,6.4,"Mixed","81","STM",2399.682585,374.95040390625,26713.3125,517.126831054688,378.222991943359,0,163.898880004883,0.111020408570766,0,106.336479187012,165.043746948242,208.679565429688,0.494693875312805,0,0.289795905351639,120.303672790527,1
307,20,"Annual","100","PGM",2888.916407,144.44582035,65578.3984375,2184.24096679688,49.8851890563965,1,94.3661804199219,0.0620408169925213,0,70,155.805023193359,193.484817504883,0.635102033615112,0,0.117551021277905,1.74448978900909,0
308,32.4,"Other","69","STM",-7044.317415,-217.417204166667,7632.3876953125,1973.83911132812,303.697570800781,0,134.870880126953,0.102857142686844,0,126.966842651367,166.07502746582,210.50227355957,0.520816326141357,0,0.0326530598104,151.216323852539,1
309,106.4,"Annual","100","PGM",1550.716407,14.5744023214286,67143.578125,580.061584472656,282.550628662109,0,0,0,0,30.017650604248,155.96467590332,192.986663818359,0.427755087614059,0,0.352653056383133,45.668571472168,0
310,8.8,"Perennial","125","STM",1239.682585,140.873021022727,32215.802734375,1733.2587890625,145.708084106445,0,0,0,0,135.827774047852,164.377639770508,202.032348632812,0.000816326530184597,0,0.000816326530184597,0.0212244894355536,0
311,4500,"Perennial","358","PGM",502297.7164,111.621714755556,35349.68359375,1162.73974609375,988.380432128906,0,24.9593296051025,0.136326536536217,0,144.695022583008,132.319442749023,196.002136230469,0.675102055072784,7.22222232818604,0.361632645130157,24.7240810394287,0
312,109.89,"Annual","100","PGM",7394.716407,67.2919865956866,65578.3984375,2184.24096679688,49.8851890563965,1,94.3661804199219,0.0620408169925213,0,70,155.805023193359,193.484817504883,0.635102033615112,0,0.117551021277905,1.74448978900909,0
313,4800,"Annual","358","PGM",844655.2329,175.9698401875,34369.25,2977.60302734375,61.9526252746582,0,1450.59838867188,0,0,210,132.342880249023,196.243789672852,1,0,0.0857142880558968,276.514282226562,1
314,2.5,"Other","100","PGM",1308.716407,523.4865628,67143.578125,580.061584472656,282.550628662109,0,0,0,0,30.017650604248,155.96467590332,192.986663818359,0.427755087614059,0,0.352653056383133,45.668571472168,0
315,25,"Annual","100","PGM",2597.716407,103.90865628,61492.56640625,856.102111816406,70.7253875732422,1,34.9309387207031,0.0399999991059303,0,57.3415870666504,155.212020874023,194.632308959961,0.593469381332397,0,0.0799999982118607,32.4122467041016,0
316,60,"Other","100","PGM",1679.64974,27.9941623333333,67143.578125,580.061584472656,282.550628662109,0,0,0,0,30.017650604248,155.96467590332,192.986663818359,0.427755087614059,0,0.352653056383133,45.668571472168,0
317,8,"Cattlebeef","125","STM",4456.682585,557.085323125,41763.296875,1448.01171875,376.823181152344,0,444.093933105469,0.131428569555283,0,158.316909790039,163.40022277832,198.2099609375,0.835918366909027,0,0.0081632649526,242.220413208008,1
318,1.2,"Mixed","125","STM",2258.932585,1882.44382083333,42297.4765625,1263.00061035156,975.797912597656,0,254.351516723633,0.142040818929672,1,143.877136230469,163.608108520508,197.5419921875,0.804081618785858,0,0.121632650494576,212.52571105957,1
319,6.4,"Other","81","STM",1074.682585,167.91915390625,26713.3125,517.126831054688,378.222991943359,0,163.898880004883,0.111020408570766,0,106.336479187012,165.043746948242,208.679565429688,0.494693875312805,0,0.289795905351639,120.303672790527,1
