"id","propertysize","dominant","catchment","region","profit","profit_ha","distmarket","distriver","distroad","DPFpx","edgedist","edgels","edgepx","elevation","meanprecips","meantemps","MFls","SFAgepx","SFls","TSDls","UPFpx"
87,50,"Mixed","547","PGM",5568.916407,111.37832814,109386.5859375,497.493713378906,230.623947143555,0,0,0.0889795944094658,0,110.760719299316,136.720993041992,198.297500610352,0.364897966384888,0,0.0897959172725677,93.0465316772461,0
88,200,"Cattlebeef","547","PGM",129303.6419,646.5182095,111543.3671875,2086.03125,335.593536376953,0,0,0,0,140,136.42903137207,199.256881713867,0.128163263201714,0,0.0228571426123381,4.08979606628418,0
89,60,"Mixed","547","PGM",897.7164065,14.9619401083333,111183.109375,704.00830078125,132.865631103516,0,0,0,0,110.063896179199,136.684036254883,199.202499389648,0,0,0,0,0
90,100,"Cattlebeef","357","STM",2160,21.6,94041.34375,999.323364257812,260.581146240234,0,0,0,0,99.3181762695312,164.786666870117,194.710525512695,0.0767346918582916,0,0.0946938768029213,9.4024486541748,0
91,100,"Mixed","357","STM",4967.984082,49.67984082,94760.3984375,565.367919921875,44.7002334594727,0,0,0,0,91.1519012451172,163.667266845703,191.518203735352,0.280000001192093,0,0.371428579092026,23.8481636047363,0
92,100,"Mixed","547","PGM",577.7164065,5.777164065,114309.03125,979.070739746094,183.587280273438,0,0,0,0,109.998260498047,137.200225830078,199.893478393555,0.0171428564935923,0,0.0146938776597381,5.28326511383057,0
93,100,"Soy","357","STM",-703.2358277,-7.032358277,92373.1875,645.312255859375,118.920043945312,0,80.0471115112305,0.0277551021426916,0,102.56029510498,164.396270751953,193.202529907227,0.440816313028336,7.11111116409302,0.34775510430336,34.6669387817383,0
94,50,"Other","547","PGM",1297.716407,25.95432814,114056.203125,757.0478515625,26.5793571472168,0,0,0,0,111.116508483887,137.180755615234,199.425491333008,0.00326530612073839,0,0.00979591812938452,0.0563265308737755,0
95,4.8,"Cattlebeef","69","STM",2199.682585,458.267205208333,10976.431640625,279.288970947266,420.697296142578,0,0,0.0677551031112671,0,127.198387145996,165.83740234375,194.653549194336,0.244081631302834,0,0.0775510221719742,48.4881629943848,0
96,100,"Cattlebeef","357","STM",20079.68259,200.7968259,92342.828125,673.504699707031,730.031066894531,0,133.499572753906,0.0081632649526,0,110.434593200684,164.199432373047,192.514663696289,0.485714286565781,0,0.326530605554581,71.7191848754883,1
97,500,"Soy","547","PGM",12278.75374,24.55750748,111790.75,3237.03051757812,21.782543182373,0,58.564567565918,0.204897955060005,0,172.997116088867,137.378402709961,198.050354003906,0.844897985458374,0,0.0277551021426916,248.089797973633,0.888888895511627
98,60,"Mixed","547","PGM",40475,674.583333333333,110039.3828125,917.596252441406,146.704299926758,0,0,0,0,147.75944519043,136.387268066406,198.730667114258,0.164081633090973,0,0.0718367323279381,14.6571426391602,0
100,100,"Cattlemilk","357","STM",3800.530612,38.00530612,95051.0546875,1202.6435546875,1119.98181152344,1,279.512817382812,0.208163261413574,0.666666686534882,124.699485778809,164.113647460938,192.742599487305,0.962448954582214,0,0.0212244894355536,75.1436767578125,0
101,570,"Cattlebeef","202","PGM",275472.9263,483.285835614035,5520.3173828125,1632.44982910156,842.268859863281,0,271.155212402344,0.164081633090973,0.777777791023254,149.716125488281,148.549255371094,204.208251953125,0.866938769817352,0,0.174693882465363,166.797546386719,1
102,100,"Animalother","357","STM",4362.693878,43.62693878,96261.6875,1123.11706542969,878.731506347656,0.111111111938953,0,0.0653061196208,0,144.780883789062,164.245254516602,193.261032104492,0.404897958040237,2.55555558204651,0.251428574323654,21.8065299987793,0
103,100,"Annual","357","STM",2469.682585,24.69682585,95051.0546875,1202.6435546875,1119.98181152344,1,279.512817382812,0.208163261413574,0.666666686534882,124.699485778809,164.113647460938,192.742599487305,0.962448954582214,0,0.0212244894355536,75.1436767578125,0
104,100,"Animalother","357","STM",4959.28576,49.5928576,93558.8125,332.768341064453,1356.77709960938,0,94.3967971801758,0.0481632649898529,0,91.644172668457,163.759613037109,191.433883666992,0.662857115268707,12,0.662040829658508,21.871021270752,0
105,190,"Soy","547","PGM",2370,12.4736842105263,118051.765625,844.7978515625,246.957595825195,0,0,0,0,109.999458312988,137.269958496094,198.930953979492,0.000816326530184597,0,0,0.00163265306036919,0
106,100,"Perennial","357","STM",3463.602585,34.63602585,98225.3828125,1261.24658203125,92.5294799804688,0,0,0,0,138.081985473633,164.503433227539,194.033218383789,0.0563265308737755,0,0.0799999982118607,6.35102033615112,0
107,25,"Cattlebeef","69","STM",719.6825855,28.78730342,8436.3857421875,1899.54040527344,478.432495117188,0,135.72932434082,0,0,120.05046081543,165.981903076172,206.681640625,0.280000001192093,8.33333301544189,0.211428567767143,38.7216339111328,0.444444447755814
108,8,"Mixed","260","STM",2782.682585,347.835323125,62162.5625,1727.15234375,486.674682617188,0,0,0.0840816348791122,0,100.776992797852,165.248748779297,196.029968261719,0.46367347240448,2.11111116409302,0.0391836725175381,138.208160400391,0.555555582046509
109,64,"Mixed","260","STM",2678.982585,41.859102890625,66823.53125,618.876159667969,314.065093994141,0,0,0,0,70.088508605957,164.826538085938,191.762405395508,0.268571436405182,0,0.0587755106389523,65.195915222168,0
110,21,"Cattlemilk","260","STM",2959.682585,140.937265952381,63805.19140625,497.182678222656,406.20361328125,0,136.582794189453,0.128979593515396,0,81.9916305541992,165.091003417969,194.533432006836,0.583673477172852,0,0.00734693882986903,173.146118164062,1
111,50,"Perennial","202","PGM",17536.1,350.722,7371.32275390625,637.367492675781,246.335266113281,0,0,0,0,119.650718688965,142.154663085938,206.452774047852,0,0,0,0,0
112,108,"Soy","260","STM",22097.52472,204.60671037037,65086.7421875,705.838562011719,1652.72485351562,0,85.1316528320312,0.189387753605843,0,77.5424270629883,164.889282226562,193.302780151367,0.823673486709595,5.77777767181396,0.209795922040939,190.36897277832,0.555555582046509
113,6,"Animalother","69","STM",2013.432585,335.5720975,8290.767578125,776.373962402344,767.417175292969,0,0,0,0,102.184707641602,165.917236328125,213.426803588867,0.0840816348791122,0,0.117551021277905,12.3199996948242,0
114,5,"Cattlebeef","260","STM",1057.000046,211.4000092,68070.8984375,250.258590698242,119.24609375,0,0,0,0,78.7412567138672,164.649703979492,190.469055175781,0.0318367332220078,0,0.0277551021426916,8.57959175109863,0
115,25,"Perennial","202","PGM",-705517.5217,-28220.700868,8506.2001953125,1074.74475097656,1149.46887207031,0,0,0,0,116.014450073242,139.032012939453,206.907287597656,0.061224490404129,0,0.164897963404655,8.72000026702881,0
116,25,"Mixed","202","PGM",9171.140216,366.84560864,5316.4130859375,509.088592529297,148.719085693359,0,0,0.00571428565308452,0,111.645118713379,139.898620605469,206.48356628418,0.0620408169925213,0,0.0530612245202065,1.82857143878937,0
117,290.1,"Annual","202","PGM",534383.7864,1842.06751602896,6461.34033203125,1202.41687011719,491.279418945312,0.333333343267441,261.700012207031,0.168979585170746,1,131.420913696289,137.768127441406,206.53581237793,0.725714266300201,7.44444465637207,0.313469380140305,9.48653030395508,0
118,23.75,"Annual","202","PGM",2501.716407,105.335427663158,7215.40380859375,315.615783691406,233.955108642578,0,0,0,0,110.739669799805,137.751281738281,206.594635009766,0.0465306118130684,0,0.0604081638157368,9.60653018951416,0
119,25,"Annual","202","PGM",13536.71641,541.4686564,7371.32275390625,637.367492675781,246.335266113281,0,0,0,0,119.650718688965,142.154663085938,206.452774047852,0,0,0,0,0
120,0,"Cattlebeef","236","STM",1727.682585,Inf,53785.48828125,1545.17639160156,195.164916992188,0,0,0,0,119.716247558594,164.243423461914,194.216247558594,0.0171428564935923,0,0.000816326530184597,0.308571428060532,0
121,48,"Mixed","236","STM",1709.682585,35.6183871875,53785.48828125,1545.17639160156,195.164916992188,0,0,0,0,119.716247558594,164.243423461914,194.216247558594,0.0171428564935923,0,0.000816326530184597,0.308571428060532,0
122,24,"Cattlebeef","236","STM",648.6031746,27.025132275,57757.80078125,606.221740722656,677.556457519531,0,198.404907226562,0.146122455596924,0.333333343267441,67.757194519043,163.876342773438,193.049179077148,0.653061211109161,0,0.0465306118130684,184.101226806641,1
127,72,"Annual","236","STM",7807.703429,108.440325402778,53785.48828125,1545.17639160156,195.164916992188,0,0,0,0,119.716247558594,164.243423461914,194.216247558594,0.0171428564935923,0,0.000816326530184597,0.308571428060532,0
130,1.37,"Other","69","STM",519.206395,378.982770072993,11974.310546875,1320.32971191406,834.189880371094,0,0,0.0718367323279381,0,132.985961914062,165.705490112305,194.81623840332,0.454693883657455,0,0.175510197877884,96.5828552246094,0
131,105,"Cattlebeef","202","PGM",1122997.716,10695.2163428571,5316.4130859375,509.088592529297,148.719085693359,0,0,0.00571428565308452,0,111.645118713379,139.898620605469,206.48356628418,0.0620408169925213,0,0.0530612245202065,1.82857143878937,0
132,25,"Animalother","202","PGM",9803.304978,392.13219912,9466.755859375,2056.9921875,1064.03784179688,0,0,0,0,145.874450683594,137.086181640625,205.276443481445,0.0163265299052,0,0.00897959154099226,2.43755102157593,0
133,800,"Annual","202","PGM",1351353.716,1689.192145,6461.34033203125,1202.41687011719,491.279418945312,0.333333343267441,261.700012207031,0.168979585170746,1,131.420913696289,137.768127441406,206.53581237793,0.725714266300201,7.44444465637207,0.313469380140305,9.48653030395508,0
134,100,"Cattlebeef","236","STM",15199.68259,151.9968259,57757.80078125,606.221740722656,677.556457519531,0,198.404907226562,0.146122455596924,0.333333343267441,67.757194519043,163.876342773438,193.049179077148,0.653061211109161,0,0.0465306118130684,184.101226806641,1
135,16,"Annual","236","STM",1435.432585,89.7145365625,59332.671875,2224.1162109375,141.525146484375,0,191.939498901367,0.153469383716583,0.333333343267441,114.568740844727,164.032516479492,193.318557739258,0.883265316486359,0,0.00163265306036919,265.085723876953,1
136,15.92,"Mixed","202","PGM",20237.71641,1271.21334233668,7548.57373046875,358.736755371094,631.3359375,0,0,0,0,90,138.500381469727,206.91032409668,0.0873469412326813,0,0.0497959181666374,16.380407333374,0.333333343267441
137,100,"Cattlemilk","236","STM",6979.815239,69.79815239,56378.23828125,1415.85424804688,1754.51501464844,0,327.813995361328,0.119999997317791,0.222222223877907,82.6836776733398,163.770660400391,193.247467041016,0.988571405410767,0,0.0187755096703768,290.476745605469,1
138,50,"Annual","236","STM",8307,166.14,54792.140625,887.352844238281,904.367370605469,0,213.703475952148,0.200816333293915,0.666666686534882,75.9527816772461,164.3076171875,193.865127563477,0.570612251758575,0,0.0457142852246761,155.014694213867,1
139,28,"Annual","236","STM",5926.445919,211.658782821429,54958.390625,2335.69067382812,741.841918945312,0,399.660705566406,0.125714287161827,0,115.701629638672,163.968292236328,193.619064331055,0.834285736083984,0,0.011428571306169,212.321640014648,1
140,110,"Mixed","547","PGM",71844.10476,653.128225090909,111790.75,3237.03051757812,21.782543182373,0,58.564567565918,0.204897955060005,0,172.997116088867,137.378402709961,198.050354003906,0.844897985458374,0,0.0277551021426916,248.089797973633,0.888888895511627
141,4,"Annual","69","STM",2086.682585,521.67064625,8290.767578125,776.373962402344,767.417175292969,0,0,0,0,102.184707641602,165.917236328125,213.426803588867,0.0840816348791122,0,0.117551021277905,12.3199996948242,0
142,97,"Other","236","STM",4437.682585,45.749305,56378.23828125,1415.85424804688,1754.51501464844,0,327.813995361328,0.119999997317791,0.222222223877907,82.6836776733398,163.770660400391,193.247467041016,0.988571405410767,0,0.0187755096703768,290.476745605469,1
143,73,"Mixed","202","PGM",-6429.069388,-88.0694436712329,7371.32275390625,637.367492675781,246.335266113281,0,0,0,0,119.650718688965,142.154663085938,206.452774047852,0,0,0,0,0
144,400,"Mixed","236","STM",51277.11543,128.192788575,56378.23828125,1415.85424804688,1754.51501464844,0,327.813995361328,0.119999997317791,0.222222223877907,82.6836776733398,163.770660400391,193.247467041016,0.988571405410767,0,0.0187755096703768,290.476745605469,1
145,357,"Perennial","160","STM",-8060.317415,-22.577919929972,39736.5859375,737.917602539062,1929.47912597656,0,124.853713989258,0.154285714030266,0,120.532402038574,167.574951171875,196.984741210938,0.6816326379776,10,0.31510204076767,121.377960205078,0.333333343267441
146,1090,"Cattlebeef","202","PGM",151208.4127,138.72331440367,6461.34033203125,1202.41687011719,491.279418945312,0.333333343267441,261.700012207031,0.168979585170746,1,131.420913696289,137.768127441406,206.53581237793,0.725714266300201,7.44444465637207,0.313469380140305,9.48653030395508,0
147,10,"Annual","160","STM",38019.68259,3801.968259,40330.10546875,301.169464111328,674.09423828125,0,0,0,0,102.273559570312,167.198867797852,197.542129516602,0.019591836258769,0,0.019591836258769,0.761632680892944,0
148,635,"Annual","202","PGM",55182.71641,86.9019156062992,7371.32275390625,637.367492675781,246.335266113281,0,0,0,0,119.650718688965,142.154663085938,206.452774047852,0,0,0,0,0
150,100,"Animalother","160","STM",13543.68259,135.4368259,42197.20703125,54.542293548584,280.924224853516,0,110.888771057129,0.0881632640957832,0,136.505020141602,167.432571411133,195.937103271484,0.533877551555634,0,0.0587755106389523,148.380401611328,1
151,12.5,"Mixed","202","PGM",-4823.807403,-385.90459224,6974.40625,281.704254150391,1577.19213867188,0,0,0,0,83.8640289306641,139.981689453125,206.655288696289,0.0367346927523613,0,0.00571428565308452,9.69959163665771,0
152,2000,"Mixed","160","STM",1593591.683,796.7958415,39736.5859375,737.917602539062,1929.47912597656,0,124.853713989258,0.154285714030266,0,120.532402038574,167.574951171875,196.984741210938,0.6816326379776,10,0.31510204076767,121.377960205078,0.333333343267441
154,2,"Annual","165","STM",761.4682998,380.7341499,53509.35546875,1201.86743164062,1984.84680175781,0,460.422180175781,0.145306125283241,0,156.203598022461,168.603164672852,186.583892822266,0.990204095840454,0,0.0277551021426916,286.175506591797,1
155,3.6,"Annual","165","STM",859.2857601,238.690488916667,55428.16796875,402.298645019531,1212.80627441406,0.666666686534882,394.2490234375,0.208979591727257,0,57.6821517944336,168.233169555664,186.293548583984,0.991836726665497,0,0.0440816320478916,249.820404052734,0.333333343267441
156,1,"Annual","165","STM",1059.634966,1059.634966,53946.8671875,1261.51696777344,1093.35571289062,0,19.1215972900391,0.155918374657631,0,86.6850204467773,168.536682128906,186.302749633789,0.786938786506653,1.22222220897675,0.164897963404655,216.791015625,0.444444447755814
157,8,"Cattlebeef","165","STM",749.2857601,93.6607200125,52932.39453125,1785.12329101562,2043.06994628906,0,829.075317382812,0.000816326530184597,0,126.15518951416,168.728134155273,186.485336303711,1,0,0.0440816320478916,287.000823974609,1
158,4.5,"Annual","165","STM",3402.87576,756.194613333333,52932.39453125,1785.12329101562,2043.06994628906,0,829.075317382812,0.000816326530184597,0,126.15518951416,168.728134155273,186.485336303711,1,0,0.0440816320478916,287.000823974609,1
159,5,"Annual","165","STM",1256.44449,251.288898,54900.87109375,201.339111328125,1963.40490722656,0,740.721801757812,0.035918366163969,0,65.5366516113281,168.327621459961,186.531341552734,0.999183654785156,0,0.000816326530184597,299.085723876953,1
160,3,"Annual","165","STM",1194.682585,398.227528333333,54182.93359375,966.105102539062,551.143005371094,0,317.815093994141,0.274285703897476,0.222222223877907,52.6893882751465,168.51789855957,186.021865844727,0.933061242103577,0,0.0955102071166039,267.217956542969,1
161,1.2,"Animalother","69","STM",2219.682585,1849.7354875,13281.5126953125,743.948791503906,232.544036865234,0,0,0,0,124.166465759277,165.718154907227,195.604797363281,0.0946938768029213,0,0.173061221837997,14.7951021194458,0
162,8,"Annual","165","STM",13590.72333,1698.84041625,55423.83984375,251.858062744141,2862.34155273438,0,58.0225028991699,0.203265309333801,0,75.2655868530273,168.221527099609,186.639770507812,0.960816323757172,0.555555582046509,0.0742857158184052,279.645721435547,0.888888895511627
163,475,"Perennial","112","STM",711313.0338,1497.50112378947,39296.16015625,2046.60656738281,102.005180358887,0,0,0,0,147.322280883789,162.885055541992,200.345321655273,0.0081632649526,0,0.0130612244829535,1.07428574562073,0
164,25,"Annual","152","PGM",5800,232,62410.87109375,1058.39721679688,203.343078613281,0,84.4332275390625,0,0,84.8582229614258,150.039703369141,195.331726074219,0.467755109071732,21.5555553436279,0.498775511980057,69.5877532958984,0
165,1014,"Annual","307","STM",21279.68259,20.9858802662722,80420.78125,818.167663574219,334.538909912109,0,1391.1630859375,0,0,113.644371032715,162.82356262207,191.044570922852,1,0,0.00653061224147677,298.210601806641,1
168,50,"Mixed","152","PGM",8165.231429,163.30462858,65975.234375,1390.66418457031,508.576690673828,0,198.426513671875,0.0244897957891226,0.444444447755814,80,150.857345581055,195.720138549805,0.499591827392578,18.6666660308838,0.430204093456268,82.537956237793,0.111111111938953
169,25,"Mixed","152","PGM",1907.716407,76.30865628,60912.8359375,1078.48413085938,109.808837890625,0,0,0,0,95.9207611083984,150.475341796875,194.935699462891,0.383673459291458,0,0.142040818929672,85.7665328979492,0
170,25,"Annual","152","PGM",1667.716407,66.70865628,63802.7109375,1761.76501464844,576.280151367188,0,0,0,0,80,150.724624633789,195.364059448242,0.0473469384014606,0,0.0489795915782452,7.43346929550171,0
171,0,"Annual","152","PGM",0,NA,71927.5703125,1070.64990234375,45.9701957702637,0,0,0,0,66.0562210083008,151.01057434082,193.616653442383,0.284897953271866,0,0.183673471212387,36.6546936035156,0
172,4.5,"Mixed","69","STM",1559.682585,346.59613,8290.767578125,776.373962402344,767.417175292969,0,0,0,0,102.184707641602,165.917236328125,213.426803588867,0.0840816348791122,0,0.117551021277905,12.3199996948242,0
173,25,"Cattlebeef","112","STM",46129.68259,1845.1873036,38586.0078125,2078.81982421875,229.814575195312,0,0,0,0,151.532440185547,163.028778076172,200.293060302734,0.137959182262421,0,0.0799999982118607,27.9281635284424,0
174,25,"Animalother","69","STM",1119.682585,44.7873034,8290.767578125,776.373962402344,767.417175292969,0,0,0,0,102.184707641602,165.917236328125,213.426803588867,0.0840816348791122,0,0.117551021277905,12.3199996948242,0
175,25,"Annual","112","STM",62504.68259,2500.1873036,38540.49609375,965.969482421875,64.9287109375,0,467.882629394531,0.236734688282013,0,126.089515686035,163.29460144043,194.759719848633,0.884897947311401,0,0.00244897953234613,264.559173583984,1
176,12.5,"Mixed","112","STM",3240.771157,259.26169256,41593.4765625,3228.8408203125,952.857849121094,0,6.7049674987793,0.0253061223775148,0,162.163909912109,162.414855957031,200.484954833984,0.369795918464661,3.22222232818604,0.190204083919525,86.8448944091797,0.222222223877907
177,3.6,"Mixed","69","STM",1779.682585,494.356273611111,9248.7802734375,1177.30212402344,363.377105712891,0,0,0,0,114.88459777832,165.861145019531,203.978271484375,0.0514285713434219,0,0.0514285713434219,8.44571399688721,0
178,4.4,"Animalother","112","STM",2379.28576,540.746763636364,38586.0078125,2078.81982421875,229.814575195312,0,0,0,0,151.532440185547,163.028778076172,200.293060302734,0.137959182262421,0,0.0799999982118607,27.9281635284424,0
179,25,"Annual","152","PGM",3905,156.2,65975.234375,1390.66418457031,508.576690673828,0,198.426513671875,0.0244897957891226,0.444444447755814,80,150.857345581055,195.720138549805,0.499591827392578,18.6666660308838,0.430204093456268,82.537956237793,0.111111111938953
180,1.4,"Perennial","69","STM",1099.682585,785.487560714286,9248.7802734375,1177.30212402344,363.377105712891,0,0,0,0,114.88459777832,165.861145019531,203.978271484375,0.0514285713434219,0,0.0514285713434219,8.44571399688721,0
181,27.5,"Perennial","112","STM",4684.682585,170.352094,37465.59375,1284.95007324219,334.428894042969,0,0,0.00244897953234613,0,137.564498901367,163.264892578125,199.205596923828,0.133061230182648,0,0.0416326522827148,29.6522445678711,0
