REGION,Date,Basin,Transect,transect code,Land use,Forest degradation class,Point,Sampling Period,Time,Observer,Family,Genus,Species,Binomial,Auditory,Visual,BIRD team if different from Erika,Forest,AERIAL,Nocturnal,Waterbird
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Columbidae,Leptotila,verreauxi,Leptotilaverreauxi,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Psittacidae,Amazona,amazonica,Amazonaamazonica,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Thamnophilidae,Myrmotherula,axillaris,Myrmotherulaaxillaris,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Thamnophilidae,Myrmotherula,menetriesii,Myrmotherulamenetriesii,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Thraupidae,Saltator,maximus,Saltatormaximus,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,1,6:37,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Cardinalidae,Caryothraustes,canadensis,Caryothraustescanadensis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Columbidae,Geotrygon,montana,Geotrygonmontana,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Conopophagidae,Conopophaga,roberti,Conopophagaroberti,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Falconidae,Ibycter,americanus,Ibycteramericanus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Thraupidae,Saltator,maximus,Saltatormaximus,n/r,n/r,,0,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Thraupidae,Tangara,gyrola,Tangaragyrola,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Thraupidae,Tangara,mexicana,Tangaramexicana,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Thraupidae,Tangara,palmarum,Tangarapalmarum,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Trogonidae,Trogon,rufus,Trogonrufus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Trogonidae,Trogon,viridis,Trogonviridis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Tyrannidae,Ornithion,inerme,Ornithioninerme,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,0,2,7:27,1,Vireonidae,Hylophilus,semicinereus,Hylophilussemicinereus,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Psittacidae,Amazona,amazonica,Amazonaamazonica,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Ramphastidae,Pteroglossus,aracari,Pteroglossusaracari,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Thamnophilidae,Myrmotherula,menetriesii,Myrmotherulamenetriesii,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Thraupidae,Tangara,punctata,Tangarapunctata,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,1,6:18,2,Vireonidae,Hylophilus,semicinereus,Hylophilussemicinereus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Cuculidae,Piaya,cayana,Piayacayana,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Falconidae,Ibycter,americanus,Ibycteramericanus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Trochilidae,Anthracothorax,nigricollis,Anthracothoraxnigricollis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Tyrannidae,Myiopagis,gaimardii,Myiopagisgaimardii,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,150,2,7:44,1,Vireonidae,Cyclarhis,gujanensis,Cyclarhisgujanensis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Cardinalidae,Cyanoloxia,cyanoides,Cyanoloxiacyanoides,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Conopophagidae,Conopophaga,roberti,Conopophagaroberti,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Hirundinidae,Progne,chalybea,Prognechalybea,n/r,n/r,,1,1,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Thamnophilidae,Cercomacra,laeta,Cercomacralaeta,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Thamnophilidae,Pyriglena,leuconota,Pyriglenaleuconota,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,1,5:58,2,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Apodidae,Chaetura,spinicaudus,Chaeturaspinicaudus,n/r,n/r,,1,1,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Cathartidae,Cathartes,melambrotus,Cathartesmelambrotus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Thamnophilidae,Myrmotherula,axillaris,Myrmotherulaaxillaris,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Thraupidae,Tangara,gyrola,Tangaragyrola,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,1,44_1,Primary forest,Logged and Burnt,300,2,8:07,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Hirundinidae,Progne,chalybea,Prognechalybea,n/r,n/r,,1,1,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Tyrannoidea,Tolmomyias,flaviventris,Tolmomyiasflaviventris,n/r,n/r,,0,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Thamnophilidae,Formicivora,grisea,Formicivoragrisea,n/r,n/r,,0,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Thraupidae,Saltator,maximus,Saltatormaximus,n/r,n/r,,0,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Thraupidae,Tachyphonus,rufus,Tachyphonusrufus,n/r,n/r,,0,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Thraupidae,Tangara,episcopus,Tangaraepiscopus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Trochilidae,Anthracothorax,nigricollis,Anthracothoraxnigricollis,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Tyrannidae,Camptostoma,obsoletum,Camptostomaobsoletum,n/r,n/r,,0,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Tyrannidae,Myiarchus,tuberculifer,Myiarchustuberculifer,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,1,6:41,1,Tyrannidae,Pitangus,sulphuratus,Pitangussulphuratus,n/r,n/r,,0,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Cardinalidae,Caryothraustes,canadensis,Caryothraustescanadensis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Polioptilidae,Polioptila,plumbea,Polioptilaplumbea,n/r,n/r,,0,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Thamnophilidae,Formicivora,grisea,Formicivoragrisea,n/r,n/r,,0,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Thamnophilidae,Myrmotherula,menetriesii,Myrmotherulamenetriesii,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Thamnophilidae,Thamnomanes,caesius,Thamnomanescaesius,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Thraupidae,Saltator,maximus,Saltatormaximus,n/r,n/r,,0,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Thraupidae,Tachyphonus,rufus,Tachyphonusrufus,n/r,n/r,,0,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Thraupidae,Tangara,episcopus,Tangaraepiscopus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,0,2,7:25,2,Tyrannidae,Myiarchus,tuberculifer,Myiarchustuberculifer,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Dendrocolaptidae,Glyphorynchus,spirurus,Glyphorynchusspirurus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Furnariidae,Xenops,minutus,Xenopsminutus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Icteridae,Psarocolius,viridis,Psarocoliusviridis,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Psittacidae,Pionus,menstruus,Pionusmenstruus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Thamnophilidae,Cercomacra,laeta,Cercomacralaeta,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Thamnophilidae,Pyriglena,leuconota,Pyriglenaleuconota,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Thamnophilidae,Willisornis,poecilinotus,Willisornispoecilinotus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,1,6:20,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,2,7:44,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,2,7:44,2,Ramphastidae,Pteroglossus,aracari,Pteroglossusaracari,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,2,7:44,2,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,2,7:44,2,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,2,7:44,2,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,2,7:44,2,Thraupidae,Tangara,palmarum,Tangarapalmarum,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,150,2,7:44,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Columbidae,Leptotila,rufaxilla,Leptotilarufaxilla,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Conopophagidae,Conopophaga,roberti,Conopophagaroberti,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thamnophilidae,Myrmotherula,hauxwelli,Myrmotherulahauxwelli,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thamnophilidae,Myrmotherula,longipennis,Myrmotherulalongipennis,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thamnophilidae,Pyriglena,leuconota,Pyriglenaleuconota,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thamnophilidae,Thamnomanes,caesius,Thamnomanescaesius,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Thraupidae,Saltator,maximus,Saltatormaximus,n/r,n/r,,0,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Tinamidae,Crypturellus,strigulosus,Crypturellusstrigulosus,n/r,n/r,,1,0,0,0
PGM,27/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,1,5:54,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,2,8:05,2,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,2,8:05,2,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,2,8:05,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,2,8:05,2,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,29/08/2010,44,2,44_2,Primary forest,Logged and Burnt,300,2,8:05,2,Tyrannidae,Tyrannus,melancholicus,Tyrannusmelancholicus,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Apodidae,Chaetura,spinicaudus,Chaeturaspinicaudus,n/r,n/r,,1,1,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Columbidae,Leptotila,verreauxi,Leptotilaverreauxi,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Emberezidae,Volatinia,jacarina,Volatiniajacarina,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Furnariidae,Synallaxis,albescens,Synallaxisalbescens,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Polioptilidae,Polioptila,plumbea,Polioptilaplumbea,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Psittacidae,Pionus,fuscus,Pionusfuscus,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Tyrannoidea,Poecilotriccus,fumifrons,Poecilotriccusfumifrons,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Tyrannoidea,Poecilotriccus,sylvia,Poecilotriccussylvia,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Thamnophilidae,Formicivora,grisea,Formicivoragrisea,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Thraupidae,Tangara,episcopus,Tangaraepiscopus,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Tyrannidae,Elaenia,flavogaster,Elaeniaflavogaster,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Tyrannidae,Myiophobus,fasciatus,Myiophobusfasciatus,n/r,n/r,,0,0,0,0
PGM,28/08/2010,44,3,44_3,Pasture,Pasture,0,2,7:20,2,Tyrannidae,Tyrannus,melancholicus,Tyrannusmelancholicus,n/r,n/r,,0,0,0,0
PGM,29/08/2010,44,3,44_3,Pasture,Pasture,0,3,9:35,1,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
