REGION,Date,Basin,Transect,transect code,Land use,Forest degradation class,Point,Sampling Period,Time,Observer,Family,Genus,Species,Binomial,Auditory,Visual,BIRD team if different from Erika,Forest,AERIAL,Nocturnal,Waterbird
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,0,3,7:49,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,0,3,7:49,1,Tyrannidae,Myiozetetes,cayanensis,Myiozetetescayanensis,n/r,n/r,,0,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,0,3,7:49,1,Tyrannidae,Ornithion,inerme,Ornithioninerme,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,2,7:59,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,2,7:59,2,Cuculidae,Piaya,cayana,Piayacayana,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,2,7:59,2,Psittacidae,Pionus,fuscus,Pionusfuscus,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,2,7:59,2,Ramphastidae,Pteroglossus,aracari,Pteroglossusaracari,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,2,7:59,2,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Dendrocolaptidae,Glyphorynchus,spirurus,Glyphorynchusspirurus,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thamnophilidae,Cercomacra,laeta,Cercomacralaeta,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thamnophilidae,Myrmotherula,hauxwelli,Myrmotherulahauxwelli,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thamnophilidae,Pyriglena,leuconota,Pyriglenaleuconota,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thamnophilidae,Thamnomanes,caesius,Thamnomanescaesius,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Thraupidae,Tangara,episcopus,Tangaraepiscopus,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,150,3,8:11,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,2,8:00,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,2,8:00,2,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,2,8:00,2,Tyrannoidea,Tolmomyias,flaviventris,Tolmomyiasflaviventris,n/r,n/r,,0,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,2,8:00,2,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,2,8:00,2,Thraupidae,Tangara,episcopus,Tangaraepiscopus,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,2,8:00,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,3/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,2,8:00,2,Vireonidae,Hylophilus,semicinereus,Hylophilussemicinereus,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Cathartidae,Cathartes,melambrotus,Cathartesmelambrotus,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Hirundinidae,Progne,chalybea,Prognechalybea,n/r,n/r,,1,1,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Pipridae,Dixiphia,pipra,Dixiphiapipra,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Psittacidae,Pionus,menstruus,Pionusmenstruus,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Thraupidae,Tangara,palmarum,Tangarapalmarum,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Tyrannidae,Myiozetetes,cayanensis,Myiozetetescayanensis,n/r,n/r,,0,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Tyrannidae,Ornithion,inerme,Ornithioninerme,n/r,n/r,,1,0,0,0
PGM,2/09/2010,142,12,142_12,Primary forest,Logged and Burnt,300,3,8:30,1,Tyrannidae,Rhytipterna,simplex,Rhytipternasimplex,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Pipridae,Manacus,manacus,Manacusmanacus,n/r,n/r,,0,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Tyrannoidea,Tolmomyias,flaviventris,Tolmomyiasflaviventris,n/r,n/r,,0,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Thraupidae,Ramphocelus,carbo,Ramphoceluscarbo,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Thraupidae,Tangara,episcopus,Tangaraepiscopus,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Tyrannidae,Camptostoma,obsoletum,Camptostomaobsoletum,n/r,n/r,,0,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Tyrannidae,Elaenia,flavogaster,Elaeniaflavogaster,n/r,n/r,,0,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Tyrannidae,Legatus,leucophaius,Legatusleucophaius,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Tyrannidae,Megarynchus,pitangua,Megarynchuspitangua,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,2,7:57,2,Tyrannidae,Tyrannus,melancholicus,Tyrannusmelancholicus,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Columbidae,Columbina,talpacoti,Columbinatalpacoti,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Columbidae,Leptotila,verreauxi,Leptotilaverreauxi,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Hirundinidae,Stelgidopteryx,ruficollis,Stelgidopteryxruficollis,n/r,n/r,,0,1,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Rallidae,Laterallus,melanophaius,Laterallusmelanophaius,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Thamnophilidae,Formicivora,grisea,Formicivoragrisea,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Tyrannidae,Elaenia,flavogaster,Elaeniaflavogaster,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Tyrannidae,Myiozetetes,cayanensis,Myiozetetescayanensis,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,0,3,8:45,1,Tyrannidae,Tyrannus,melancholicus,Tyrannusmelancholicus,n/r,n/r,,0,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,2,7:36,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,2,7:36,2,Psittacidae,Pionus,menstruus,Pionusmenstruus,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,2,7:36,2,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,2,7:36,2,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,3,9:07,1,Ramphastidae,Pteroglossus,aracari,Pteroglossusaracari,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,3,9:07,1,Thamnophilidae,Pyriglena,leuconota,Pyriglenaleuconota,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,3,9:07,1,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,3,9:07,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,3,9:07,1,Tyrannidae,Myiopagis,gaimardii,Myiopagisgaimardii,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,3,9:07,1,Tyrannidae,Myiozetetes,cayanensis,Myiozetetescayanensis,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,150,3,9:07,1,Tyrannidae,Tyrannus,melancholicus,Tyrannusmelancholicus,n/r,n/r,,0,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,2,7:15,2,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,2,7:15,2,Pipridae,Manacus,manacus,Manacusmanacus,n/r,n/r,,0,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,2,7:15,2,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,2,7:15,2,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,5/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,2,7:15,2,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,3,9:22,1,Cathartidae,Coragyps,atratus,Coragypsatratus,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,3,9:22,1,Icteridae,Cacicus,cela,Cacicuscela,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,3,9:22,1,Pipridae,Manacus,manacus,Manacusmanacus,n/r,n/r,,0,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,3,9:22,1,Ramphastidae,Pteroglossus,aracari,Pteroglossusaracari,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,3,9:22,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,4/09/2010,142,13,142_13,Secondary forest,Secondary forest,300,3,9:22,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Bucconidae,Monasa,morphoeus,Monasamorphoeus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Cardinalidae,Caryothraustes,canadensis,Caryothraustescanadensis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Furnariidae,Philydor,ruficaudatum,Philydorruficaudatum,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Picidae,Piculus,flavigula,Piculusflavigula,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Picidae,Veniliornis,affinis,Veniliornisaffinis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Psittacidae,Amazona,amazonica,Amazonaamazonica,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Psittacidae,Pionus,fuscus,Pionusfuscus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Psittacidae,Pionus,menstruus,Pionusmenstruus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Ramphastidae,Ramphastos,vitellinus,Ramphastosvitellinus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Tyrannoidea,Mionectes,macconnelli,Mionectesmacconnelli,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Thamnophilidae,Cercomacra,laeta,Cercomacralaeta,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Thraupidae,Saltator,grossus,Saltatorgrossus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Tityridae,Tityra,cayana,Tityracayana,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,0,1,6:36,1,Turdidae,Turdus,leucomelas,Turdusleucomelas,n/r,n/r,,0,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Columbidae,Patagioenas,plumbea,Patagioenasplumbea,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Cuculidae,Piaya,cayana,Piayacayana,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Tyrannoidea,Lophotriccus,galeatus,Lophotriccusgaleatus,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Trogonidae,Trogon,melanurus,Trogonmelanurus,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,0,2,7:45,1,Trogonidae,Trogon,viridis,Trogonviridis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Bucconidae,Nystalus,striolatus,Nystalusstriolatus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Cardinalidae,Caryothraustes,canadensis,Caryothraustescanadensis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Coerebidae,Coereba,flaveola,Coerebaflaveola,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Dendrocolaptidae,Glyphorynchus,spirurus,Glyphorynchusspirurus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Psittacidae,Amazona,amazonica,Amazonaamazonica,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Cercomacra,laeta,Cercomacralaeta,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Dysithamnus,mentalis,Dysithamnusmentalis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Herpsilochmus,rufimarginatus,Herpsilochmusrufimarginatus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Myrmotherula,longipennis,Myrmotherulalongipennis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Myrmotherula,menetriesii,Myrmotherulamenetriesii,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Thamnomanes,caesius,Thamnomanescaesius,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Trochilidae,Phaethornis,ruber,Phaethornisruber,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Trogonidae,Trogon,violaceus,Trogonviolaceus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Tyrannidae,Attila,spadiceus,Attilaspadiceus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Tyrannoidea,Piprites,chloris,Pipriteschloris,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,150,1,6:14,1,Vireonidae,Hylophilus,semicinereus,Hylophilussemicinereus,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Apodidae,Chaetura,chapmanii,Chaeturachapmanii,n/r,n/r,,1,1,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Cotingidae,Querula,purpurata,Querulapurpurata,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Psittacidae,Amazona,amazonica,Amazonaamazonica,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Psittacidae,Amazona,farinosa,Amazonafarinosa,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Psittacidae,Pionus,fuscus,Pionusfuscus,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Ramphastidae,Pteroglossus,inscriptus,Pteroglossusinscriptus,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Trogonidae,Trogon,viridis,Trogonviridis,n/r,n/r,,1,0,0,0
PGM,6/08/2010,147,1,147_1,Primary forest,Logged,150,2,8:10,1,Tyrannidae,Legatus,leucophaius,Legatusleucophaius,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Bucconidae,Monasa,morphoeus,Monasamorphoeus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Caprimulgidae,Lurocalis,semitorquatus,Lurocalissemitorquatus,n/r,n/r,,1,1,1,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Dendrocolaptidae,Dendrexetastes,rufigula,Dendrexetastesrufigula,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Dendrocolaptidae,Dendrocolaptes,certhia,Dendrocolaptescerthia,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Furnariidae,Xenops,minutus,Xenopsminutus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Galbulidae,Jacamerops,aureus,Jacameropsaureus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Icteridae,Psarocolius,viridis,Psarocoliusviridis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Momotidae,Momotus,momota,Momotusmomota,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenusmelanurus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Psittacidae,Amazona,amazonica,Amazonaamazonica,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Thamnophilidae,Cercomacra,cinerascens,Cercomacracinerascens,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Thamnophilidae,Dysithamnus,mentalis,Dysithamnusmentalis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Thamnophilidae,Myrmotherula,axillaris,Myrmotherulaaxillaris,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Thamnophilidae,Myrmotherula,menetriesii,Myrmotherulamenetriesii,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Thamnophilidae,Pyriglena,leuconota,Pyriglenaleuconota,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Thamnophilidae,Thamnophilus,aethiops,Thamnophilusaethiops,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Thamnophilidae,Thamnophilus,amazonicus,Thamnophilusamazonicus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Troglodytidae,Pheugopedius,genibarbis,Pheugopediusgenibarbis,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Tyrannidae,Attila,spadiceus,Attilaspadiceus,n/r,n/r,,1,0,0,0
PGM,3/08/2010,147,1,147_1,Primary forest,Logged,300,1,5:53,1,Tyrannoidea,Piprites,chloris,Pipriteschloris,n/r,n/r,,1,0,0,0
