Region,Catchment,Transect,Transectcode,UTM_X,UTM_Y,Land-useclass,Forest type,Productiontype,LU_FT_Code,Bird_LU_FT_Code,ReasonsforGeneralexceptions,Generalexceptions,Catchmentexceptions,no_insectsample,no_birdsample,LU_change,Buffersize(pixels),reg_age,reg_fire,reg_fire_age,NumberLogC,NumberBurnC,deg_full,def_age,total_arable,EDGE2_DIST_MEAN,ed1_1km,foresttype1_1km,UPF_foresttype1_1km,MF_FCCP_500mbuffer,CANOPY,DUFF,SPECIES,AGB_Trees10,AGB_DeadTREES10,AGB_CWD,AGB_FWD,AGB_LeafLitter,UND_DEN,WOOD_DEN,DAMAGED,pH_ALL,SILT_ALL,CLAY_ALL,C_0_30,C_N,PC1soilnutALL,PC2soilnutALL,PC1soilnutFOR,PC2soilnutFOR,PC1soilnutPF,PC2soilnutPF,PC1soilnutOPEN,PC2soilnutOPEN,ELEV_MEAN,SLOPE_MEAN
STM,236,9,236_9,753628,9671241,Pasture,,,PA,PA,,,,,,,77,NA,NA,NA,NA,NA,NA,>20,0,135.4,16.27,69.39,90.63,0.19,100,0,0,0,0,0,0,0,0,0,0,5.18,100.2,406.67,41.38,11.51,-1.05,0.94,NA,NA,NA,NA,-0.2,0.35,49.6,7.55
STM,260,1,260_1,734009,9667929,Primary_forest,Logged,,PFlog,PFlog,,,,,,,81,NA,NA,NA,1,0,0,NA,NA,301.1,7.25,65.81,97.84,0.1,6.43,2.38,152,269.49,2.24,40.3,5.35,9.16,3500,0.64,27,3.9,153.8,777.33,54.81,11.83,1.47,-0.18,-0.42,1.04,-0.77,0.31,NA,NA,125.7,5.7
STM,260,10,260_10,734779,9667714,Mechanisd_agriculture,,Beans,MA,MA,,,,,,,78,NA,NA,NA,NA,NA,NA,13.59,7,118.9,6.7,30.91,92.34,0.36,100,0,0,0,0,0,0,4.54,0,0,0,5.38,190.8,728,44.32,11.1,-2.12,1.99,NA,NA,NA,NA,0.84,1.31,99.4,4.78
STM,260,2,260_2,736946,9666536,Secondary_forest,Old,,SFold,SFold,,,,,,,78,>20,1,9,NA,NA,NA,>20,NA,175.5,21.07,63.45,68.77,0.15,10.8,3.58,94,92.77,0.09,20.02,2.79,10.45,3520,0.55,9,4.1,105.6,425.33,52.12,11.83,0.51,0.31,-0.51,0.12,NA,NA,NA,NA,75.1,6.85
STM,260,3,260_3,733236,9665827,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,73,NA,NA,NA,1,1,3.17,NA,NA,110.2,9.76,44.68,96.03,0.13,7.71,1.67,98,359.43,1.85,86.22,3.57,9.14,2620,0.63,15,3.88,148.87,674.67,59.7,12.04,0.88,-0.85,0.68,0.7,0.26,0.17,NA,NA,136.3,5.09
STM,260,4,260_4,738238,9665979,Primary_forest,Logged,,PFlog,PFlog,,,,,,,78,NA,NA,NA,1,0,0,NA,NA,290.2,9.39,93.88,92.44,0.02,6.33,4.65,134,311.61,0.82,12.4,2.84,12.34,3400,0.67,17,3.74,176.07,746.67,63.46,12.36,0.51,-2.09,2.08,-0.43,2.42,-0.69,NA,NA,104.8,4.46
STM,260,5,260_5,735807,9669983,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,80,NA,NA,NA,1,1,15.19,NA,NA,208.3,11.53,57.12,92.99,0.11,14.26,3.84,90,258.84,1.84,30.33,3.46,8.17,2820,0.46,7,4.07,223.6,720,61.31,11.92,1.38,-0.14,-0.54,1.03,-1.12,-0.01,NA,NA,106.8,4.39
STM,260,6,260_6,735988,9668191,Primary_forest,Logged,,PFlog,PFlog,,,,,,,76,NA,NA,NA,1,0,1.75,NA,NA,58.3,12.52,42.59,91.68,0.21,4.16,8.84,134,285.3,1.68,36.05,4.27,10.37,3400,0.63,19,3.79,140.27,522.67,50.3,11.6,0.83,-0.24,-0.08,0.53,-0.56,0.32,NA,NA,89.3,3.28
STM,260,7,260_7,734289,9665976,Mechanisd_agriculture,,Beans,MA,MA,,,,,,,77,NA,NA,NA,NA,NA,NA,>20,6,788.6,3.98,4.05,58.9,0.43,100,0,0,0,0,0,0,0,0,0,0,4.65,154.8,526.67,40.14,11.69,-2.18,0.04,NA,NA,NA,NA,0.58,-0.4,86.4,2.85
STM,260,8,260_8,737129,9663386,Secondary_forest,Young,,SFyoung,MA,,,,,,1,73,2,0,0,NA,NA,NA,>20,1,385.9,16.23,24.58,61.76,0.24,100,0,3,0,0,0,0,6.28,180,0,0,4.6,119.47,589.33,46.55,11.07,-1.08,-0.36,0.88,-2.82,NA,NA,NA,NA,84,2.51
STM,260,9,260_9,736165,9664984,Pasture,,,PA,MA,,,,,,1,78,NA,NA,NA,NA,NA,NA,12.91,0,355.4,30.26,33.72,46.4,0.2,100,0,0,0,0,0,0,4.98,0,0,0,4.22,52.87,168,27.58,13.77,0.6,0.61,NA,NA,NA,NA,-1.6,-0.23,73.5,2.19
STM,261,1,261_1,727109,9663387,Primary_forest,Logged,,PFlog,PFlog,,,,,,,75,NA,NA,NA,1,0,0,NA,NA,311.8,3.6,98.5,99.85,-0.02,7.14,2.31,142,277.77,0.71,5.16,2.27,8.66,3060,0.67,17,3.91,45.07,221.33,44.75,12.45,1.03,-0.01,-0.36,1,-1.02,0.91,NA,NA,148.6,7.78
STM,261,10,261_10,721760,9666176,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,81,NA,NA,NA,0,0,0,NA,NA,297.6,5.81,97.45,99.92,0.02,6.02,9.08,118,276.46,0.98,30.28,1.16,9.27,3220,0.66,11,3.91,147.47,814.67,59.34,11.52,0.4,-1.8,2.05,0.27,1.81,0.14,NA,NA,143.9,1.41
STM,261,11,261_11,723074,9662010,Primary_forest,Undisturbed,,PFund,PFund,,,1,,,,77,NA,NA,NA,0,0,0,NA,NA,3572.1,0,100,99.95,0,5.21,6.36,104,381.14,1.51,14.56,5.15,9.19,2380,0.72,11,3.8,146.87,813.33,54.75,11.54,0.6,-1.53,1.48,-0.22,1.71,-0.43,NA,NA,153.7,5.93
STM,261,12,261_12,723165,9668724,Primary_forest,Logged,,PFlog,PFlog,,,1,,,,78,NA,NA,NA,1,0,0,NA,NA,2857.7,0,100,100,0,7.89,7.95,107,243.9,4.77,29.89,0.73,9.54,2600,0.65,6,3.75,195.47,793.33,60.59,12.78,1.15,-1.26,0.93,0.96,0.52,0.49,NA,NA,194.7,0.24
STM,261,2,261_2,725072,9662198,Primary_forest,Logged,,PFlog,PFlog,,,,,,,78,NA,NA,NA,1,0,0,NA,NA,1682.3,0,99.85,99.92,0,5.43,6.79,155,209.72,0.48,35.62,3.41,11.24,2520,0.66,13,3.81,125,560,48.92,11.38,0.99,-0.73,0.49,0.7,0.2,0.56,NA,NA,148.2,4.16
STM,261,3,261_3,726500,9665889,Primary_forest,Logged,,PFlog,PFlog,,,,,,,79,NA,NA,NA,1,0,3.8,NA,NA,2659,0,99.85,100,0,6.34,2.86,128,296.46,1.57,59.32,0.89,10.81,2720,0.65,9,4.06,173.93,689.33,61.42,12.6,-0.62,-2.04,2.82,-1.04,2.89,-1.03,NA,NA,192.1,1.37
STM,261,4,261_4,725806,9667694,Primary_forest,Logged,,PFlog,PFlog,,,,,,,76,NA,NA,NA,1,0,0,NA,NA,4140.9,0,100,100,0,7.19,3.1,119,254.59,1.95,54.14,0.87,8.18,3560,0.68,16,3.89,136.6,852,57.42,12.16,1.55,-0.22,-0.62,0.97,-1.09,-0.31,NA,NA,190.7,1.09
STM,261,5,261_5,725191,9668596,Primary_forest,Logged,,PFlog,PFlog,,,,,,,82,NA,NA,NA,1,0,0,NA,NA,4296.7,0,100,100,0,6.83,6.78,129,390.86,0.29,18.91,0.91,15.2,3440,0.67,18,3.81,140.2,848,62.64,11.82,-0.38,-2.57,3.13,-0.87,3.2,-0.76,NA,NA,191.4,0.66
STM,261,6,261_6,723844,9667206,Primary_forest,Logged,,PFlog,PFlog,,,1,,,,83,NA,NA,NA,1,0,0,NA,NA,2484.5,0,99.9,100,0,8.46,7.72,138,413.82,2.14,27.72,5.42,9.21,2700,0.67,11,3.65,135.6,834.67,53.14,12.04,0.96,-1.37,1.44,1.05,1.1,1.07,NA,NA,179.1,1.24
STM,261,7,261_7,724786,9669927,Primary_forest,Logged,,PFlog,PFlog,,,1,,,,78,NA,NA,NA,1,0,0,NA,NA,4705.9,0,100,100,0,6.66,6.48,107,287.22,0.47,33.92,3.98,10.12,3020,0.63,7,3.75,128,856,62.85,11.83,1.79,-0.88,0.24,1.66,-0.23,1.15,NA,NA,195.9,0.36
STM,261,8,261_8,721050,9665034,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,74,NA,NA,NA,0,0,0,NA,NA,1134.3,0,99.8,100,0,5.93,15.09,141,251.14,0.7,25.25,4.98,10.01,3040,0.64,19,3.76,195.27,774.67,58.58,11.27,1.35,-0.74,0.1,0.74,-0.14,0.12,NA,NA,170.9,1.92
STM,261,9,261_9,720643,9663785,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,77,NA,NA,NA,0,0,0,NA,NA,1517.1,0,99.63,100,0,5.39,6.74,142,300.04,1.63,27.88,2.8,8.06,2660,0.63,18,3.71,148.67,824,52.96,11.01,1.37,-0.93,0.48,1.01,0.2,0.58,NA,NA,139.3,3.27
STM,307,1,307_1,741108,9649794,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,80,NA,NA,NA,1,1,0,NA,NA,1213.1,0,98.83,99.97,0.01,7.43,2.8,162,411.46,0.77,20.38,1.29,10.2,3800,0.69,16,3.82,143.14,620,47.52,11.03,0.61,-0.15,0,0.18,-0.27,0,NA,NA,104.5,5.83
STM,307,10,307_10,739981,9650995,Reforestation,,Teak ,REF,REF,,,,,,,78,NA,NA,NA,NA,NA,NA,>20,0,221.1,14.41,77.74,86.74,0.09,63.64,0.92,8,95.4,0.08,0.76,0,7.83,1220,0.6,3,4.37,134.33,461.33,39.22,11.31,1.18,1.05,NA,NA,NA,NA,-1.99,0.13,92.6,5.56
STM,307,2,307_2,738656,9650303,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,1,,,81,NA,NA,NA,1,1,0,NA,NA,86.1,15.35,60.21,77.36,-0.06,8.38,4.07,114,506.45,1.26,24.94,4.67,11.96,2400,0.67,10,3.81,143.33,520,58.84,12.94,2.1,0.09,-1.12,1.76,-1.65,1.14,NA,NA,126.8,10.45
STM,307,3,307_3,738194,9653759,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,75,NA,NA,NA,1,1,1.33,NA,NA,700.7,2.38,98.7,98.4,0,6.66,1.52,83,144.67,1.5,54.02,2.22,10,2480,0.54,12,3.99,130.47,352,48.61,12.25,1.58,1.23,-2,1.41,-2.74,0.73,NA,NA,160.8,5.59
STM,307,5,307_5,738011,9649344,Primary_forest,Logged,,PFlog,PFlog,,,,1,,,76,NA,NA,NA,1,0,0,NA,NA,111.5,10.61,73.68,93.12,0.12,9.5,6.37,139,275.75,2.43,66.03,2.17,8.38,3200,0.65,30,3.65,101.6,341.33,58.85,11.86,1.47,-0.91,0.46,1.55,-0.15,1.33,NA,NA,148.1,8.65
STM,307,6,307_6,736585,9648345,Abandoned plantation,,,AP,AP,,,,,,,78,NA,NA,NA,NA,NA,NA,>20,0,77.7,6.13,89.31,78.99,0.1,15.67,3.42,74,151.32,0.42,9.81,0.62,8.33,3480,0.62,3,4.09,206.87,750.67,63.24,11.51,0.38,0.58,NA,NA,NA,NA,-1.43,-0.38,164.7,1.58
STM,307,7,307_7,740242,9651902,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,79,NA,NA,NA,1,1,1.27,NA,NA,574.8,6.18,86.85,96.47,0.01,6.68,10.44,112,283.28,2.45,23.27,1.13,7.67,3060,0.69,15,3.91,95.6,389.33,39.78,11.78,1.24,-0.23,-0.24,1.11,-0.8,0.98,NA,NA,100.4,4.13
STM,307,9,307_9,737830,9653084,Secondary_forest,Young,,SFyoung,SFyoung,,,,,,,80,1,0,0,NA,NA,NA,1.43,NA,260.7,2.36,98.63,98.16,-0.03,62.96,0,26,68.77,3.1,80.66,10.79,4.25,2720,0.72,2,4.29,103.2,184,33.58,13.07,-1.22,-0.39,1.13,-1.94,NA,NA,NA,NA,146.4,5.62
STM,357,1,357_1,735590,9635970,Primary_forest,Burnt,,PFbur,PFbur,Mixed PF and SF ,1,,,,,74,NA,NA,NA,NA,NA,0,NA,NA,33.3,17.02,86.1,92.29,-0.04,7.67,10.52,94,300.96,0.51,51.57,4.83,10.93,3540,0.57,8,3.97,150.8,614.67,67.13,12.78,0.75,-0.41,0.08,0.21,-0.24,-0.2,NA,NA,112.8,10.25
STM,357,10,357_10,732312,9633464,Mechanisd_agriculture,,,MA,MA,,,,,,,75,NA,NA,NA,NA,NA,NA,>20,4,421.7,16.88,46.45,86.66,0.2,100,0,0,0,0,0,0,6.32,0,0,0,4.42,145.2,738.67,58.56,11.07,-2.15,0.14,NA,NA,NA,NA,0.58,-0.43,125.9,4.35
STM,357,11,357_11,731008,9638116,Pasture,,,PA,PA,,,,,,,77,NA,NA,NA,NA,NA,NA,>20,0,631.7,15.33,20.66,35.87,0.34,100,0,0,0,0,0,0,3.62,0,0,0,4.97,109.2,386.67,38.94,11.18,-0.46,1.15,NA,NA,NA,NA,-0.61,0.53,102.2,4.84
STM,357,2,357_2,732012,9634408,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,77,NA,NA,NA,1,1,4.05,NA,NA,237.3,23.39,66.71,89.71,0.04,8.38,7.98,88,186.44,2.08,54.35,2.17,7.69,2200,0.52,9,3.91,175.53,754.67,74.25,11.92,1.22,0.07,-0.76,0.58,-1.18,-0.62,NA,NA,158.5,5.83
STM,357,3,357_3,734436,9634987,Secondary_forest,Old,,SFold,SFold,,,,,,,78,>20,1,12,NA,NA,NA,>20,NA,119.1,34.71,57.86,79.94,0.11,7.22,4.48,61,44.5,1.2,3.19,0.87,11.87,6160,0.5,9,4.39,147.13,820,77.24,11.92,0.19,0.69,-1.26,-1.16,NA,NA,NA,NA,135.5,6.55
STM,357,4,357_4,738437.34,9636907.23,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,82,13,0,0,NA,NA,NA,14.38,NA,42.7,28.43,67.33,88.17,0.17,9.2,2.83,35,16.35,0.61,5.32,2.22,9.14,4280,0.47,1,4.29,39.07,88,25.35,14.28,1.19,1.37,-2.12,0.77,NA,NA,NA,NA,71.1,2.98
STM,357,5,357_5,735596,9638733,Primary_forest,Burnt,,PFbur,PFbur,,,,,,,81,NA,NA,NA,0,1,36.62,NA,NA,66.1,22.76,39.89,88.81,0.14,6.63,5.31,158,247.91,1.97,36.24,1.42,8.35,4500,0.6,20,3.98,101.8,629.33,67.6,12.33,-0.01,-0.33,0.18,-0.91,-0.06,-1.87,NA,NA,128.3,10.91
STM,357,6,357_6,734657,9639766,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,81,13,0,0,NA,NA,NA,>20,NA,82.6,22.15,46.25,70.57,0.13,6.96,3.64,61,22.7,0.3,1.49,1.75,7.06,5340,0.5,0,4.43,102.87,134.67,37.39,14.5,1.61,1.4,-2.39,1.04,NA,NA,NA,NA,113.3,8.33
STM,357,7,357_7,738759,9635628,Pasture,,,PA,PA,,,,,,,82,NA,NA,NA,NA,NA,NA,>20,0,779.8,27.78,27.14,20.18,0.25,100,0,0,0,0.23,7.78,0.05,2.71,0,0,0,5.25,275.73,534.67,47.36,12,-0.21,1.45,NA,NA,NA,NA,-0.74,0.86,84.5,4.51
STM,357,8,357_8,736515,9639583,Pasture,,,PA,PA,,,,,,,77,NA,NA,NA,NA,NA,NA,>20,0,611.6,17.98,19.66,69.46,0.45,100,0,1,0,0.22,3.95,0.56,1.59,0,0,0,5.26,53.67,81.33,27.41,15.83,0.63,1.88,NA,NA,NA,NA,-1.34,1.3,113.4,5.67
STM,357,9,357_9,734154,9639054,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,81,13,1,12,NA,NA,NA,>20,NA,270.6,26,30.08,46.45,0.23,12.06,4.74,61,31.08,0,21.93,0.91,10.52,5180,0.49,4,4.55,113.8,465.33,50.49,12.85,0.46,0.78,-1.2,-0.08,NA,NA,NA,NA,115.3,14.94
STM,363,1,363_1,727762,9634861,Primary_forest,Burnt,,PFbur,PFbur,,,,,,,77,NA,NA,NA,0,1,0,NA,NA,1468.3,0,100,100,0,12.06,3.72,134,488.96,4.35,49.17,3.75,12.45,2560,0.73,10,3.89,151.6,533.33,60.16,12.49,0.98,-0.04,-0.42,0.49,-0.8,0,NA,NA,199.2,2.67
STM,363,2,363_2,727196,9636742,Primary_forest,Burnt,,PFbur,PFbur,,,,,,,79,NA,NA,NA,0,1,0,NA,NA,1229.9,0,100,100,0,16.17,8.73,137,248.72,3.97,15.58,1.86,9.13,3800,0.66,24,3.63,104.33,498.8,61.87,11.37,0.88,-0.07,-0.25,0.47,-0.59,0.31,NA,NA,156.3,4.35
STM,363,3,363_3,726313,9635419,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,74,NA,NA,NA,0,0,0,NA,NA,2629.4,0,100,100,0.01,13.58,20.07,134,434.52,1.49,18.6,1.48,11.43,3260,0.71,14,3.79,81.87,396,51.72,12.84,1.29,0.26,-0.9,0.92,-1.4,0.44,NA,NA,132.1,4.56
STM,363,4,363_4,725275,9629596,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,80,NA,NA,NA,0,0,0,NA,NA,2721.8,0,100,100,0,7.56,5.19,133,257.92,0.28,47.17,1.76,9.72,3100,0.71,19,3.81,108.73,430.67,59.13,11.69,0.39,-0.2,0.32,0.24,-0.06,0.17,NA,NA,185.1,3.19
STM,363,5,363_5,723984,9630941,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,74,NA,NA,NA,0,0,2.7,NA,NA,4456.4,0,100,100,0,7.8,3.3,146,228.99,0.43,33.69,3.84,9.81,2760,0.64,8,3.95,46.8,173.33,30.58,12.19,0.85,0.82,-1.38,0.3,-1.92,-0.36,NA,NA,170.4,8.04
STM,363,6,363_6,727125,9631039,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,76,NA,NA,NA,0,0,0,NA,NA,2344.1,0,100,100,0,10.17,5.89,128,694.63,2.23,26.65,4.47,9.38,2920,0.67,16,3.63,120.47,776,63.59,12.21,0.94,-0.9,0.73,0.56,0.57,0.32,NA,NA,177.9,4.94
STM,363,7,363_7,726636,9632799,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,83,NA,NA,NA,0,0,0,NA,NA,2851.4,0,100,100,0,5.71,4.76,110,394.11,0.97,45.5,3.44,10.65,3160,0.7,10,4.09,169.27,721.33,59.78,12.52,0.92,-0.96,0.62,0.22,0.56,-0.25,NA,NA,162.7,5.63
STM,363,8,363_8,725295,9631802,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,80,NA,NA,NA,0,0,0,NA,NA,3953.3,0,100,99.95,0,7.5,11.01,89,581.44,0.17,23.25,5.08,12.56,2420,0.67,6,3.79,133.67,569.33,57.55,12.07,1.42,0.24,-0.99,0.98,-1.53,0.21,NA,NA,196.2,4.01
STM,399,10,399_10,743614,9616792,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,79,NA,NA,NA,1,1,1.27,NA,NA,272.2,12.88,74.78,97.01,0.07,15.4,3.46,123,132.31,2.77,56.66,3.81,12.35,3360,0.65,13,4.22,40.67,85.33,25.29,13.61,0.66,0.38,-0.37,1.11,-1.3,1.47,NA,NA,153.7,5.1
STM,399,11,399_11,742998,9615954,Small-holder_agriculture,,Manioc,SHA,SHA,,,,,,,76,NA,NA,NA,NA,NA,NA,8.69,0,73.3,25.56,51.34,74.39,0.3,100,0.08,5,0,0.15,17.13,4.71,6.73,1720,0,0,4.64,49,96,27.11,14.01,0.04,1.25,NA,NA,NA,NA,-0.92,0.84,117.6,6.83
STM,399,12,399_12,736540,9619082,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,81,6,0,0,NA,NA,NA,>20,NA,200.1,25.76,72.24,70.21,0.18,100,2.91,32,1.93,0,0.22,0.4,10.45,5160,0.4,0,4.69,165,422.67,54.08,11.79,0.9,1.99,-3.13,-0.5,NA,NA,NA,NA,162,4.66
STM,399,13,399_13,741880,9614998,Pasture,,,PA,PA,,,,,,,77,NA,NA,NA,NA,NA,NA,>20,0,317.1,35.81,52.79,65.11,0.23,100,0.57,7,12.1,0.48,11.61,0.89,4.59,680,0.82,0,4.85,39.6,98.67,31.31,13.9,1.95,2.58,NA,NA,NA,NA,-2.33,1.68,141.9,3.86
STM,399,3,399_3,741036,9612948,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,79,NA,NA,NA,0,0,0,NA,NA,180.7,14.57,83.94,99.85,0.12,19.82,4.94,66,469.75,4.42,43.42,4.03,13.21,2260,0.76,9,4.07,69.07,112,38.23,16.14,1.27,0.92,-1.55,0.93,-2.1,0.55,NA,NA,125.3,4.71
STM,399,5,399_5,743648,9619966,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,76,NA,NA,NA,1,1,0,NA,NA,361.8,24.01,82.68,90.68,-0.04,17.76,0.81,134,349.99,13.45,33.6,2.61,12.3,3500,0.67,15,3.69,123.6,797.33,99.87,14,0.62,-2.93,3.03,0.72,2.58,0.72,NA,NA,171.7,1.35
STM,399,6,399_6,739760,9615664,Primary_forest,Logged,,PFlog,PFlog,,,,,,,77,NA,NA,NA,1,0,4.29,NA,NA,108.8,28.73,67.35,85.15,-0.03,16.18,4.91,154,262.45,4.06,22.11,13.06,11.58,2840,0.68,11,4.12,86.07,122.67,37.31,13.51,0.24,0.04,0.08,0.35,-0.61,0.58,NA,NA,80.8,5.32
STM,399,7,399_7,739702,9620667,Primary_forest,Logged,,PFlog,PFlog,,,,,,,82,NA,NA,NA,1,0,0,NA,NA,353.4,15.4,82.97,81.12,0.04,11.7,1.01,94,176.33,2.24,42.83,4.77,9.58,2860,0.71,8,3.81,141,805.33,66.07,12.07,0.05,-1.69,2.05,-0.28,1.94,-0.28,NA,NA,155.5,6.55
STM,399,8,399_8,737528,9614864,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,78,10.5,0,0,NA,NA,NA,12.57,NA,139.9,17.11,68.19,84.34,0.13,17.59,0.78,82,38.11,7.08,51.69,1.2,8.51,4620,0.44,7,4.19,97.8,364,31.72,12.86,1.71,1.06,-1.99,1.26,NA,NA,NA,NA,115.8,6.91
STM,399,9,399_9,737588,9618775,Primary_forest,Undisturbed,,PFund,PFund,,,,,,,79,NA,NA,NA,0,0,7.84,NA,NA,58.5,21.55,77.37,82.07,0.07,11.97,1.48,84,278.74,2.93,47.77,1.16,10.38,2180,0.64,24,3.82,124.4,457.33,50.04,10.62,1.58,0.37,-1.21,0.99,-1.6,0.23,NA,NA,161.4,4.1
STM,69,1,69_1,757341,9715728,Mechanisd_agriculture,,,MA,MA,,,,,,,79,NA,NA,NA,NA,NA,NA,>20,9,509.9,13.03,12.71,28.27,0.33,100,0,0,0,0,0,0,0,0,0,0,4.57,186.87,698.67,45.37,11.36,-2.61,0.38,NA,NA,NA,NA,1.05,0.11,121.4,4.54
STM,69,10,69_10,758450,9720953,Secondary_forest,Old,,SFold,SFold,,,,,,,83,>20,0,0,NA,NA,NA,>20,NA,403.9,17.46,18.52,59.17,0.32,7.81,5.12,96,88.35,0.33,0.87,1.02,8.03,5320,0.6,72,4.15,154.6,654.67,56.15,10.73,-0.93,-0.54,1.07,-1.84,NA,NA,NA,NA,123.8,2.97
STM,69,11,69_11,758995,9715296,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,,,,,,82,NA,NA,NA,1,1,31.58,NA,NA,81.5,25.92,20.63,44.65,0.3,7.59,3.56,105,142.07,0.93,6.87,0.63,6.82,4720,0.58,45,4.13,131.53,478.67,43.03,10.62,-0.18,0.16,-0.07,-1.04,-0.29,-2.52,NA,NA,101,1.66
STM,69,2,69_2,756592,9717559,Secondary_forest,Old,,SFold,SFold,,,,,,,82,>20,1,9,NA,NA,NA,>20,NA,105,28,34.43,33.48,0.13,8.08,4.65,96,115.36,1.51,24.54,2.17,8.22,4300,0.57,14,3.85,165.93,628,48.38,11.22,0.76,-0.67,0.47,0.21,NA,NA,NA,NA,140.1,3.64
STM,69,3,69_3,757680,9717086,Pasture,,,PA,PA,,,,,,,78,NA,NA,NA,NA,NA,NA,>20,0,219.4,35.09,40,26.07,0.06,100,0,1,0,0.01,0,0,0,0,0,0,4.53,229.8,624,62.38,11.96,-0.77,0.8,NA,NA,NA,NA,-0.34,0.33,145.4,2.83
STM,69,4,69_4,758908,9715722,Pasture,,,PA,PA,,,,,,,77,NA,NA,NA,NA,NA,NA,>20,0,114.9,20.05,15.42,47.9,0.24,100,0,6,35.29,0,5.41,0.61,0,0,0.51,2,4.69,167.73,638.67,52.39,11.24,-2.37,-0.02,NA,NA,NA,NA,0.81,-0.25,102.8,0.59
STM,69,5,69_5,758788,9720211,Small-holder_agriculture,,Vegetables,SHA,SHA,,,,,,,66,NA,NA,NA,NA,NA,NA,>20,0,984.9,10.25,9.28,25.42,0.37,100,0,2,0,0,0,0.27,2.44,20,0.33,0,4.6,206.4,633.33,59.56,10.84,-0.49,1.23,NA,NA,NA,NA,-0.61,0.38,115,1.84
STM,69,6,69_6,761016,9718487,Secondary_forest,Intermediate,,SFinter,SFinter,,,,,,,77,11,0,0,NA,NA,NA,>20,NA,317.9,25.33,33.4,31.81,0.2,19.65,4.95,63,22.94,0.02,0,0.59,7.18,4620,0.55,6,4.23,171.27,408,56.62,13.27,0.77,0.19,-0.41,0.71,NA,NA,NA,NA,121.3,5.77
STM,69,7,69_7,756560,9717953,Pasture,,,PA,PA,,,,,,,79,NA,NA,NA,NA,NA,NA,>20,1,443.1,23.16,29.51,34.54,0.26,100,0,0,0,0,0,0,0,0,0,0,4.43,171.27,588,50.27,11.06,-0.99,0.43,NA,NA,NA,NA,-0.25,-0.02,126.6,3.76
STM,69,8,69_8,758553,9721830,Primary_forest,Logged,,PFlog,PFlog,,,,,,,80,NA,NA,NA,1,0,0,NA,NA,80.8,27.14,34.2,47.9,-0.14,21.46,5.38,100,164.51,0.88,40,0.77,7.4,2920,0.61,20,3.77,135.53,662.67,58.29,11.93,1.04,-1.18,1.16,1.03,0.87,0.94,NA,NA,135.5,4.34
STM,69,9,69_9,760043,9721852,Reforestation,,Native species ,REF,REF,,,,,,,86,NA,NA,NA,NA,NA,NA,16.19,3,494.9,16.76,17.82,19.92,0.51,100,0.17,2,0,0,0,0,4.8,80,0,0,5.05,260.73,566.67,76.47,15.21,-2.58,0.36,NA,NA,NA,NA,0.93,-0.26,114.6,3.61
STM,81,1,81_1,772178,9707445,Fruiticulture,,Banana,FRU,FRU,,,,,,,76,NA,NA,NA,NA,NA,NA,>20,7,605,10.15,9.54,48.43,0.43,100,0,0,0,0,0,0,0,0,0,0,4.59,155.73,776,47.69,11.59,-1.88,0.13,NA,NA,NA,NA,0.44,-0.18,92.2,5.34
STM,81,10,81_10,777953,9709167,Pasture,,,PA,PA,,,,,,,81,NA,NA,NA,NA,NA,NA,>20,0,524.3,22.84,32.3,38.18,0.14,100,0,0,0,0,0.08,0.17,0,0,0,0,4.7,155.27,684,51.79,12.57,-1.83,-0.03,NA,NA,NA,NA,0.46,-0.13,115.5,4.78
STM,81,11,81_11,777953,9707254,Secondary_forest,Old,,SFold,SFold,,,,,,,72,>20,0,0,NA,NA,NA,>20,NA,954.3,23.61,44.04,9.58,0.23,15.14,4.08,110,156.59,0.82,31.78,1.47,10.24,3300,0.55,16,4.05,142.33,804,47.06,10.84,0.95,-0.26,-0.09,0.6,NA,NA,NA,NA,142.4,2.11
