Region,Catchment,Transect,Transectcode,UTM_X,UTM_Y,Land-useclass,Forest type,Productiontype,LU_FT_Code,Bird_LU_FT_Code,ReasonsforGeneralexceptions,Generalexceptions,Catchmentexceptions,no_insectsample,no_birdsample,LU_change,Buffersize(pixels),reg_age,reg_fire,reg_fire_age,NumberLogC,NumberBurnC,deg_full,def_age,total_arable,EDGE2_DIST_MEAN,ed1_1km,foresttype1_1km,UPF_foresttype1_1km,MF_FCCP_500mbuffer,CANOPY,DUFF,SPECIES,AGB_Trees10,AGB_DeadTREES10,AGB_CWD,AGB_FWD,AGB_LeafLitter,UND_DEN,WOOD_DEN,DAMAGED,pH_ALL,SILT_ALL,CLAY_ALL,C_0_30,C_N,PC1soilnutALL,PC2soilnutALL,PC1soilnutFOR,PC2soilnutFOR,PC1soilnutPF,PC2soilnutPF,PC1soilnutOPEN,PC2soilnutOPEN,ELEV_MEAN,SLOPE_MEAN
PGM,202,13,202_13,229991.2,9668690.91,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,75,NA,NA,NA,1,1,3.2,NA,NA,68.7,12.92,42.7,67.93,0.309849207,13.31,4.75,116,118.57,2.81,18.75,3.75,18.37,2860,0.482,39,5,233.6,734.3,58.5,13.3,-0.218114378,-0.869641971,0.675984066,1.265800082,-0.491441948,-1.306598278,,,143.5,2.7
PGM,202,14,202_14,232550.36,9663118.82,Abandoned plantation,,,AP,AP,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,NA,311.4,2.01,1.97,83.54,0.045378922,17.53,4,27,54.09,0.68,0,0.36,15.04,2920,0.488,6,4.9,179.1,290.7,40.2,16.1,0.660192427,-0.597834422,,,,,0.963342153,-0.600025695,89.6,1.4
PGM,202,2,202_2,235580.39,9662037.96,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,19,NA,NA,205.6,14.6,49.19,77.65,0.032792896,15.64,9.12,78,48.34,2.24,5.91,4.93,17.05,3640,0.484,13,5,291.2,626.7,99.1,15.5,-4.207609227,-0.042201126,4.775369264,-0.692752526,-4.610473152,0.502762882,,,131.9,4
PGM,202,3,202_3,229603.26,9666302.67,Mechanized_agriculture,,Rice,MA,MA,,0,,,,,80,NA,NA,NA,NA,NA,NA,16.6,2,1108,0.44,0.42,52.94,0.273741686,100,0,0,0,0,0,0,0,0,0,0,4.7,213.3,648,47.5,15.3,0.730658111,-0.529050712,,,,,0.871078783,-1.307019488,107.7,4.6
PGM,202,4,202_4,234148.55,9662051.1,Reforestation,,Eucalyptus,REF,REF,,0,,,,,75,NA,NA,NA,NA,NA,NA,>22,0,649.7,9.22,7.44,59.46,0.068481753,23.32,5.87,1,73.65,0,0.02,0.86,8.75,220,0.804,0,5.2,266.9,473.3,109,17.7,-2.621221791,0.095696447,,,,,-2.437754009,0.938854267,107.9,6.1
PGM,202,5,202_5,232564.56,9672460.12,Pasture,,Not Brachiaria grass,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,0,363.2,6.2,16.64,88.19,0.026922081,100,0,0,0,0,0,0,0,0,0,0,5.2,172.6,272.9,38.2,15.5,-0.478799591,-0.772786461,,,,,0.09919128,-0.259085131,93.5,2.4
PGM,202,6,202_6,231199.07,9666444.36,Mechanized_agriculture,,Soy,MA,MA,,0,,,,,79,NA,NA,NA,NA,NA,NA,17.7,4,895.1,1.91,1.07,60.47,0.428473217,100,0,0,0,0,0,0,0,0,0,0,5.1,250.5,696,70.1,16.2,-2.29520426,0.191166924,,,,,-1.682006598,0.175927774,120.1,4.2
PGM,202,7,202_7,234432.01,9664347.6,Pasture,,,PA,PA,,0,,,,,79,NA,NA,NA,NA,NA,NA,>22,1,796.1,6.49,11.29,26.71,0.007950791,100,0,5,0.48,0,0.25,0.02,3.83,200,0.774,0,5.6,226.4,686.7,62.1,15.2,-0.966041064,-1.867406095,,,,,-0.281188655,0.622124212,111,4.4
PGM,202,8,202_8,231070.82,9663631.25,Mechanized_agriculture,,,MA,SFyoung,,0,,,,1,82,NA,NA,NA,NA,NA,NA,>22,0,1326.4,0,0.1,75,0.126754237,100,0,0,0,0,0,0,3.9,0,0,0,4.8,254,633.3,83.9,15.7,-1.692401466,0.49323863,,,,,-1.389585547,-0.950131236,116,5.4
PGM,202,9,202_9,232334.16,9664472.02,Pasture,,Recently cleared bare earth for first c.130 m,PA,PA,,0,,,,,76,NA,NA,NA,NA,NA,NA,>22,0,554.5,1.91,1.67,68.66,0.012944232,100,0,0,0,0,0,0,0,0,0,0,5.4,100.5,384,34.8,14.6,-0.850786508,-0.664581962,,,,,-0.151723088,0.064112245,83,2
PGM,235,1,235_1,244197.58,9658355.38,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,78,NA,NA,NA,1,0,18.9,NA,NA,67.6,10.31,15.54,76.73,-0.054827775,9.27,3.97,131,191.58,14.91,11.64,5.5,15.28,4980,0.535,19,4.7,305.9,608.9,65.4,11.7,0.13708109,0.081272139,0.198896007,0.481881979,-0.054536465,-0.461524189,,,142.2,7.4
PGM,235,10,235_10,242110.55,9659504.66,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,>22,0,2069.3,3.31,2.47,0,0.176840856,100,0,0,0,0,0.42,0.09,3.57,0,0,0,5.9,240.1,726.7,60,12.7,-0.94635028,-1.419462221,,,,,-0.195676266,1.481032877,139.9,2.6
PGM,235,11,235_11,246015.7,9660337.61,Mechanized_agriculture,,Maize,MA,PA,,0,,,,1,78,NA,NA,NA,NA,NA,NA,>22,1,1256.3,3.47,3.99,35,0.064471341,100,0,0,0,0,0,0,0,0,0,0,5.6,327.1,597.8,57.6,14.9,-2.478515567,-0.038855398,,,,,-1.673376529,0.870290352,121.1,5.8
PGM,235,12,235_12,242991.19,9656591.99,Mechanized_agriculture,,Rice,MA,SFyoung,,0,,,,1,82,NA,NA,NA,NA,NA,NA,>22,0,693.4,12.56,10.67,57.48,0.369435584,100,0,0,0,0,0,0,0,0,0,0,5,212.4,417.8,40.8,14.8,0.44506306,-0.752637289,,,,,0.854797079,-0.473946757,107.3,3.4
PGM,235,3,235_3,239013.1,9656275.29,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,89,NA,NA,NA,2,2,33.7,NA,NA,286,11.9,81.61,80.6,0.013298441,11.28,2.6,110,76.34,5.95,54.87,2.08,16.56,4020,0.511,12,5.1,228.2,748.9,60.3,10.9,-1.644359412,-1.084838996,2.266576295,1.231876586,-2.02225175,-1.453026768,,,159.2,1.5
PGM,235,4,235_4,245145.59,9662637.75,Secondary_forest,Old,,SFold,SFold,,0,,,,,83,> 22,0,0,NA,NA,NA,>22,NA,440.3,19.44,30.83,33.6,-0.017700974,12.66,3.76,96,80.92,3.26,9.73,5.65,24.59,4180,0.542,24,5.3,257.2,686.7,79.4,15.7,-1.768684708,-1.091431868,2.292747667,0.887781981,,,,,134.3,4.7
PGM,235,5,235_5,242273.8,9655075.33,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,77,16,2,6,NA,NA,NA,>22,NA,242,24.41,31.99,36.04,0.018769696,26.33,9.55,39,18.1,0.18,0.12,1.15,23.66,5760,0.613,4,5,157.3,162.2,40.3,16.6,0.869207616,-0.330383521,-0.561097316,0.177086491,,,,,113.5,8
PGM,235,6,235_6,241333.21,9658615.15,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,0,1237,1.4,0.65,0,-0.182436708,100,0,1,#VALUE!,0,0.16,0.02,5.47,20,0.072,0,5.6,318.2,644.4,60.3,14.3,-0.878938327,-0.586949291,,,,,-0.205724785,0.988853798,145.1,4.3
PGM,235,7,235_7,243273.82,9653569.72,Pasture,,,PA,PA,,0,,,,,77,NA,NA,NA,NA,NA,NA,>22,0,919.5,6.09,6.35,37.4,0.073298531,100,0,1,0,0,0,0,3.61,80,0,0,5.6,305.6,512.5,74.3,15.5,-1.536363104,-0.432372548,,,,,-0.766506005,2.674580201,132,4.2
PGM,235,8,235_8,245891.82,9658955.39,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,>22,2,963.2,5.99,7.86,13.02,0.204567216,100,0,0,0,0,0,0,2.3,0,0,0,5.7,255.9,711.1,62.2,13.6,-3.064314419,0.564559344,,,,,-2.219485076,1.717237265,153.7,2.3
PGM,245,1,245_1,290187.74,9653934.5,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,0,1296.2,1.12,1.6,3.13,0,100,0,1,0,0,0,0,1.73,80,0,0,5.2,138.4,188.9,34,16.2,0.280802883,-0.789474575,,,,,0.748840316,-0.436244876,102.7,3.4
PGM,245,11,245_11,293943.71,9656654.15,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,77,NA,NA,NA,1,1,6.4,NA,NA,34.3,5.39,75.18,94.4,0.011010011,18.92,3.24,97,220.58,3.73,18.06,3.05,14.73,3180,0.647,12,4.6,218.3,542.2,74.1,17.2,1.592929156,1.474282754,-1.552923513,-0.817612916,1.542032529,1.157809391,,,178.4,22.2
PGM,245,12,245_12,299365.26,9653310.44,Pasture,,,PA,PA,,0,,,,,79,NA,NA,NA,NA,NA,NA,>22,0,508.8,9.36,8.35,62.99,0.00255447,100,0,2,0,0,0,0,1.92,100,0,0,5,207.9,100,26.4,16.4,0.281928975,0.196944105,,,,,0.808732431,0.775366281,70.1,0.5
PGM,245,13,245_13,291735.63,9655069.46,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,>22,0,267.8,5.65,19.81,88.04,-0.008872839,100,0,0,0,0,0,0,0,0,0,0,5.1,168.3,157.8,20.4,13.9,1.219123869,-0.442329138,,,,,1.537708602,0.36748641,93.7,2.7
PGM,245,14,245_14,293148.9,9655395.63,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,0,641.6,7.06,13.95,84.08,0.001806141,100,0,4,2.49,0,0,0.44,4.04,300,0.923,0,5.2,149.9,162.2,26.7,15.6,1.110315902,-1.149782263,,,,,1.703061907,0.830988549,88.9,1
PGM,245,2,245_2,296712.5,9655903.23,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,82,NA,NA,NA,1,0,6.1,NA,NA,998.3,0,98.14,98.91,0.019756368,18.92,3.24,118,197.58,2.08,52.01,2.26,17.09,3660,0.603,11,4.4,149.1,133.3,35.5,17.8,1.019498142,1.117496158,-0.862938742,-1.077356688,0.778762703,1.505584013,,,100,0
PGM,245,4,245_4,296858.86,9654261.86,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,78,NA,NA,NA,1,0,13.6,NA,NA,1089.4,0,98.32,98.96,0.019766105,15.91,5.34,104,149.76,10.94,16.71,0.43,12.85,3260,0.618,11,4.7,212.7,180,26.9,13.2,1.031807845,1.057003773,-0.933853113,-1.457982579,0.75507782,2.073486741,,,85.6,3.2
PGM,245,5,245_5,297890.01,9656696.88,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,78,NA,NA,NA,1,0,10.3,NA,NA,288,12.35,90.73,98.26,0.011439381,7.53,2.66,103,394.89,6.01,36.16,1.6,15.58,3280,0.67,12,4.6,280.8,151.1,45.1,17,0.240077277,2.219676948,-0.149867653,-2.307531899,0.033859028,2.728816363,,,99.5,0.6
PGM,245,6,245_6,292051.13,9656536.8,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,81,NA,NA,NA,1,0,8.2,NA,NA,98.4,14.54,71.2,91.07,0.019211898,10.07,0.91,131,302.28,9.09,52.04,2.98,16.24,4180,0.625,9,4.7,390.7,564.4,77.4,17.8,1.209965556,0.965611521,-1.080310239,-0.259669386,1.139222533,0.475124244,,,208.9,3.3
PGM,245,7,245_7,297767.67,9652598.35,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,79,20,0,0,NA,NA,NA,>22,NA,118.6,30.55,53.98,83.74,0.013703733,22.54,17.23,73,78.63,4.01,1.1,1.77,16.81,3960,0.542,11,5,271.6,117.8,43.1,18.6,1.291046969,0.361429105,-1.110276502,-0.418144404,,,,,85.8,3
PGM,245,8,245_8,298238.49,9654685.23,Primary_forest,Logged,,PFlog,PFlog,,0,,1,,,81,NA,NA,NA,1,0,4.5,NA,NA,121.5,8.22,78.26,95.46,-0.006274742,13.05,3.05,109,281.65,14.94,42.29,2.64,12.84,3080,0.537,27,4.5,241.2,84.4,30.2,17.2,1.097451259,0.952488057,-1.000376673,-1.376261874,0.813647364,2.011164087,,,90,0
PGM,245,9,245_9,296453.71,9652962.42,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,82,NA,NA,NA,1,0,1.2,NA,NA,165.5,17.13,60.66,94.75,0.010067609,10.97,1.52,123,235.29,4.3,109.13,1.73,14.57,2920,0.636,25,4.9,169.1,93.3,30.3,16.9,1.325204849,0.061560203,-1.058895017,-0.093315603,0.99028771,0.523210886,,,90.9,1.5
PGM,269,1,269_1,210197.65,9649157.65,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,78,NA,NA,NA,1,1,11.3,NA,NA,123.6,17.36,82.4,87.36,0.040470061,15.46,10.12,104,186.77,9.65,42.46,6.57,19.36,4100,0.518,27,5.1,284.1,677.8,69.2,15.4,-0.60266493,-1.408437802,1.094221455,1.681430546,-0.881997954,-1.754659449,,,147.4,3.3
PGM,269,10,269_10,207162.58,9643733.4,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,78,NA,NA,NA,1,0,4.3,NA,NA,82.6,10.93,84.68,96.98,0,12.93,3.21,113,217.8,10.96,66.95,5.8,14.05,3240,0.612,24,4.2,188.7,762.2,62,11.6,1.121371424,1.526259073,-1.073678881,-1.04786006,1.061535658,1.379354656,,,159.3,1.4
PGM,269,11,269_11,211926.74,9640545.44,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,84,NA,NA,NA,1,0,0,NA,NA,946.3,0.69,98.74,98.95,-0.004538015,5.44,1.54,120,233,10.43,40.58,3.35,8.57,3900,0.691,10,4.4,208.8,748.9,67.5,13.9,1.519466379,1.616012702,-1.518579163,-1.210691487,1.459276313,1.643462651,,,159.6,7.9
PGM,269,12,269_12,208760.71,9645428.74,Pasture,,,PA,PA,,0,,,,,82,NA,NA,NA,NA,NA,NA,>22,0,573.3,11.09,18.27,72.01,0.037534339,100,0,0,0,0,0,0,1.28,0,0,0,5.6,79.8,251.1,41.3,13.9,0.434074349,-1.183153352,,,,,1.106837858,1.578484768,78.1,4.3
PGM,269,13,269_13,208646.58,9649436.75,Pasture,,,PA,PA,,0,,,,,78,NA,NA,NA,NA,NA,NA,2.3,0,55.9,13.72,25.61,82.19,-0.603800812,100,0,5,1.88,0,13.75,1.17,4.16,160,0.586,0,5.7,265.2,700,58.5,12.5,-1.110126126,-1.516942506,,,,,-0.469781248,1.301072905,150,0
PGM,269,14,269_14,206297.48,9644942.34,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,>22,0,302.5,14.43,28.35,84.93,0.344632037,100,0,0,0,0,0,0,1.17,0,0,0,4.7,120.3,213.3,31.6,12.8,0.375204323,-0.132259295,,,,,0.70699562,-0.486992424,62.1,1.9
PGM,269,15,269_15,204615.33,9645910.38,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,>22,0,316.1,17.08,27.93,89.5,0.047509256,100,0,1,0,0,0.18,0.23,7.43,360,0,0,5.1,110.6,233.3,42.6,13,0.958193531,-1.518597039,,,,,1.491383262,0.681734353,64.8,2.7
PGM,269,2,269_2,207474.98,9647098.97,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,6.9,NA,NA,90,18.63,72.99,88.6,0.078598269,15.8,7.39,93,92.8,22.72,21.74,2.51,16.82,3280,0.517,21,5,309,617.8,64.7,14.3,-0.215331301,-1.173544693,0.685222162,1.611604847,-0.477137107,-1.677554505,,,150,0.1
PGM,269,4,269_4,208913.01,9643534.5,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,83,NA,NA,NA,1,0,0,NA,NA,571.7,5.69,96.24,94.44,0.000746993,16.13,5.51,119,319.61,57.07,27.03,5.16,16.03,3620,0.573,24,4.5,286.1,680,49.5,15.1,0.753111966,-0.195357442,-0.419799281,0.942944553,0.578105899,-0.913368344,,,160,0.3
PGM,269,6,269_6,209047.97,9647852.62,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,82,NA,NA,NA,1,1,6.6,NA,NA,188.9,13.2,66.2,88.4,-0.064097653,20.36,9.16,77,83.54,11.25,56.27,4.86,18.79,3400,0.46,23,5.2,264.7,688.9,56,11.5,-0.29265086,-1.146927089,0.76219178,1.524470254,-0.562193124,-1.579223244,,,143,3.6
PGM,269,7,269_7,211408.52,9643784.91,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,80,NA,NA,NA,2,0,0,NA,NA,224.2,4.04,96.83,89.49,0.037526127,16.44,13.99,100,247.67,22.86,96.25,11.51,10.33,2500,0.689,8,4.5,217.6,537.8,48.4,11.8,1.690409383,0.545326977,-1.576913865,-0.530227989,1.473699655,1.061491184,,,125.1,10.9
PGM,269,8,269_8,211456.03,9642036.06,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,77,NA,NA,NA,3,1,16.9,NA,NA,491.2,2.35,97.78,97.24,0.011090148,17.24,14,109,363.36,1.09,7.87,7.92,8.6,3380,0.719,9,4.7,211.9,428.9,40,20.5,1.822288349,0.032434429,-1.595489181,0.598805941,1.646885585,-0.336544496,,,107.7,3.2
PGM,274,1,274_1,236379.84,9645314.33,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,77,NA,NA,NA,1,2,65.8,NA,NA,201.4,6.85,62.61,87.64,0.204674622,7.36,3.19,114,171.09,8.97,32.89,5.71,14.61,4360,0.529,12,5.1,262.6,566.7,51.6,12.1,0.202055521,-0.236538432,0.166311714,0.566577994,-0.067037554,-0.466073648,,,156.7,8.5
PGM,274,10,274_10,237642.67,9641151.42,Pasture,,,PA,PA,,0,,,,,80,NA,NA,NA,NA,NA,NA,>22,0,181.8,6.48,41.41,89.43,0.108350781,100,0,0,0,0,0,0.05,1.63,0,0,0,5.1,225.8,740,59.1,11.5,-2.429015826,-0.422445394,,,,,-1.619852474,0.974439042,171.1,1.7
PGM,274,11,274_11,234962.77,9643963.15,Mechanized_agriculture,,Maize,MA,MA,,0,,,,,80,NA,NA,NA,NA,NA,NA,6.2,1,355.3,8.1,28.96,91.49,-0.469940329,100,0,0,0,0,0,0,1.85,0,0,0,4.9,312.4,653.3,62.3,11.8,-1.665750882,-0.032608608,,,,,-1.127997222,0.667265815,180,0
PGM,274,12,274_12,238713.91,9642269.55,Mechanized_agriculture,,Maize,MA,MA,,0,,,,,77,NA,NA,NA,NA,NA,NA,>22,2,611.2,4.55,8.92,84.36,0.406458602,100,0,0,0,0,0,0,5.98,0,0,0,4.6,207.6,771.1,53.3,11.9,-0.294163819,0.099430184,,,,,-0.032165851,-0.454736165,189.9,0.4
PGM,274,2,274_2,237317.5,9642362.97,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,100,NA,NA,NA,1,1,5,NA,NA,199.7,7.44,42.82,93.88,0.074704284,20.82,3.5,99,134.54,7.36,33.34,1.6,11.35,3220,0.517,21,5.1,252.7,711.1,58.8,10.8,-0.9900221,-1.026944475,1.537163345,1.209780386,-1.34779589,-1.3075624,,,187.5,2.4
PGM,274,3,274_3,235366.97,9639403.41,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,87,NA,NA,NA,2,0,11.3,NA,NA,157.2,10.45,63.94,86.92,0.050753935,14.18,2.82,137,398.22,9.86,36.81,5.66,13.24,4140,0.581,29,4.6,180,793.3,52.3,10.3,-0.730590678,0.527047334,1.134421366,-0.056125146,-0.981263661,-0.018432898,,,189.6,1
PGM,274,4,274_4,238432.67,9639524.54,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,80,NA,NA,NA,1,1,62.1,NA,NA,77.4,8.05,37.59,96.74,-0.114592009,18.17,6.5,108,121.33,5.13,27.57,9.38,15.89,5240,0.631,10,5.1,196.4,771.1,52.5,10.9,-1.481461122,-0.848302745,2.055095369,1.038916809,-1.832897715,-1.220136834,,,183.4,2.6
PGM,274,5,274_5,234002.45,9642572.79,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,1,,,78,NA,NA,NA,1,1,46.5,NA,NA,598.1,4.72,88.56,95.26,0.003772161,16.57,2.84,94,109.56,2.89,30.3,3.29,9.24,3520,0.48,20,5.3,258.4,704.4,54,10.2,-0.976942476,-2.062919149,1.511348729,2.007852055,-1.306867122,-2.047559546,,,180,0
PGM,274,6,274_6,239824.99,9643275.91,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,77,NA,NA,NA,1,1,48,NA,NA,292.1,5.32,82.6,96.14,-0.045491112,16.14,3.35,122,140.29,7.92,19.1,4.82,13.02,3600,0.491,34,5.1,429.2,546.7,61.3,10.9,-0.22414222,-0.536760044,0.713143905,1.085225534,-0.517678281,-1.183216884,,,190,0
PGM,274,7,274_7,236081.22,9640936.77,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,78,NA,NA,NA,1,1,12.8,NA,NA,192.5,8.86,67.26,91.89,0.181950005,14.74,3.12,128,225.96,6.34,65.68,3.61,11,3640,0.567,10,4.6,287.8,682.2,53.7,12,0.599997681,0.331487521,-0.315439614,0.26708488,0.426872036,-0.174554263,,,174.8,4
PGM,274,8,274_8,233660.85,9645054.93,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,68.4,NA,NA,338.2,3.82,96.37,87.44,0.013040227,20.08,13.31,95,93.51,7.97,30.39,4,9.35,3600,0.458,27,5.4,259.4,711.1,53.4,11.4,-1.009531683,-1.774129876,1.526404798,1.986128855,-1.275673402,-2.115247711,,,180,0
PGM,274,9,274_9,237193.32,9643755.39,Mechanized_agriculture,,Maize,MA,MA,,0,,,,,81,NA,NA,NA,NA,NA,NA,9.7,1,978.8,1.24,0.25,90,0.18196003,100,0,0,0,0,0,0,1.56,0,0,0,5.2,260.6,711.1,54.4,12.9,-2.20063089,-0.118554545,,,,,-1.516882576,0.906178388,172.7,3.6
PGM,315,1,315_1,220376.46,9632366.61,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,78,NA,NA,NA,1,3,3.8,NA,NA,158.4,14.51,50.27,90.55,0.01885795,19.91,8.38,97,113.21,4.98,54.07,5.82,15.01,4080,0.589,5,4.1,66,191.1,36.4,13.2,1.741692308,0.366166993,-1.563665988,0.186967576,1.588350887,0.118433405,,,111.4,2.2
PGM,315,11,315_11,218736.1,9632976.46,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,82,NA,NA,NA,1,2,86.7,NA,NA,49,27.83,71.5,93.21,-0.097544387,56.08,15.51,41,16.13,10.2,43.96,4.92,9.02,6480,0.487,0,5.6,277.1,680,52.4,11.4,-2.550986472,-0.650126371,3.088401514,0.011540563,-2.986570243,-0.01138627,,,181.4,5.3
PGM,315,2,315_2,219380.85,9629373.22,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,78,19,2,4,NA,NA,NA,>22,NA,82.3,30.25,50.44,73.35,0.046054456,34.66,14.09,35,50.97,4.55,1.95,7.33,9.67,4880,0.581,6,4.5,179.2,795.6,58.6,12.1,0.456859683,-0.208446692,-0.072844023,0.878708985,,,,,168.2,13.1
PGM,315,3,315_3,218455.91,9634932.64,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,79,NA,NA,NA,1,1,10.4,NA,NA,225.7,23.32,53.28,96.92,-0.031399417,16.24,3.74,135,201.66,5.9,44.83,7.03,9.34,4440,0.602,11,4.3,118.1,408,37.9,12.4,0.25916865,1.542009065,-0.03451071,-0.769892038,0.107532657,0.841510599,,,120.3,3.7
PGM,315,4,315_4,219896.64,9633869.86,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,82,NA,NA,NA,1,1,58.3,NA,NA,60.1,21,61.14,90.99,-0.023560719,33.4,13.69,86,218.33,15.09,79.93,10.16,17.25,4280,0.492,10,3.9,69.7,248.9,36.7,14.3,0.51464067,0.8860061,-0.338312114,-0.979041377,0.276505944,1.369879018,,,109.8,4.5
PGM,315,5,315_5,223820.78,9630040.94,Primary_forest,Logged and burnt,,PFlogbur,PFlogbur,,0,,,,,81,NA,NA,NA,1,3,82.8,NA,NA,122.6,6.08,52.9,73.61,-0.017568721,100,0,15,9.12,9.27,9.48,4.22,5.99,3760,0.518,1,5.4,287,677.8,55,12.5,-5.245664508,1.430370712,6.027556971,-1.593071003,-5.768097575,1.019634743,,,191.9,1
PGM,315,6,315_6,221955.71,9635278.81,Mechanized_agriculture,,Rice,MA,MA,,0,,,,,79,NA,NA,NA,NA,NA,NA,6,0,207.9,28.15,34.86,94.35,-0.437346936,100,0,0,0,0,0,0,0,0,0,0,4.6,195.4,766.7,51.4,13.4,-3.947736896,1.057016625,,,,,-3.396438279,-0.935823332,176,2.9
PGM,315,7,315_7,220146.88,9636124.67,Pasture,,,PA,PA,,0,,,,,77,NA,NA,NA,NA,NA,NA,>22,0,612.3,9.9,14.65,80.78,0.004816375,100,0,4,0,0,0.77,0.02,21.46,60,0,0,4.7,73.2,217.8,34.2,13.4,0.025656677,-0.154340544,,,,,0.322942437,-1.057391699,85.5,2.7
PGM,315,8,315_8,223946.73,9631555.58,Pasture,,,PA,PA,,0,,,,,79,NA,NA,NA,NA,NA,NA,>22,0,1374.1,0,0.02,0,0.009419854,100,0,0,0,0,0,0,3.27,0,0,0,5.4,300.8,617.8,57,11.4,-3.45658331,0.310855396,,,,,-2.705636695,-0.089656058,181.7,1
PGM,315,9,315_9,223729.93,9633053.92,Mechanized_agriculture,,,MA,MA,,0,,,,,78,NA,NA,NA,NA,NA,NA,>22,1,283.2,13.12,31.16,91.68,-0.075224745,100,0,0,0,0,0,0,0,0,0,0,5.1,278.8,688.9,55.4,13.3,-0.510537713,-1.325694827,,,,,0.081014636,0.468082764,165.5,4.2
PGM,342,1,342_1,146505.4,9632415.6,Primary_forest,Logged,,PFlog,PFlog,,0,,,,,77,NA,NA,NA,1,0,15.4,NA,NA,727.5,6.13,95.51,94.91,-0.001872098,14.75,2.6,109,200.97,2.27,33.91,3.34,25.23,4060,0.614,16,4.5,293.1,411.1,155,14.3,1.051020595,1.986771403,-1.036553954,-1.439275129,1.0349111,1.744739963,,,77.9,5.8
PGM,342,10,342_10,148061.87,9634925.33,Secondary_forest,Intermediate,,SFinter,SFinter,,0,1,,,,77,20,0,0,NA,NA,NA,>22,NA,223.2,22.72,86.73,43.52,0.037469605,22.35,9.99,85,113.3,4.64,10.46,1.42,12.33,3340,0.591,7,4.1,258.4,708.9,45.5,17.7,2.079982446,0.867469543,-2.034695855,-0.477228652,,,,,50.1,0.4
PGM,342,11,342_11,147605.11,9636499.54,Secondary_forest,Intermediate,,SFinter,SFinter,,0,,,,,77,20,0,0,NA,NA,NA,>22,NA,202.4,19.74,88.07,52.76,0.032069726,11.99,6.78,84,114.18,5.29,4.16,2.19,10.99,3260,0.555,16,4.5,241.3,688.9,61.2,16.2,1.774968045,1.316383563,-1.731233508,-0.926212684,,,,,55.8,4
