ID,Binomial,Group,Nrec,mtry,ntree,TP,FP,TN,FN,ROC,distriver,distroad,DPFpx,edgedist,edgels,edgepx,elevation,meanprecips,meantemps,MFls,SFAgepx,SFls,TSDls,UPFpx,method,Shape_Area,Shape_Area_scaled
905,Psychotriapaniculata,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10377807685149.8,0.748223920829957
906,Psychotriastipulosa,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8777422545644.99,0.786896665847602
907,Pterocarpusrohrii,Trees,34,4,200,29,5,154,1,0.997,0,0.0150365535706605,0.00640566425886866,0.370680253428425,0.0316068734553242,0.0126484132891374,0.0265634638640687,0.0182616060362226,0.00812099980891257,0.195089087666543,0.0395679704724288,0.0266516318967711,1,0.797893892634258,SDM,14747656402759.6,0.642628060777109
908,Pterocarpussantalinoides,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,19300000000000,0.532622276030033
909,Pteroglossusaracari,Birds,85,14,850,63,22,423,2,0.970769324953873,0.000624624632290329,0.0615038990183165,0.0149157333228355,0.109516954889138,0.0678355353970719,0.00273571797161763,0.000701352592374123,0,0.00897128991218223,0.0962361426426426,0.0479716126566659,0.017345799950545,1,0.251113006521459,SDM,274.257519570594,0.777691257734531
910,Pteroglossusbitorquatus,Birds,27,4,1500,23,4,134,1,0.980769230769231,0.0281664724559907,0.0321332225616433,0.0160103132224402,0.11967166344442,0.0397897565779937,0.0100553447884291,0.03408377152971,0,0.0149225597668796,0.187728873107685,0.0236946454152349,0.0541359207077652,1,0.415132922615844,SDM,67.8188636525529,0.951849587079772
911,Pteroglossusinscriptus,Birds,28,11,150,26,2,140,0,0.996825396825397,0.0243225977972843,0,0.000589929501960117,0.0120851521810598,0.00467181356675887,0.0433257439035265,0.0345306367063002,0.00853614140309669,0.00745683691111825,0.00963996914710696,0.000123568353479626,0.00110522398359649,1,0.099446752943431,SDM,245.201838643581,0.802203570245643
912,Ptychopetalumuncinatum,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3832666387818.55,0.906384962349293
913,Pygiptilastellaris,Birds,30,12,1850,28,2,139,1,0.98125,0.00236295804724699,0.00118224794402175,0.00128524474147757,0.0222858092856992,0.00140073499680643,0,0.00156613781874102,0.00100648675168446,0.00250165901893901,0.00896635284619599,0.00429062359665989,0.00249462838622758,1,0.0502688596564037,SDM,383.278128427399,0.685717944799186
914,Pyriglenaleuconota,Birds,89,3,400,57,32,441,4,0.954358446073481,0.0205894574953881,0.06135141256913,0.0615867350989855,0.36656645522501,0.229400546154759,0.0223841102742672,0.0105417533921911,0,0.0353569649737669,0.352186271736949,0.0579223806553101,0.104763339655673,1,0.359087962219839,SDM,164.252590025263,0.870494975449889
915,Pyriliavulturina,Birds,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,72.3178307882075,0.948054112842447
916,Pyrrhuraamazonum,Birds,16,3,100,14,2,79,1,1,0.00770557565685366,0.00693991725026487,0.0183827935739358,0.234834296193601,0.0541655119571816,0.0440313665895721,0.0252997773995476,0,0.00308338327321089,0.274648139336476,0.0338316670167088,0.0607293822016472,1,0.654217926795886,SDM,28.8887090453271,0.984692325070849
917,Pyrrhuralepida,Birds,21,3,450,16,5,105,0,0.956916099773243,0.00617627875052306,0.0358057770001847,0.01532167450973,0.193737289965115,0.111599160193006,0.00575931116699515,0.0134054037176679,0,0.0471871630479829,0.234835268527955,0.0902911700087974,0.120414282473569,0.590480898595294,1,SDM,44.673245369034,0.971375979527902
918,Qualeaparaensis,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10322538020019.8,0.749559492883222
919,Quararibeaguianensis,Trees,41,3,100,38,3,205,0,1,0,0.0296625477207371,0.00842142292098857,0.146268674435006,0.0318784769249643,0.00646086297939924,0.0229745734344999,0.00343352814795871,0.00114403911196675,0.117270247714657,0.00228929676705489,0.0133331288624539,1,0.374919984929398,SDM,7856611540806.96,0.809147740492397
920,Querulapurpurata,Birds,55,3,100,50,5,270,0,0.999777777777778,0.00083896419845383,0.0200989684179148,0.0365898349702053,0.286732838625711,0.0489424848843429,0.027974431828575,0.0260648904250524,0,0.0083759264404725,0.354982792467406,0.00152146064098445,0.0197353711673346,1,0.258667900829144,SDM,461.5077571341,0.619720898944234
921,Quiinaamazonica,Trees,13,11,350,12,1,65,0,0.995,0.0175987330279026,0.00610255560549337,0.0069719770497685,0.0337083642411241,0.0164398024166247,0.0069719770497685,0.00846276994919941,0,0.00689985914194844,0.0069719770497685,0.00844762039439428,0.0578066338730885,1,0.764737526022309,SDM,9412317586072.03,0.771554650100692
922,Quiinaparaensis,Trees,25,3,750,22,3,125,0,0.99375,0.00287392498455327,0.0284899572861898,0.0319996895897547,0.201718606670756,0.0420395103690536,0.00168392676215758,0.0218942862931436,0,0.0156330958376509,0.196472567913034,0.0260726063217741,0.0503838754029755,1,0.308498089006105,SDM,6985056305191.21,0.830208566767121
923,Ramphastostucanus,Birds,97,3,100,86,11,483,2,0.987294017768138,0.00463220902198101,0.0299797591112409,0.023655860223826,0.248716357237352,0.0665334441274844,0,0.0149040940158394,0.00244365634150466,0.0130544823704689,0.206500472606779,0.0353217135820768,0.0758034831560082,1,0.233177971756829,SDM,192.830046636002,0.846386108444679
924,Ramphastosvitellinus,Birds,90,3,1100,76,14,449,1,0.974519760542488,0.0112853672718793,0.0285455253815064,0.0415349474801576,0.167452178373041,0.0582456971585715,0.012181142135803,0.0100306412201567,0,0.015022801792448,0.236859241384007,0.0109934160135846,0.0579229511435274,1,0.222989914350584,SDM,142.359978448638,0.888964290899719
925,Ramphocaenusmelanurus,Birds,103,6,400,84,19,512,3,0.963531387993794,0,0.0475304106106173,0.0236139532340411,0.159183785669347,0.0654525139685166,0.0214967126521694,0.0197657158285194,0.00456205310606845,0.033850557565456,0.203142497966245,0.0194814910463824,0.056797870149392,1,0.149924426540339,SDM,750.669372154172,0.37577480484323
926,Ramphotrigonmegacephalum,Birds,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,188.563699961946,0.849985336534287
927,Ramphotrigonruficauda,Birds,14,13,950,11,3,63,2,0.952380952380952,0.000246014803080254,0.00860844441127753,0.00699276042361986,0.029114407593422,0.00159045968281025,0.0157887294445532,0.000158689894470344,0,0.00251503864465436,0.0247667819343987,0.00225445842917643,0.00497980877849575,1,0.12624512532392,SDM,551.283201493101,0.543983429446286
928,Rauvolfiaparaensis,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7400000000000,0.820181598064459
929,Rhabdodendronamazonicum,Trees,13,3,100,10,3,65,0,1,0.0418291222083238,0.038347208121795,0.0032765584753199,0.38992122990393,0.146324904954146,0,0.0402449338686395,0.00734187814239581,0.0164300917994928,0.190055567680727,0.0128536292297031,0.0617909262884508,1,0.717707488855669,SDM,5880029941616.75,0.856911140879696
930,Rhegmatorhinagymnops,Birds,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12.8630708563149,0.998212071948089
931,Rhynchosiaphaseoloides,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,14214474317055.2,0.655512218683501
932,Rhynchosiapyramidalis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6010000000000,0.853770460049993
933,Rhytipternasimplex,Birds,86,3,200,78,8,429,1,0.990558647701505,0.00525276777580114,0.0209758295483439,0.051286561846919,0.24704568069702,0.0581277574377746,0.00679610759488942,0.00554963241302357,0.0119040324780844,0,0.245623624050391,0.0141606969058014,0.058076534839248,1,0.314305830552952,SDM,604.995364489081,0.498670110914446
934,Richeriagrandis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13600000000000,0.670360774819632
935,Rinoreafalcata,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7398026760096.69,0.820229280713939
936,Rinoreaflavescens,Trees,13,3,100,13,0,65,0,1,0.00428388981707262,0.00718709029472922,0.0407441729167221,0.266101199840543,0.0185426929604014,0.00409907892377958,0,0.0233354942464913,0.0142201715117142,0.219398139789724,0.0168968572774471,0.0381703403420741,0.768346616782709,1,SDM,11009001458179.6,0.732971344910226
937,Rinoreaguianensis,Trees,101,4,200,89,12,505,0,0.990825,0.0181284617640901,0.0292711429884141,0.031068838689853,0.183904881705592,0.0266643006361535,0.00188397755717912,0.0170231035653275,0,0.00758402453594705,0.158867657698567,0.0153468774957859,0.0454647680787535,1,0.102821691779906,SDM,12416103729958.6,0.698969212531581
938,Rinoreaneglecta,Trees,68,5,150,64,4,340,0,1,0.00100246309472654,0.0145555094291975,0.011626192487062,0.174864210070196,0.0111131371207523,0.0104192767159762,0.00664413219001591,0,0.009994108086924,0.0596663075152978,0.015969418622767,0.0107618884493529,1,0.216831503822985,SDM,8242836338287.99,0.799814753860756
939,Rinoreapaniculata,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10500000000000,0.745271186442046
940,Rinorearacemosa,Trees,53,5,500,46,7,264,1,0.986021825396825,0.00571066211035943,0.0154536761140409,0.0497597030772975,0.10064335811718,0.0443624098987209,0,0.0215562704339808,0.00542863241160547,0.0206018653437951,0.212540260757108,0.0133242459280122,0.0220952943970183,1,0.128131996200468,SDM,8777422545644.99,0.786896665847602
941,Rinoreariana,Trees,71,12,100,62,9,328,2,0.977664399092971,0.00420398418856921,0.00827044244074083,0.0268630721894348,0.0628726231211411,0.00640632533447847,0.00276951561945432,0.00794124489202879,0.00292505837799568,0.0129512384492953,0.0189359708526553,0.0487308318379397,0,1,0.0726522880339429,SDM,6731590335917.97,0.836333482925358
942,Rinoreocarpusulei,Trees,10,8,850,6,4,44,1,0.84,0.0302379357830713,0.00316362934670076,0.399899487092974,0.801385209766823,0.0853268524683198,0.0175781451110404,0.0288287817016302,0,0.0314044580256854,0.194165741387921,0.0825015006138008,0.00798240872847791,0.843592522747736,1,SDM,10340502139705.1,0.749125396238041
943,Roucheriapunctata,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10176292665874.8,0.753093460520921
944,Roureacamptoneura,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9200000000000,0.776685230025639
945,Roureacnestidifolia,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,924174623509.286,0.976667644692779
946,Rourealigulata,Trees,18,7,850,16,2,89,1,1,0.00257794517254759,0.0247147116038494,0,0.0700555483611032,0.0227966241533512,0.0742134888967769,0.00511878262395085,0.0355326357142451,0.0355568901415234,0.0660322883492624,0.0273835946908861,0.0381267821130339,1,0.179829927024616,SDM,4043346230778.31,0.901293957911661
947,Rudgealanceifolia,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7608706603056.45,0.815138276276306
948,Ryaniaangustifolia,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8780000000000,0.78683438256803
949,Ryaniaspeciosa,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12400000000000,0.699358353512179
950,Sacoglottisguianensis,Trees,31,3,1200,27,4,154,1,0.991396825396825,0.0106111486156132,0.0067965110412863,0.0217119975955474,0.242733058023116,0.100945465393939,0.0198438980187918,0,0.0441021896516608,0.0345513242751074,0.237628367665754,0.0647053317353296,0.146139905801338,1,0.508411113097445,SDM,10239587465900.2,0.75156396390045
951,Sagotiaguianensis,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9200000000000,0.776685230025639
952,Sagotiaracemosa,Trees,99,3,150,81,18,493,2,0.969766666666667,0,0.0291734905698056,0.0603409750426651,0.268033924467171,0.0623727458553213,0.00923993698484991,0.0217835407554507,0.00412723901110462,0.0366278022511969,0.243104428843315,0.0447619476074693,0.091284467279906,1,0.322282056852521,SDM,9196621924851.88,0.776766860025586
953,Salaciacordata,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8360697301955.14,0.796966685053491
954,Salaciaimpressifolia,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11620188894662.7,0.71820221508913
955,Salaciavolubilis,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,725492147965.826,0.981468736958947
956,Saltatorgrossus,Birds,70,10,100,62,8,336,4,0.994771604938272,0.00519308293400732,0.00561074941639105,0.0130856614967034,0.0271379578574435,0.0377386113045974,0.0387198124969497,0.000273518079423871,0,0.00198536922629134,0.0183070743768101,0.00181624238145366,0.00414494864728438,1,0.12756024550463,SDM,487.768861986302,0.597566181226854
957,Sapindussaponaria,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,31205218859105.3,0.244936842097613
958,Sapiumglandulosum,Trees,58,5,1250,44,14,271,4,0.949467592592593,0.000638099961605544,0.0524076734775289,0.0316804413967033,0.316225766569385,0.22287803993237,0.0194138108111072,0.0309367666323143,0,0.0176836624406397,0.251007338065931,0.00597548552463056,0.0424403920956012,1,0.431774851849493,SDM,17446186848320.2,0.577419019985961
959,Sapiummarmieri,Trees,13,12,650,10,3,64,1,0.939666666666667,0.0417158566683529,0,0.0238590192490218,0.0435934834736387,0.0953876145910775,0.0243317438245952,0.026638141898356,0.0199195406340428,0.0321007999835766,0.103137295891696,0.0233008158524643,0.0367711765129042,1,0.785623045567181,SDM,7593597994918.91,0.815503370487476
960,Sarcaulusbrasiliensis,Trees,13,3,100,12,1,60,0,1,0.000781459927965894,0.232640119593061,0.0379859348215915,0.0955804226844296,0.0267267849933881,0.00189711101406651,0.0556313923016264,0.0206936748215441,0.014619759352969,0.163886061867652,0,0.0292510278921954,0.794003033084088,1,SDM,9702866836190.95,0.764533629480373
961,Sarcoramphuspapa,Birds,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,1194.90885972076,0.001
962,Schiffornisturdina,Birds,26,3,100,25,1,129,1,1,0.0149155426735837,0.0670615863153481,0.0153214473189244,0.175816805945883,0.0237766137856461,0,0.0237985933787542,0.0164803622396825,0.0350424910979589,0.204557868622208,0.051364683152653,0.0785009289610383,1,0.516925099521004,SDM,458.830650663829,0.621979392578909
963,Sciadoteniaparaensis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3830000000000,0.906449394674787
964,Scleruruscaudacutus,Birds,12,3,100,10,2,60,0,1,0.0172641621568477,0.0316250801179965,0.0311931441776294,0.0939225622699184,0.078780567345607,0.00324311973855823,0.0504398657357885,0,0.00658142564222661,0.136750049228676,0.0629745103223449,0.0449084915649598,1,0.887255057112118,SDM,449.887176571286,0.62952439668472
965,Sclerurusmexicanus,Birds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,521.583193121028,0.569039317436922
966,Sclerurusrufigularis,Birds,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,434.074682314515,0.642864328444564
967,Selenideragouldii,Birds,32,3,350,29,3,160,0,0.998769230769231,0,0.026489217469465,0.0340171696700217,0.146646682992594,0.0509463769281762,0.0181740050991531,0.0132997029727532,0.00927033544037628,0.0123802910042444,0.186100787787741,0.00924970084863636,0.0221427358081377,1,0.232710684313819,SDM,157.754228754182,0.875977203269191
968,Senegaliaalemquerensis,Trees,10,3,150,8,2,49,1,1,0.0118741070968934,0.0532829596184946,0,0.50408509236856,0.0467510688776444,0.00143923410245348,0.019447169242247,0.0427830864350735,0.0329161057203053,0.25379670395284,0.0123514351433778,0.0714169356455258,1,0.579222524846007,SDM,7437457263624.18,0.819276456439835
969,Senegaliaaltiscandens,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,75.9,0.999
970,Senegaliamultipinnata,Trees,67,11,1400,53,14,322,3,0.96997624446604,0.00813245650695963,0,0.0207839532366173,0.0283563321551887,0.00563445985659121,0.0882933950722795,0.0159457749323029,0.00383075313816709,0.0125819643061179,0.0181470213945773,0.00460043784599567,0.00667099192153683,1,0.202941718847737,SDM,7898141911551.72,0.808144173664229
971,Serjaniamembranacea,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9720000000000,0.764119612592202
972,Serjaniatenuifolia,Trees,18,4,350,14,4,89,1,0.97962962962963,0.0340863906814128,0.0724885895858084,0.0123366717764558,0.408301611611339,0.136528256186661,0.0207981817212371,0.0478981958567168,0.0219035617373391,0,0.212287681413119,0.0242520824780537,0.0539528336590489,1,0.194973145286087,SDM,7345693057168.39,0.821493906271386
973,Sextoniarubra,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9153056772235.73,0.777819596643286
974,Simabacedron,Trees,74,7,200,51,23,367,3,0.943750487329435,0.0124364973834391,0.0417855946059204,0.0315965277958268,0.231681308839292,0.149576215773282,0,0.0130553439388603,0.0154869208540807,0.0310672328272427,0.246134796661283,0.0340823563899087,0.064942893282924,1,0.365083425651936,SDM,11744301481597.3,0.715203078000487
975,Simabaguianensis,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9196621924851.88,0.776766860025586
976,Simabamacrophylla,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4953566664726.05,0.87929880069419
977,Simabapolyphylla,Trees,13,12,950,12,1,65,0,0.994791666666667,0,0.00677012433755124,0.00708288379806609,0.00900101432878008,0.00912618276765876,0.00708288379806609,0.0114293548951558,0.022373266320819,0.0121180251486461,0.0181495324914254,0.00445725521281905,0.0266474690811871,1,0.500977989732297,SDM,6716287865702.82,0.836703261745569
978,Simaroubaamara,Trees,49,9,450,44,5,240,5,0.986788194444444,0,0.00642453546111225,0.0119856803551405,0.0761942663978146,0.06293088084241,0.01449550437246,0.00180166857645264,0.000463808740642357,0.00273636907933413,0.0846755107297502,0.0313253148868,0.0268715380443378,1,0.683547396224821,SDM,14300000000000,0.653445520582313
979,Siparunacuspidata,Trees,30,4,300,26,4,148,2,0.994135802469136,0.00718281949145689,0.00925299519279088,0.0197849758810664,0.237619316951676,0.0364030642193386,0.0133331790446979,0,0.0104146973499855,0.00539876887729403,0.172947060870235,0.0302024553768654,0.0354868437754231,1,0.452079374959766,SDM,10676776849152.8,0.740999435946772
980,Siparunadecipiens,Trees,44,4,800,40,4,219,1,0.995238095238095,0,0.0142183148552362,0.0279717865916035,0.243030023333337,0.0420518486209336,0.00460301549824865,0.012124548712879,0.0225034030999617,0.00666659630223438,0.111347732980495,0.000445712667910548,0.0239310891905976,1,0.39455799395446,SDM,10551181982664.8,0.74403439180041
981,Siparunaglycycarpa,Trees,10,3,750,7,3,49,1,0.977185185185185,0.0360230736055835,0.0339942100089993,0.0723435728368757,0.469970446285621,0.102851859162203,0.0908652856950752,0.0813474852710795,0,0.0367064771210622,0.526732302147348,0.038025633016993,0.115065550349245,0.715154333673473,1,SDM,6985056305191.21,0.830208566767121
982,Siparunaguianensis,Trees,116,3,450,89,27,572,3,0.957291454676307,0.00513930472535695,0.0180969563051517,0.0614055723032034,0.269974750996773,0.0814656749768871,0.0192812450575996,0.0155900113087119,0,0.0145169055536737,0.189819524985405,0.036995425324649,0.0337635002442045,1,0.263426842348287,SDM,14241933092960.2,0.654848687004246
983,Siparunapoeppigii,Trees,11,11,350,10,1,54,1,1,0.00296908485419556,0.00291066347210705,0.00505339127911507,0.0224181088942704,0.00486887860684494,0,0.00291066347210705,0.00381060915105042,0.00100850555979493,0.0107037536843376,0.00670119554374352,0.00956433694547117,0.895481834859303,1,SDM,11022955647741.2,0.73263414681864
984,Sittasomusgriseicapillus,Birds,15,3,100,14,1,75,0,0.942857142857143,0.0474315601929587,0.0319701573082873,0.0221390341678659,0.28298137950804,0.066627406188194,0.0108763239742717,0.0459015665382743,0.018549175106884,0,0.236941271102585,0.00526846342575228,0.0247769708330738,1,0.535418226356862,SDM,913.133640209135,0.238714691867185
985,Sloaneaeichleri,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12771801837602.9,0.690373892642243
986,Sloaneagarckeana,Trees,15,5,650,13,2,73,2,0.977777777777778,0.0260025409642361,0,0.0178946563625358,0.200378542714244,0.0415342055147892,0.00353442277405167,0.00994512087232333,0.00537214102019826,0.0492113852299592,0.15082418039525,0.0759088411372133,0.113469069618797,0.582630159030236,1,SDM,12200840221813.7,0.704170979629136
987,Sloaneagrandiflora,Trees,55,13,400,48,7,275,0,0.9765625,0,0.0147644668913138,0.00188293082125579,0.0118765163503593,0.0172051530182886,0.0030221249022076,0.00185231168842256,0.00376520144910664,0.00479947384857175,0.00879941497251018,0.00460289739035294,0.0197011569899592,1,0.297583723706927,SDM,6801091436785.92,0.834654013223993
988,Sloaneaguianensis,Trees,37,4,1000,29,8,183,2,0.981767857142857,0.0220247495709526,0.0288401822472474,0.0251057538860436,0.314984955653808,0.0212428638783095,0,0.0415730730395939,0.00561381130936689,0.0292414533722383,0.171433736633896,0.0991472716531943,0.115317254589006,1,0.830698006586655,SDM,13843119130135,0.664485886396504
989,Sloaneaobtusa,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8339630084111.35,0.797475766976206
990,Sloaneaparviflora,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8339630084111.35,0.797475766976206
991,Sloaneaporphyrocarpa,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,15217334800214.8,0.631278447201779
992,Sloaneapubescens,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8940000000000,0.782968038742357
993,Sloanearufa,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12095532151844.1,0.706715712167389
994,Sloaneasinemariensis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5417842407537.7,0.868079740371506
995,Solanumasperum,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12300000000000,0.701774818403225
996,Solanumcoriaceum,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6730000000000,0.836371912834465
997,Solanumleucocarpon,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13967540989927.1,0.661479275837842
998,Solanumschlechtendalianum,Trees,47,13,350,41,6,221,4,0.975481009070295,0,0.00432925510427742,0.00303369901317924,0.00709546371449187,0.106833378448591,0.0388168871020822,0.00584688053695485,0.00423376155741297,0.0147189610184354,0.108836961033572,0.00204860738797418,0.009980593448605,1,0.319340575961648,SDM,15200000000000,0.631697336562902
999,Solanumuncinellum,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,16100000000000,0.609949152543492
1000,Solanumvelutinum,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9530000000000,0.768710895885188
1002,Sparattantheliumtupiniquinorum,Trees,23,4,350,17,6,115,0,0.9875,0.00266271230994688,0.00943042325158739,0.02336600078774,0.239587666154139,0.0264127045536138,0.0294710413524657,0.00225977411435334,0,0.0354544310362021,0.156337055640239,0.0171378597438029,0.0582398790298076,1,0.38849773730066,SDM,8819451362648.23,0.785881054240597
1003,Spirantheraguianensis,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4953566664726.05,0.87929880069419
1004,Spirantheraparviflora,Trees,17,3,350,12,5,82,3,0.993922902494331,0.098729259224203,0.0315551468632829,0.0147109326935788,0.518863709817693,0.312668234128752,0.0473121646183138,0.0971785802624321,0,0.0223897519656172,0.727936198578641,0.0714731704446135,0.0285418899649513,1,0.551025858958644,SDM,8710000000000,0.788525907991762
1005,Spizaetustyrannus,Birds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,617.435440015094,0.488175260708682
1006,Sterculiaexcelsa,Trees,14,3,100,13,1,54,1,1,0.0151782273835329,0.068796317854479,0.00262061160902797,0.410824968760494,0.0452845139389424,0.00262061160902797,0.0148784181118999,0.0196881125159198,0,0.56600637716815,0.0229087827591674,0.00654032982765956,1,0.680241389473449,SDM,5911648531694.33,0.856147088751428
1007,Sterculiapruriens,Trees,111,14,1450,95,16,552,3,0.979887879867047,0,0.021831721131108,0.0273321274880121,0.0443691018945833,0.0478425815527213,0.00366117098634311,0.000773133681215051,0.00875652802115765,0.0326698966086776,0.0161271993834779,0.00635485261119361,0.0206347932381964,1,0.239112401664596,SDM,9469680828367.9,0.770168487490247
