ID,Binomial,Group,Nrec,mtry,ntree,TP,FP,TN,FN,ROC,distriver,distroad,DPFpx,edgedist,edgels,edgepx,elevation,meanprecips,meantemps,MFls,SFAgepx,SFls,TSDls,UPFpx,method,Shape_Area,Shape_Area_scaled
254,Cupaniarufescens,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8283514793732.13,0.798831773266729
255,Cupaniascrobiculata,Trees,91,7,350,65,26,453,2,0.958491452991453,0.00631400423825255,0.0857008240711759,0.0358319557503834,0.254475831814751,0.0311052864054335,0,0.0097151403488634,0.00035865690539067,0.0370229104001987,0.158757149711479,0.0768845151671945,0.0466955137725195,1,0.232409283665338,SDM,14153574573189.6,0.65698383961275
256,Curareacandicans,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5182210627371.12,0.873773699611377
257,Curareatoxicofera,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7417287735202.13,0.819763846012843
258,Cybianthuspenduliflorus,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10111858177060,0.754650497320855
259,Cymbilaimuslineatus,Birds,52,5,950,49,3,260,0,0.998456790123457,0.00498326720881244,0.0102548856349862,0.0324716676764695,0.144279493793554,0.0262284582298514,0.00629661811611055,0.00402482015769695,0.00655697647112857,0.00348047910584771,0.114829592115661,0,0.00600170350042716,1,0.234211156046948,SDM,543.892721551192,0.550218277440323
260,Cynometramarginata,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9544756681865.74,0.768354305848819
261,Cyphorhinaarada,Birds,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,364.224743025871,0.701791997186053
262,Dacniscayana,Birds,16,13,200,10,6,72,3,0.929166666666667,0.0241539720063705,0.0361475315602494,0.0140991865815801,0.180516566146959,0.074523247255295,0.00613884000456661,0.0752263008322191,0.0105856755642301,0,0.0706781197172039,0.00199569409106538,0.0229232676130414,1,0.0385707630729549,SDM,999.356930276689,0.165973934657561
263,Dacnislineata,Birds,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,494.993700029783,0.591471074097586
264,Dalbergiamonetaria,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13400000000000,0.675193704601723
265,Deconychuralongicauda,Birds,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,89.0011689162354,0.933979509017122
266,Degueliautilis,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7627967578161.89,0.81467284157521
267,Dendrexetastesrufigula,Birds,15,5,250,14,1,74,1,1,0,0.00276686284290493,0.0270065874139255,0.14110548365156,0.0362154220011167,0.0120498786397279,0.0157262056739945,0.00874213357574365,0.0165690765871844,0.120658133613291,0.018802281648871,0.0181240733199797,1,0.167506427659663,SDM,300.546002280572,0.755513443170535
268,Dendrobangiaboliviana,Trees,12,4,100,10,2,60,0,1,0.076481413380625,0.0683103334181929,0.0130382839587378,0.203051508158427,0.0293983927072179,0.00283969907794994,0.0232252911513164,0,0.0033611870259068,0.168442039733022,0.00283969907794994,0.00422484118374997,1,0.312510489241067,SDM,10613087270138.7,0.742538472262902
269,Dendrocinclafuliginosa,Birds,100,3,1500,83,17,499,1,0.981417181069959,0,0.0156186204888152,0.039306994177853,0.262896065170297,0.0791280292169374,0.0195778597993721,0.0141001268343997,0.00311782763850542,0.0154630216200721,0.252728002545642,0.0443098988277043,0.115757619804029,1,0.334516109762357,SDM,695.544724160302,0.42227974141949
270,Dendrocinclamerula,Birds,15,3,100,12,3,73,2,1,0.020787148748843,0.0900360561981624,0.0255542398880115,0.451637898875374,0.123271900898741,0.15316236394443,0.0698520204518677,0,0.00423791500730558,0.373234496623069,0.00944570094919061,0.0220065692267757,1,0.573729526458489,SDM,437.649689404927,0.639848336795642
271,Dendrocolaptescerthia,Birds,64,14,250,59,5,303,2,0.998897058823529,0,0.000875270264351836,0.0025429227398255,0.00268521207882044,5.04450938581614E-05,0.0258304478733013,0.00489310185758835,0.000825876743322133,0.0014903245238282,0.00292365037773899,0.00119549822191539,0.00661866756270154,1,0.00141435669537833,SDM,545.087367829369,0.549210435187909
272,Dendrocolaptespicumnus,Birds,40,3,200,37,3,200,0,1,0.00795812189413048,0.0583118596177544,0.0480565253647907,0.222988347244534,0.0890281349979117,0.0117429551432366,0.0233201019746137,0.00414684742113585,0.000697039652816109,0.226067260923166,0,0.0188303402262318,1,0.419331984994294,SDM,473.084289593742,0.609954561608737
273,Deroptyusaccipitrinus,Birds,21,3,200,18,3,100,0,1,0.0166358030673773,0.0121278433129848,0.0110261991848835,0.142608548176771,0.155676055358973,5.41707427655898E-06,0.0180104982193816,0.00119478791455298,0,0.197316629359837,0.0338216254511987,0.0459759054715123,1,0.352755563284838,SDM,339.53060836827,0.722624768148783
274,Derrisfloribunda,Trees,45,11,350,42,3,222,3,1,0.0040258705090123,0.00465450151340689,0.00263624737232035,0.0163864282408766,0.00236744279659774,0.00862916346405688,0.00278983328011085,0.00150160832502278,0,0.011535063582306,0.00516235128669331,0.00755218449370351,1,0.0498800169570033,SDM,11540252879253.8,0.720133840836787
275,Dialiumguianense,Trees,63,3,100,55,8,309,1,0.9915836352657,0,0.0263939876875239,0.0520233876712876,0.233626888851572,0.0478166433872851,0.0225871159663997,0.0195489525239532,0.0142214405278944,0.0293538998893046,0.202122641621619,0.0295426805807123,0.0395513016668385,1,0.230764251486004,SDM,14272798270315.4,0.654102840829898
276,Dicellaconwayi,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6527236829676.44,0.841271613657305
277,Dichapetalumpedunculatum,Trees,11,3,100,8,3,45,0,1,0.0243539792907546,0.038926309208535,0.0287235712540199,0.342636507032975,0.0935131002950791,0.133101095717444,0.0254846993013448,0.0405888249423149,0,0.325698563546258,0.0306236308846114,0.0732073544772925,1,0.699214930805805,SDM,6450000000000,0.843138014529393
278,Dicranostylesampla,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10602246208917.3,0.742800442701134
279,Dicranostylesintegra,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6259162363503.88,0.847749539014223
280,Dicranostyleslaxa,Trees,11,13,800,9,2,54,1,0.991111111111111,0.00380872517302569,0.00761516519378069,0.0238158855668616,0.0330280868219611,0.0460680476431356,0.0085049531857188,0.0161078107175717,0,0.0145469782136138,0.0268838453915068,0.00732447106198714,0.00925810949599286,1,0.0899924747784723,SDM,3832666387818.55,0.906384962349293
281,Dimorphandramultiflora,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3920000000000,0.904274576272846
282,Diniziaexcelsa,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5796404243656.25,0.858931926510803
283,Diocleabicolor,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11408303408488.8,0.723322353471743
284,Diocleacoriacea,Trees,13,12,150,9,4,58,2,0.946031746031746,0.16945691848798,0.0254092954175815,0,0.00524827077549566,0.0344692279421058,0.0244594437979748,0.0333160100967506,0.00407743809912364,0.0177718420602463,0.145329585988674,0.0227084611488557,0.0530132930946554,1,0.28925320715087,SDM,9755380680089.68,0.763264650879621
285,Diocleaglabra,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10100000000000,0.754937046006228
286,Diocleamacrocarpa,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7856611540806.96,0.809147740492397
287,Diocleamalacocarpa,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8115360014491.29,0.802895174469699
288,Diospyroscapreifolia,Trees,39,3,150,31,8,194,1,0.971634615384615,0.01141105672818,0.02724172980759,0.0509540929299264,0.238197381336123,0.0704768622795711,0.00913098644820544,0.00796862279343706,0.00825191986885883,0.0199388801789343,0.184086215481361,0,0.0219448285650765,1,0.376469817324858,SDM,13019706775353.4,0.684383356858334
289,Diospyroscarbonaria,Trees,30,7,1200,26,4,150,0,0.992460317460317,0,0.00521733459415249,0.00673348844192907,0.120873145676049,0.026689028182852,0.0430795415598715,0.0107955900599738,0.00628721158416575,0.0288515632140795,0.0939868877780717,0.0290371816824033,0.0126164260498242,1,0.189267370872831,SDM,3916292085779.06,0.904364176718186
290,Diospyrosguianensis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5182210627371.12,0.873773699611377
291,Diospyrosvestita,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,11480931358804,0.721567324551291
292,Diplooncuspidatum,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10700000000000,0.740438256659955
293,Diplopteryslucida,Trees,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12100000000000,0.706607748185316
294,Diplotropisduckei,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4970000000000,0.878901694916868
295,Diplotropispurpurea,Trees,13,12,100,10,3,63,2,0.978125,0.00222827593127057,0.00676634299741661,0.00993046022642438,0.0249057497953553,0.000777121099651909,0.0129815732686819,0,0.00335883213540825,0.00604722544536939,0.134725545048842,0.0245980417916164,0.029511734147779,0.757470126377212,1,SDM,12095532151844.1,0.706715712167389
296,Dipteryxodorata,Trees,32,3,1200,23,9,154,1,0.985092592592593,0.0094822208069883,0.014602162330043,0.077722057742787,0.507001051231395,0.123405724650543,0.0491651336736888,0,0.00660856293991715,0.0179666693360398,0.282873750870539,0.075253062681775,0.0525386559159322,1,0.653780187012915,SDM,10761125436849.7,0.738961181938983
297,Dixiphiapipra,Birds,14,3,100,9,5,68,2,0.964814814814815,0,0.0906389804538097,0.117024883167176,0.318019787289377,0.208773526868721,0.0585347188744879,0.0621584537366707,0.0530799524743448,0.160503268638248,0.302190209003362,0.153556315828162,0.212497227149309,1,0.648870744360216,SDM,403.383657400384,0.668756270053892
298,Dodecastigmaintegrifolium,Trees,49,3,100,42,7,243,2,0.9515625,0.0242609655520629,0.0278228672836842,0.0324096154819351,0.287342633116258,0.0424004071021538,0.00601827458731922,0.0149505728008672,0.0184597752817002,0,0.276851901645336,0.0813615793420558,0.246770595816516,1,0.711495533434151,SDM,4126971928738.82,0.899273172280553
299,Dolichandraquadrivalvis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,17755179014346.4,0.569952332777857
300,Dolichandraunguis-cati,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,21436303313928.9,0.480999256482697
301,Doliocarpusamazonicus,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8873346007107.62,0.784578709079082
302,Doliocarpusbrevipedicellatus,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13700000000000,0.667944309928586
303,Doliocarpusdentatus,Trees,36,4,400,29,7,176,4,0.995321637426901,0,0.0147651795698081,0.016627307741539,0.318832290081017,0.0930067376463154,0.00327724787399437,0.00262454018347212,0.00495315375341179,0.0289462133523253,0.204436912757763,0.0323895261303206,0.0386902371729175,1,0.341064975221303,SDM,15318920620763.2,0.628823661513946
304,Doliocarpusgracilis,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5605660519642.91,0.863541181633459
305,Doliocarpusmajor,Trees,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,13273425709670.2,0.678252327888633
306,Drypetesvariabilis,Trees,17,14,2000,14,3,80,0,0.989506172839506,0.0040772957490727,0.0143883431725154,0.00387876209415563,0.00426795313943326,0.00832505998634967,0.00564034469319993,0.0145523400407742,0.00118619328052758,0,0.00376764012000814,0.00576884806949953,0.00523232197615,1,0.105129093925301,SDM,6565741062008.08,0.840341172401444
307,Duckesiaverrucosa,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5123536866617.43,0.875191530440246
308,Duguetiacalycina,Trees,30,3,100,27,3,149,1,0.992307692307692,0.011541392483551,0,0.0485451645081257,0.228760181798009,0.0303812816530859,0.0184008011380635,0.0202843769257184,0.019082021737441,0.0236121741305054,0.169255934333084,0.0153856527162324,0.0462700684920419,1,0.521975767907204,SDM,6726560796550.41,0.836455019978356
309,Duguetiaechinophora,Trees,48,6,1250,45,3,240,0,0.976984126984127,0,0.0192952258991147,0.00692104692159822,0.0723968728570354,0.016528556816974,0.0035558798372164,0.0070446131264504,0.00594620546155967,0.0108003000256895,0.0711149120799244,0.0216526151278853,0.0269687808990646,1,0.283549421538004,SDM,6985056305191.21,0.830208566767121
310,Duguetiaeximia,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4061310350463.62,0.90085986126648
311,Duguetiaflagellaris,Trees,60,10,300,57,3,300,0,1,0.00142586093582085,0.0067248403391215,0.00075586551516367,0.00944738172455728,0.00605590410044696,0,0.000235002330819724,0.000705935861603808,0.00432019877992237,0.0119433482307709,0.00513720093862805,0.00990527309093052,1,0.067373882196687,SDM,12580382969748.6,0.694999462378779
312,Duguetialongicuspis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3830000000000,0.906449394674787
313,Duguetiapycnastera,Trees,25,3,400,22,3,124,1,0.992307692307692,0.0154605920204892,0.0224619053127894,0,0.269436171022173,0.0545148693293533,0.0207574530123149,0.0183596226704065,0.00463519002567085,0.0241614556050486,0.271335614757446,0.0515728361709477,0.128077452884892,1,0.585197417334453,SDM,5182210627371.12,0.873773699611377
314,Duguetiaquitarensis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10300000000000,0.750104116224137
315,Duguetiastelechantha,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4919197081483.07,0.880129329606456
316,Duguetiasurinamensis,Trees,30,6,300,26,4,150,0,1,0,0.0217140649538973,0.024222632497018,0.0474761110093324,0.0932779538055118,0.0068914794674547,0.00781524550664029,0.00159012358183432,0.00458950097527414,0.123088338723374,0.006526326060668,0.0310701140978457,1,0.258087614714273,SDM,6946391106859.22,0.831142897709867
317,Dulaciacandida,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,12600000000000,0.694525423730088
318,Dulaciaguianensis,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,10761096520429.1,0.738961880694135
319,Duroiaguianensis,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6717747144214.15,0.836667998792681
320,Duroiamacrophylla,Trees,14,3,100,14,0,70,0,1,0.0195599622492396,0.0617290016259237,0.0429670134205825,0.261334310482602,0.0776754973106662,0.0112768910618368,0.0164720873232046,0,0.0271633083997276,0.286439549890314,0.00465588334416568,0.0502968459819759,1,0.774591861419447,SDM,6210067560281.95,0.848935897697409
321,Dussiadiscolor,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6966560635281.27,0.830655508136859
322,Dysithamnusmentalis,Birds,34,3,100,27,7,170,0,0.983544444444444,0.00230819654089664,0.0450883478052062,0.067137842033435,0.355073552614466,0.0964574074576964,0,0.000416060397654953,0.0126862698577954,0.0756988504549526,0.442807949974389,0.0790827303901915,0.113586387307535,1,0.467649664492895,SDM,351.508726935732,0.712519639779624
323,Ecclinusaguianensis,Trees,46,14,1500,42,4,228,2,0.992444444444444,0.000950478080583377,0.0628434416375044,0.0988387485482562,0.0109233297768336,0.000734590922186383,0.00186132674385825,0.0083344575477519,0.00162050526775703,0,0.0134474142599108,0.00278686697801867,0.0101640547959369,1,0.436891423455788,SDM,7931142181042.48,0.807346733738034
324,Ecclinusaramiflora,Trees,31,3,400,23,8,143,2,0.943482905982906,0,0.0290497170756865,0.00970327345792725,0.369754666735579,0.0922752630637773,0.00410496931653728,0.05111730556605,0.00877486842283838,0.0452210851166675,0.185094783803225,0.0248290227899849,0.0410995490978198,1,0.500355614851829,SDM,13373690813490.9,0.675829456856835
325,Elachypterafloribunda,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8677960235407.3,0.789300137654318
326,ElanoidesForficatus,Birds,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,1042.1338459471,0.129885944573675
327,Elizabethaparaensis,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,4061310350463.62,0.90085986126648
328,Emmotumfagifolium,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,5820000000000,0.85836174334298
329,Endlicheriamultiflora,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7925875872450.94,0.807473992236203
330,Endlicheriasprucei,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8120000000000,0.802783050848931
331,Endopleurauchi,Trees,14,3,100,14,0,70,0,1,0.119318925802266,0.0046825028249706,0.0176681619627527,0.481197516128636,0.0508663215246938,0.00302830841871872,0.142516828230357,0,0.0263158069418564,0.27944696357581,0.0174131278881519,0.0138324702588106,1,0.462581645157757,SDM,6040097358390.56,0.853043167951353
332,Enterolobiummaximum,Trees,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,8071586998855.72,0.803952934024284
333,Ephedranthusparviflorus,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6926050792501.64,0.831634414265046
334,Ephedranthuspisocarpus,Trees,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,1544350169179.29,0.961681320368813
335,Epinecrophyllaleucophthalma,Birds,19,3,100,18,1,95,0,1,0.00422092633038686,0.109054990292982,0.00422092633038686,0.711953493228937,0.285594038767322,0.00981228328752271,0.034874260343692,0,0.0197229160367082,0.654133030455996,0.0118027981587741,0.0228208747422422,1,0.821982451894493,SDM,172.984554279338,0.863128407887098
336,Eriothecagracilipes,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9394575585190.21,0.771983379322971
337,Eriothecalongipedicellata,Trees,60,12,100,46,14,298,2,0.95137618010167,0.00426168347802578,0.00478632108996354,0.0142440969586016,0.0771177988818417,0.142748456225699,0.00864734067320602,0,0.00924183536985247,0.00948894778040352,0.0859538856407751,0.104460852036728,0.0134022992693795,1,0.33274519637434,SDM,3832666387818.55,0.906384962349293
338,Erismauncinatum,Trees,10,3,200,9,1,50,0,1,0.0218717291483162,0.088412704443522,0.067826102051685,0.352894375451569,0.189824607498181,0,0.144472791247727,0.0153482388184676,0.0132322690602361,0.471443798996385,0.00573523214358557,0.0165687872418609,1,0.787078424629501,SDM,12095532151844.1,0.706715712167389
339,Erythroxylummacrophyllum,Trees,16,14,300,12,4,79,1,0.996444444444444,0,0.00483814908826402,0.0350458662943815,0.0108015621200838,0.0135646150515606,0.039823567675608,0.00487212232469737,0.00794953402582089,0.00726181025799907,0.0017985426622646,0.00748266101362998,0.00829039821841499,1,0.00640264807456377,SDM,13233203260874.5,0.6792242892421
340,Eschweileraamazonica,Trees,122,4,600,104,18,610,0,0.971049562250936,0.00828113424263754,0.0219703774594655,0.0292780122804092,0.195118152705959,0.0352255876767693,0.00244103130025514,0.0197951272471189,0,0.0329263628939977,0.149496295122573,0.0279876132695828,0.0706936256694861,1,0.217310943822188,SDM,3832666387818.55,0.906384962349293
341,Eschweileraapiculata,Trees,14,3,150,14,0,70,0,1,0.0225267269706033,0.0747759977087697,0.0398115753850591,0.151720719925564,0.0357441822297216,0,0.0498719127865628,0.0280572353974785,0.00751960127807532,0.223152525518413,0,0.0161843682426272,1,0.666401223775768,SDM,3916292085779.06,0.904364176718186
342,Eschweilerabracteosa,Trees,16,3,100,15,1,80,0,1,0.0544545894068772,0.02709206530017,0.020063620011688,0.18662482979139,0.0182203366910434,0,0.0779662508496626,0.0121610275760875,0.0364360737620173,0.162267182579875,0.0519595235087165,0.14868272172215,1,0.786941467509261,SDM,7169382797451.62,0.825754381796753
343,Eschweileracollina,Trees,29,3,200,22,7,143,2,0.976648351648352,0.0474983849747014,0.0403141097212233,0.0278594217931721,0.336910694198644,0.0487179779467756,0,0.0434291139739035,0.039233194988345,0.0835203934174579,0.198188545604793,0.0677431720709592,0.17007751149974,1,0.922174747070299,SDM,5182210627371.12,0.873773699611377
344,Eschweileracoriacea,Trees,154,3,450,126,28,767,3,0.970972502970831,0,0.0280487272799173,0.0418281646469603,0.21895038961251,0.130858354856773,0.0191247292596869,0.0310293880366632,0.00593949935795805,0.0353688198740137,0.246182960683907,0.0516739453599869,0.0931989074180684,1,0.321827793276816,SDM,12282223411106.5,0.702204383432662
345,Eschweileragrandiflora,Trees,104,6,500,89,15,520,0,0.994383364945224,0,0.0235955529468181,0.0182675819190848,0.13152324895976,0.0155380978853777,0.00169364860142925,0.00656532484939973,0.00159632065580009,0.0186066727234479,0.131592325799655,0.0194789461362243,0.0178093189245897,1,0.187323955136503,SDM,5207162564577.94,0.873170744809138
346,Eschweileramicrantha,Trees,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,6790250375564.49,0.834915983662226
347,Eschweileraovata,Trees,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,7909230928700.49,0.807876211458067
348,Eschweilerapaniculata,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,2050000000000,0.949462469735399
349,Eschweileraparviflora,Trees,33,4,250,26,7,164,1,0.979884259259259,7.42390116621533E-05,0,0.00756636408825712,0.192678902916655,0.116263371253878,0.0164529097772589,0.00962884701771005,0.00870359941280003,0.0101968633395694,0.310446895409083,0.00975055825740223,0.0298742600864586,1,0.674563417741028,SDM,5037192362686.56,0.877278015063083
350,Eschweilerapedicellata,Trees,94,14,100,81,13,467,3,0.982434881847476,0.000221402325981767,0.03001826464863,0.0176036820160128,0.0791237625070462,0.00434808460016962,0,0.00371122291881875,0.0010331186507523,0.015839256072675,0.0358456208409094,0.0270279030234972,0.0109389529088857,1,0.207569719437503,SDM,7925875872450.94,0.807473992236203
351,Eschweilerapiresii,Trees,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,3916292085779.06,0.904364176718186
352,Eugeniabelemitana,Trees,41,14,1900,33,8,202,3,0.983548611111111,0.0128532155040242,0.0116716815978851,0.0165084035942774,0.0304269326081857,0.00715938310505297,0.0170690098716966,0.0129239558101399,0,0.0550787130579441,0.028711699805882,0.0576992792218793,0.0393899683887012,1,0.288976875651454,SDM,3832666387818.55,0.906384962349293
353,Eugeniacupulata,Trees,28,12,100,20,8,139,1,0.873611111111111,0.0437936546525282,0.0118886219355287,0,0.0129966845279132,0.00585721925450182,0.0110537893677007,0.112851926167994,0.0195586420797829,0.0293453018747591,0.0157388676944143,0.00843656304657524,0.0140733395859501,1,0.160331699947041,SDM,7666101226269.25,0.813751355357021
354,Eugeniaflavescens,Trees,21,4,650,16,5,104,1,0.984740740740741,0,0.0583582161510898,0.0238248220285632,0.266488037650708,0.105171634681558,0.00285560381581265,0.0137162609002775,0.0104370044281603,0.00500641443184382,0.33456746793616,0.0156220215807202,0.0153868772983981,1,0.544820136331482,SDM,10804661673045.3,0.737909144076434
355,Eugeniagrandiflora,Trees,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,910220433948,0.977004842784358
356,Eugeniaomissa,Trees,33,3,150,27,6,139,1,0.9892,0.0237630235981757,0.0427400013917445,0.00781698485944146,0.517344790788711,0.0919881448999079,0.00519382495943987,0.0413049729859089,0,0.0211880911196233,0.269350880937994,0.0292135914112876,0.0378398069616171,1,0.873422872713536,SDM,7559611799834.52,0.816324634959492
357,Eugeniapatens,Trees,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPFls,9432253705018.46,0.771072900785715
