"Region","Catchment","Transect","Transectcode","Group","Binomial","UTM_X","UTM_Y","Longitude","Latitude","LU_FT_Code"
"STM","363","4","363_4","Trees","Caseariajavitensis",725275,9629596,-54.9724935104025,-3.34901560428729,"PFund"
"STM","363","5","363_5","Trees","Caseariajavitensis",723984,9630941,-54.9841326695962,-3.3368790345185,"PFund"
"STM","363","7","363_7","Trees","Caseariajavitensis",726636,9632799,-54.9603092231649,-3.32003100120141,"PFund"
"STM","363","8","363_8","Trees","Caseariajavitensis",725295,9631802,-54.9723545076416,-3.32907011617893,"PFund"
"STM","399","10","399_10","Trees","Caseariajavitensis",743614,9616792,-54.8072562137813,-3.46441108926054,"PFlogbur"
"STM","399","6","399_6","Trees","Caseariajavitensis",739760,9615664,-54.8419058078501,-3.47468877671095,"PFlog"
"STM","399","7","399_7","Trees","Caseariajavitensis",739702,9620667,-54.8425297241038,-3.42946021261033,"PFlog"
"STM","399","8","399_8","Trees","Caseariajavitensis",737528,9614864,-54.8619704056044,-3.48196716032788,"SFinter"
"STM","69","10","69_10","Trees","Caseariajavitensis",758450,9720953,-54.6757768740995,-2.52252117333543,"SFold"
"STM","69","11","69_11","Trees","Caseariajavitensis",758995,9715296,-54.6707865025916,-2.57364943438829,"PFlogbur"
"STM","69","2","69_2","Trees","Caseariajavitensis",756592,9717559,-54.6924221629905,-2.55323198029939,"SFold"
"STM","69","6","69_6","Trees","Caseariajavitensis",761016,9718487,-54.6526738069778,-2.54477092414593,"SFinter"
"STM","81","11","81_11","Trees","Caseariajavitensis",777953,9707254,-54.5002537028544,-2.64601229254577,"SFold"
"STM","81","15","81_15","Trees","Caseariajavitensis",781706,9705956,-54.4664995842736,-2.65767507159097,"PFlog"
"STM","81","2","81_2","Trees","Caseariajavitensis",773838,9709315,-54.5372750862926,-2.62745792046189,"PFlogbur"
"STM","81","3","81_3","Trees","Caseariajavitensis",773174,9710826,-54.5432696252592,-2.61381218441972,"PFlogbur"
"STM","81","7","81_7","Trees","Caseariajavitensis",775833,9713039,-54.5194106367241,-2.59376252774754,"SFold"
"STM","99","10","99_10","Trees","Caseariajavitensis",763630,9705083,-54.6289527288012,-2.66589087060144,"SFinter"
"STM","99","4","99_4","Trees","Caseariajavitensis",761106,9708475,-54.651698129996,-2.63527271676081,"SFinter"
"STM","99","6","99_6","Trees","Caseariajavitensis",761980,9702007,-54.6437309120697,-2.69372474480995,"SFold"
"STM","99","7","99_7","Trees","Caseariajavitensis",759616,9704334,-54.6650209169254,-2.67273084545674,"SFold"
"STM","ExtraSTM","1","ExtraSTM_1","Trees","Caseariajavitensis",725675,9675624,-54.9696992948288,-2.93285420328746,"PFund"
"STM","ExtraSTM","2","ExtraSTM_2","Trees","Caseariajavitensis",723636,9675026,-54.9880259787442,-2.93829428491729,"PFund"
"STM","ExtraSTM","3","ExtraSTM_3","Trees","Caseariajavitensis",722040,9676125,-55.0023963739131,-2.92838352478995,"PFund"
"STM","ExtraSTM","4","ExtraSTM_4","Trees","Caseariajavitensis",725976,9682714,-54.9671070056495,-2.86874610272497,"PFund"
"STM","ExtraSTM","5","ExtraSTM_5","Trees","Caseariajavitensis",726945,9683880,-54.9584122135226,-2.85818834303032,"PFund"
"PGM","147","4","147_4","Trees","Caseariasylvestris",256209.12,9677041.68,-47.193179186318,-2.91972880962193,"SFinter"
"PGM","274","7","274_7","Trees","Caseariasylvestris",236081.22,9640936.77,-47.3748761080411,-3.24571983442183,"PFlogbur"
"PGM","315","2","315_2","Trees","Caseariasylvestris",219380.85,9629373.22,-47.5253230449001,-3.34986749963188,"SFinter"
"PGM","315","3","315_3","Trees","Caseariasylvestris",218455.91,9634932.64,-47.5335129136189,-3.29959929635205,"PFlogbur"
"PGM","342","1","342_1","Trees","Caseariasylvestris",146505.4,9632415.6,-48.1804386272693,-3.32046878448726,"PFlog"
"PGM","342","3","342_3","Trees","Caseariasylvestris",145697.17,9633769.93,-48.1876636185433,-3.30821170828854,"PFlog"
"PGM","423","5","423_5","Trees","Caseariasylvestris",226919.13,9616210.6,-47.4578300246253,-3.46901258862991,"PFlogbur"
"STM","103","2","103_2","Trees","Caseariasylvestris",729806,9701458,-54.9329625369473,-2.69921633497105,"SFinter"
"STM","103","3","103_3","Trees","Caseariasylvestris",729758,9703154,-54.933419932271,-2.6838832150894,"SFold"
"STM","103","8","103_8","Trees","Caseariasylvestris",736485,9708157,-54.8730185009334,-2.63854761233359,"SFold"
"STM","129","3","129_3","Trees","Caseariasylvestris",747562,9694642,-54.7732172738082,-2.76055116624366,"PFlogbur"
"STM","165","6","165_6","Trees","Caseariasylvestris",719122,9687188,-55.0288098612335,-2.82840196152099,"PFbur"
"STM","199","3","199_3","Trees","Caseariasylvestris",740797,9684553,-54.8338697907863,-2.85187463352871,"PFlogbur"
"STM","236","5","236_5","Trees","Caseariasylvestris",751787,9671264,-54.734818146937,-2.97181546772287,"PFlog"
"STM","307","2","307_2","Trees","Caseariasylvestris",738656,9650303,-54.8525146533619,-3.16155380563684,"PFlogbur"
"STM","81","3","81_3","Trees","Caseariasylvestris",773174,9710826,-54.5432696252592,-2.61381218441972,"PFlogbur"
"STM","99","7","99_7","Trees","Caseariasylvestris",759616,9704334,-54.6650209169254,-2.67273084545674,"SFold"
"PGM","274","3","274_3","Trees","Casimirellaampla",235366.97,9639403.41,-47.3813321005731,-3.25956493415873,"PFlog"
"PGM","358","4","358_4","Trees","Casimirellaampla",256256.95,9638962.83,-47.193456461947,-3.26397685320273,"PFlog"
"PGM","549","1","549_1","Trees","Casimirellaampla",107391.87,9580414.01,-48.5337090645471,-3.78882561947277,"PFund"
"PGM","549","8","549_8","Trees","Casimirellaampla",109967.09,9586294.85,-48.5103471587414,-3.73581719241879,"PFund"
"STM","103","2","103_2","Trees","Casimirellaampla",729806,9701458,-54.9329625369473,-2.69921633497105,"SFinter"
"STM","129","10","129_10","Trees","Casimirellaampla",747189,9698470,-54.7766346007917,-2.72595140394371,"PFlogbur"
"STM","129","5","129_5","Trees","Casimirellaampla",750316,9699748,-54.7485444487856,-2.71434565716149,"PFlogbur"
"STM","157","3","157_3","Trees","Casimirellaampla",779789,9686500,-54.4833605908969,-2.83356009323814,"PFlogbur"
"STM","199","6","199_6","Trees","Casimirellaampla",743859,9680563,-54.8062697429415,-2.8878934478624,"SFold"
"STM","199","9","199_9","Trees","Casimirellaampla",746573,9680843,-54.7818720336637,-2.88531455924244,"SFold"
"STM","260","1","260_1","Trees","Casimirellaampla",734009,9667929,-54.894623646577,-3.00228490829191,"PFlog"
"STM","261","3","261_3","Trees","Casimirellaampla",726500,9665889,-54.9621185040032,-3.02085778999525,"PFlog"
"STM","261","4","261_4","Trees","Casimirellaampla",725806,9667694,-54.9683902281958,-3.00454992368926,"PFlog"
"STM","261","7","261_7","Trees","Casimirellaampla",724786,9669927,-54.9776005078643,-2.98437760276162,"PFlog"
"STM","261","8","261_8","Trees","Casimirellaampla",721050,9665034,-55.0111194040393,-3.02867962755524,"PFund"
"STM","357","5","357_5","Trees","Casimirellaampla",735596,9638733,-54.8798205275947,-3.26621263797858,"PFbur"
"STM","363","4","363_4","Trees","Casimirellaampla",725275,9629596,-54.9724935104025,-3.34901560428729,"PFund"
"STM","363","6","363_6","Trees","Casimirellaampla",727125,9631039,-54.9558773731694,-3.33593440572094,"PFund"
"STM","399","5","399_5","Trees","Casimirellaampla",743648,9619966,-54.8070161379352,-3.43571642069721,"PFlogbur"
"STM","69","11","69_11","Trees","Casimirellaampla",758995,9715296,-54.6707865025916,-2.57364943438829,"PFlogbur"
"STM","81","11","81_11","Trees","Casimirellaampla",777953,9707254,-54.5002537028544,-2.64601229254577,"SFold"
"STM","81","7","81_7","Trees","Casimirellaampla",775833,9713039,-54.5194106367241,-2.59376252774754,"SFold"
"STM","99","8","99_8","Trees","Casimirellaampla",763947,9701216,-54.6260358610169,-2.70084031420947,"SFinter"
"STM","ExtraSTM","1","ExtraSTM_1","Trees","Casimirellaampla",725675,9675624,-54.9696992948288,-2.93285420328746,"PFund"
"PGM","152","6","152_6","Trees","Cassipoureaguianensis",303751.81,9677244.16,-46.7656283741577,-2.91865468088511,"SFold"
"PGM","342","10","342_10","Trees","Cassipoureaguianensis",148061.87,9634925.33,-48.1663772552795,-3.29784327766982,"SFinter"
"PGM","342","4","342_4","Trees","Cassipoureaguianensis",151430.31,9636713.12,-48.1360516886569,-3.28178987228917,"PFlog"
"PGM","342","9","342_9","Trees","Cassipoureaguianensis",146653.86,9637592.21,-48.1789556747267,-3.27371279345682,"PFlogbur"
"PGM","547","5","547_5","Trees","Cassipoureaguianensis",159354.15,9590353.31,-48.0661904115053,-3.70082377128345,"PFlog"
"PGM","549","12","549_12","Trees","Cassipoureaguianensis",111707.71,9584996.26,-48.4947475574461,-3.74760613220228,"PFund"
"PGM","549","5","549_5","Trees","Cassipoureaguianensis",107265.43,9584625.46,-48.5346918891128,-3.75079327307192,"PFund"
"PGM","549","7","549_7","Trees","Cassipoureaguianensis",109440.36,9580983.55,-48.5152741062997,-3.78375808302138,"PFund"
"PGM","549","9","549_9","Trees","Cassipoureaguianensis",106837.24,9587101.22,-48.5384509830948,-3.72842260642165,"PFlog"
"STM","165","1","165_1","Trees","Cassipoureaguianensis",719111,9688900,-55.0289348485788,-2.81292273187611,"PFlogbur"
"STM","165","3","165_3","Trees","Cassipoureaguianensis",720873,9686438,-55.0130529036528,-2.83515617822308,"PFbur"
"STM","236","3","236_3","Trees","Cassipoureaguianensis",751303,9674273,-54.7392252559294,-2.9446231248235,"PFlogbur"
"STM","261","3","261_3","Trees","Cassipoureaguianensis",726500,9665889,-54.9621185040032,-3.02085778999525,"PFlog"
"STM","261","8","261_8","Trees","Cassipoureaguianensis",721050,9665034,-55.0111194040393,-3.02867962755524,"PFund"
"PGM","245","11","245_11","Trees","Castillaulei",293943.71,9656654.15,-46.8541556314509,-3.10469294290501,"PFlogbur"
"STM","125","10","125_10","Trees","Castillaulei",768385,9688539,-54.585912540055,-2.81534895703746,"PFbur"
"STM","125","9","125_9","Trees","Castillaulei",770348,9689782,-54.5682895357699,-2.80407673563088,"PFlog"
"STM","157","1","157_1","Trees","Castillaulei",784055,9687461,-54.445033375971,-2.82479012488384,"SFold"
"STM","157","2","157_2","Trees","Castillaulei",781895,9686683,-54.4644336251382,-2.83186459389189,"PFlogbur"
"STM","157","3","157_3","Trees","Castillaulei",779789,9686500,-54.4833605908969,-2.83356009323814,"PFlogbur"
"STM","157","6","157_6","Trees","Castillaulei",775800,9689360,-54.5192727750141,-2.80778759774332,"PFlog"
"STM","160","10","160_10","Trees","Castillaulei",735421,9688212,-54.8822682121512,-2.81888453467537,"PFlog"
"STM","160","8","160_8","Trees","Castillaulei",740196,9691139,-54.8393835975344,-2.79234333519085,"SFold"
"STM","165","4","165_4","Trees","Castillaulei",720779,9689088,-55.0139388751932,-2.81119733798972,"PFlogbur"
"STM","165","6","165_6","Trees","Castillaulei",719122,9687188,-55.0288098612335,-2.82840196152099,"PFbur"
"STM","236","2","236_2","Trees","Castillaulei",753605,9673967,-54.718521342743,-2.94734692341136,"PFlogbur"
"STM","307","2","307_2","Trees","Castillaulei",738656,9650303,-54.8525146533619,-3.16155380563684,"PFlogbur"
"STM","307","6","307_6","Trees","Castillaulei",736585,9648345,-54.8711051172289,-3.17929414739301,"AP"
"STM","307","7","307_7","Trees","Castillaulei",740242,9651902,-54.8382801214202,-3.1470682032797,"PFlogbur"
"STM","357","1","357_1","Trees","Castillaulei",735590,9635970,-54.879821874509,-3.29119243265795,"PFbur"
"STM","357","2","357_2","Trees","Castillaulei",732012,9634408,-54.9119778895253,-3.30538265321255,"PFlogbur"
"STM","357","9","357_9","Trees","Castillaulei",734154,9639054,-54.8927975214793,-3.26333793644606,"SFinter"
"STM","69","8","69_8","Trees","Castillaulei",758553,9721830,-54.6748651792419,-2.51459174579397,"PFlog"
"STM","81","15","81_15","Trees","Castillaulei",781706,9705956,-54.4664995842736,-2.65767507159097,"PFlog"
"STM","99","11","99_11","Trees","Castillaulei",762019,9704400,-54.6434217792756,-2.67209275055042,"SFyoung"
"STM","99","6","99_6","Trees","Castillaulei",761980,9702007,-54.6437309120697,-2.69372474480995,"SFold"
"STM","ExtraSTM","3","ExtraSTM_3","Trees","Castillaulei",722040,9676125,-55.0023963739131,-2.92838352478995,"PFund"
"PGM","142","12","142_12","Birds","Cathartesmelambrotus",205435.77,9676781.85,-47.6496490006035,-2.9210886038438,"PFlogbur"
"PGM","142","2","142_2","Birds","Cathartesmelambrotus",198492.14,9678012.94,-47.7120347844473,-2.90981366280728,"PFlogbur"
"PGM","142","5","142_5","Birds","Cathartesmelambrotus",207414.65,9676620.92,-47.6318647493605,-2.92258503983544,"PFlog"
"PGM","152","11","152_11","Birds","Cathartesmelambrotus",298707.96,9676856.58,-46.810998019918,-2.92208687571782,"PA"
"PGM","245","6","245_6","Birds","Cathartesmelambrotus",292051.13,9656536.8,-46.8711814108021,-3.10572390140404,"PFlog"
"PGM","269","6","269_6","Birds","Cathartesmelambrotus",209047.97,9647852.62,-47.6178126827569,-3.18261459238231,"PFlogbur"
"PGM","274","7","274_7","Birds","Cathartesmelambrotus",236081.22,9640936.77,-47.3748761080411,-3.24571983442183,"PFlogbur"
"PGM","44","1","44_1","Birds","Cathartesmelambrotus",283371.34,9709020.01,-46.9484511042748,-2.63103847364972,"PFlogbur"
"PGM","44","15","44_15","Birds","Cathartesmelambrotus",279701.57,9711498.91,-46.9814101827411,-2.60857280089374,"PA"
"STM","260","8","260_8","Birds","Cathartesmelambrotus",737129,9663386,-54.8664857922616,-3.04330235094303,"SFyoung"
"STM","ExtraSTM","4","ExtraSTM_4","Birds","Cathartesmelambrotus",725976,9682714,-54.9671070056495,-2.86874610272497,"PFund"
"PGM","549","7","549_7","Trees","Cathedraacuminata",109440.36,9580983.55,-48.5152741062997,-3.78375808302138,"PFund"
"STM","260","6","260_6","Trees","Cathedraacuminata",735988,9668191,-54.8768313712219,-2.99988161967768,"PFlog"
"PGM","342","3","342_3","Trees","Cecropialatifolia",145697.17,9633769.93,-48.1876636185433,-3.30821170828854,"PFlog"
"PGM","100","5","100_5","Trees","Cecropiaobtusa",181103.12,9694343.75,-47.86795535461,-2.76186491865803,"PFlog"
"PGM","202","2","202_2","Trees","Cecropiaobtusa",235580.39,9662037.96,-47.3789469494114,-3.0549715627519,"PFlogbur"
"PGM","274","7","274_7","Trees","Cecropiaobtusa",236081.22,9640936.77,-47.3748761080411,-3.24571983442183,"PFlogbur"
"PGM","315","1","315_1","Trees","Cecropiaobtusa",220376.46,9632366.61,-47.5163004174162,-3.32283571982462,"PFlogbur"
"PGM","315","3","315_3","Trees","Cecropiaobtusa",218455.91,9634932.64,-47.5335129136189,-3.29959929635205,"PFlogbur"
"PGM","342","1","342_1","Trees","Cecropiaobtusa",146505.4,9632415.6,-48.1804386272693,-3.32046878448726,"PFlog"
"PGM","342","3","342_3","Trees","Cecropiaobtusa",145697.17,9633769.93,-48.1876636185433,-3.30821170828854,"PFlog"
"PGM","342","4","342_4","Trees","Cecropiaobtusa",151430.31,9636713.12,-48.1360516886569,-3.28178987228917,"PFlog"
"PGM","342","5","342_5","Trees","Cecropiaobtusa",151357.12,9638323.6,-48.1366641992676,-3.26723973246348,"PFlog"
"PGM","342","8","342_8","Trees","Cecropiaobtusa",151487.02,9634929.69,-48.13559238057,-3.29790187904043,"PFlog"
"PGM","369","1","369_1","Trees","Cecropiaobtusa",188743.04,9631337.34,-47.8007748503857,-3.33136701154303,"PFlogbur"
"PGM","369","3","369_3","Trees","Cecropiaobtusa",184173.01,9629559.73,-47.8419096214712,-3.34731089047676,"PFlog"
"PGM","423","6","423_6","Trees","Cecropiaobtusa",231284.73,9616366.91,-47.4185581686549,-3.46770139232173,"PFlogbur"
"PGM","423","9","423_9","Trees","Cecropiaobtusa",221859.62,9618193.73,-47.5032914348596,-3.45096860882803,"PFlogbur"
"PGM","549","7","549_7","Trees","Cecropiaobtusa",109440.36,9580983.55,-48.5152741062997,-3.78375808302138,"PFund"
"STM","103","8","103_8","Trees","Cecropiaobtusa",736485,9708157,-54.8730185009334,-2.63854761233359,"SFold"
"STM","112","12","112_12","Trees","Cecropiaobtusa",783365,9702074,-54.4515169178383,-2.69273015257551,"PFlog"
"STM","129","2","129_2","Trees","Cecropiaobtusa",748761,9695667,-54.7624552809406,-2.75126465454858,"PFlogbur"
"STM","157","2","157_2","Trees","Cecropiaobtusa",781895,9686683,-54.4644336251382,-2.83186459389189,"PFlogbur"
"STM","157","4","157_4","Trees","Cecropiaobtusa",779556,9688296,-54.485489963066,-2.8173318383782,"PFlog"
"STM","160","5","160_5","Trees","Cecropiaobtusa",740111,9692336,-54.8401675609686,-2.78152311499997,"SFold"
"STM","165","7","165_7","Trees","Cecropiaobtusa",719954,9686492,-55.0213176238789,-2.8346821576331,"PFlogbur"
"STM","199","6","199_6","Trees","Cecropiaobtusa",743859,9680563,-54.8062697429415,-2.8878934478624,"SFold"
"STM","236","3","236_3","Trees","Cecropiaobtusa",751303,9674273,-54.7392252559294,-2.9446231248235,"PFlogbur"
"STM","236","5","236_5","Trees","Cecropiaobtusa",751787,9671264,-54.734818146937,-2.97181546772287,"PFlog"
"STM","260","5","260_5","Trees","Cecropiaobtusa",735807,9669983,-54.8784902227076,-2.98368363788629,"PFlogbur"
"STM","261","7","261_7","Trees","Cecropiaobtusa",724786,9669927,-54.9776005078643,-2.98437760276162,"PFlog"
"STM","307","2","307_2","Trees","Cecropiaobtusa",738656,9650303,-54.8525146533619,-3.16155380563684,"PFlogbur"
"STM","307","3","307_3","Trees","Cecropiaobtusa",738194,9653759,-54.8567337236066,-3.13031788493662,"PFlogbur"
"STM","307","7","307_7","Trees","Cecropiaobtusa",740242,9651902,-54.8382801214202,-3.1470682032797,"PFlogbur"
"STM","357","1","357_1","Trees","Cecropiaobtusa",735590,9635970,-54.879821874509,-3.29119243265795,"PFbur"
"STM","357","2","357_2","Trees","Cecropiaobtusa",732012,9634408,-54.9119778895253,-3.30538265321255,"PFlogbur"
"STM","357","5","357_5","Trees","Cecropiaobtusa",735596,9638733,-54.8798205275947,-3.26621263797858,"PFbur"
"STM","363","7","363_7","Trees","Cecropiaobtusa",726636,9632799,-54.9603092231649,-3.32003100120141,"PFund"
"STM","81","15","81_15","Trees","Cecropiaobtusa",781706,9705956,-54.4664995842736,-2.65767507159097,"PFlog"
"STM","99","8","99_8","Trees","Cecropiaobtusa",763947,9701216,-54.6260358610169,-2.70084031420947,"SFinter"
"STM","ExtraSTM","3","ExtraSTM_3","Trees","Cecropiaobtusa",722040,9676125,-55.0023963739131,-2.92838352478995,"PFund"
"PGM","100","3","100_3","Trees","Cecropiasciadophylla",183543.53,9695657.02,-47.8459979374664,-2.75005140886462,"PFlogbur"
"PGM","100","5","100_5","Trees","Cecropiasciadophylla",181103.12,9694343.75,-47.86795535461,-2.76186491865803,"PFlog"
"PGM","100","6","100_6","Trees","Cecropiasciadophylla",180076.74,9697831.08,-47.8771026929851,-2.73033229146818,"PFlogbur"
"PGM","142","1","142_1","Trees","Cecropiasciadophylla",207251.84,9675527.64,-47.6333513024298,-2.93246206346498,"PFlog"
"PGM","142","12","142_12","Trees","Cecropiasciadophylla",205435.77,9676781.85,-47.6496490006035,-2.9210886038438,"PFlogbur"
"PGM","142","3","142_3","Trees","Cecropiasciadophylla",203755.18,9675551.61,-47.6647814652085,-2.93217064228016,"PFlog"
"PGM","142","4","142_4","Trees","Cecropiasciadophylla",202683.01,9677747.91,-47.6743717803243,-2.91229922205482,"PFlogbur"
"PGM","142","6","142_6","Trees","Cecropiasciadophylla",200679.93,9679245.07,-47.6923441045484,-2.89872624174554,"PFlogbur"
"PGM","147","1","147_1","Trees","Cecropiasciadophylla",257306.63,9673966.58,-47.1833646099923,-2.94754845167829,"PFlog"
"PGM","147","11","147_11","Trees","Cecropiasciadophylla",255423.25,9678171.28,-47.2002256457732,-2.9095029327373,"PFlog"
"PGM","147","2","147_2","Trees","Cecropiasciadophylla",260481.05,9673887.84,-47.1548213348986,-2.94831620666434,"PFlogbur"
"PGM","147","3","147_3","Trees","Cecropiasciadophylla",260326.47,9677623.44,-47.1561466664017,-2.91454133248445,"PFlogbur"
"PGM","202","1","202_1","Trees","Cecropiasciadophylla",234874.62,9672081.62,-47.385095474813,-2.96417104385618,"PFlogbur"
"PGM","202","13","202_13","Trees","Cecropiasciadophylla",229991.2,9668690.91,-47.4290681186452,-2.99472333001091,"PFlogbur"
"PGM","235","1","235_1","Trees","Cecropiasciadophylla",244197.58,9658355.38,-47.3015333959829,-3.0884306623458,"PFlog"
"PGM","235","3","235_3","Trees","Cecropiasciadophylla",239013.1,9656275.29,-47.3481951080256,-3.10713091973341,"PFlogbur"
"PGM","235","4","235_4","Trees","Cecropiasciadophylla",245145.59,9662637.75,-47.2929259074639,-3.04973758422904,"SFold"
"PGM","245","2","245_2","Trees","Cecropiasciadophylla",296712.5,9655903.23,-46.8292615393853,-3.11152666792651,"PFlog"
"PGM","245","6","245_6","Trees","Cecropiasciadophylla",292051.13,9656536.8,-46.8711814108021,-3.10572390140404,"PFlog"
"PGM","245","8","245_8","Trees","Cecropiasciadophylla",298238.49,9654685.23,-46.8155536185704,-3.12256423132283,"PFlog"
"PGM","245","9","245_9","Trees","Cecropiasciadophylla",296453.71,9652962.42,-46.831635548469,-3.13811456084029,"PFlog"
"PGM","269","1","269_1","Trees","Cecropiasciadophylla",210197.65,9649157.65,-47.6074461614775,-3.1708465694406,"PFlogbur"
"PGM","269","10","269_10","Trees","Cecropiasciadophylla",207162.58,9643733.4,-47.6348594375815,-3.21979824707857,"PFlog"
"PGM","269","11","269_11","Trees","Cecropiasciadophylla",211926.74,9640545.44,-47.5920960095455,-3.24872047972924,"PFlog"
"PGM","269","2","269_2","Trees","Cecropiasciadophylla",207474.98,9647098.97,-47.6319727944181,-3.18938946493661,"PFlogbur"
"PGM","269","4","269_4","Trees","Cecropiasciadophylla",208913.01,9643534.5,-47.6191253244645,-3.22163657620656,"PFlog"
"PGM","269","6","269_6","Trees","Cecropiasciadophylla",209047.97,9647852.62,-47.6178126827569,-3.18261459238231,"PFlogbur"
"PGM","274","2","274_2","Trees","Cecropiasciadophylla",237317.5,9642362.97,-47.3637278999,-3.23285420095353,"PFlogbur"
"PGM","274","3","274_3","Trees","Cecropiasciadophylla",235366.97,9639403.41,-47.3813321005731,-3.25956493415873,"PFlog"
"PGM","274","5","274_5","Trees","Cecropiasciadophylla",234002.45,9642572.79,-47.3935362558336,-3.23088742627357,"PFlogbur"
"PGM","274","6","274_6","Trees","Cecropiasciadophylla",239824.99,9643275.91,-47.341158284012,-3.2246542619822,"PFlogbur"
"PGM","274","7","274_7","Trees","Cecropiasciadophylla",236081.22,9640936.77,-47.3748761080411,-3.24571983442183,"PFlogbur"
"PGM","274","8","274_8","Trees","Cecropiasciadophylla",233660.85,9645054.93,-47.3965558088803,-3.20844393275984,"PFlogbur"
"PGM","315","1","315_1","Trees","Cecropiasciadophylla",220376.46,9632366.61,-47.5163004174162,-3.32283571982462,"PFlogbur"
"PGM","342","2","342_2","Trees","Cecropiasciadophylla",145992.72,9635407.88,-48.1849601542515,-3.29342477345345,"PFlog"
"PGM","342","3","342_3","Trees","Cecropiasciadophylla",145697.17,9633769.93,-48.1876636185433,-3.30821170828854,"PFlog"
"PGM","342","4","342_4","Trees","Cecropiasciadophylla",151430.31,9636713.12,-48.1360516886569,-3.28178987228917,"PFlog"
"PGM","342","5","342_5","Trees","Cecropiasciadophylla",151357.12,9638323.6,-48.1366641992676,-3.26723973246348,"PFlog"
"PGM","342","8","342_8","Trees","Cecropiasciadophylla",151487.02,9634929.69,-48.13559238057,-3.29790187904043,"PFlog"
"PGM","358","11","358_11","Trees","Cecropiasciadophylla",256148.07,9637236.59,-47.19446975223,-3.27958050010421,"PFlogbur"
"PGM","358","4","358_4","Trees","Cecropiasciadophylla",256256.95,9638962.83,-47.193456461947,-3.26397685320273,"PFlog"
"PGM","358","5","358_5","Trees","Cecropiasciadophylla",254302.71,9637339.62,-47.2110661554551,-3.27861237465098,"PFlogbur"
"PGM","369","1","369_1","Trees","Cecropiasciadophylla",188743.04,9631337.34,-47.8007748503857,-3.33136701154303,"PFlogbur"
"PGM","369","5","369_5","Trees","Cecropiasciadophylla",189883.3,9629641.49,-47.7905659789872,-3.34672029939042,"PFlogbur"
"PGM","369","8","369_8","Trees","Cecropiasciadophylla",191294.27,9628360.27,-47.7779122128613,-3.35833398697347,"PFlog"
"PGM","423","1","423_1","Trees","Cecropiasciadophylla",227953.86,9616659.85,-47.4485123567256,-3.46497621298374,"PFlogbur"
"PGM","423","6","423_6","Trees","Cecropiasciadophylla",231284.73,9616366.91,-47.4185581686549,-3.46770139232173,"PFlogbur"
"PGM","423","7","423_7","Trees","Cecropiasciadophylla",219705.29,9613536.32,-47.5227797850028,-3.49301155734559,"PFlog"
"PGM","44","2","44_2","Trees","Cecropiasciadophylla",278901.12,9717045.15,-46.9885286480744,-2.55841425644689,"PFlogbur"
"PGM","44","4","44_4","Trees","Cecropiasciadophylla",284641.06,9714635.84,-46.9369574693163,-2.58027845512145,"PFlogbur"
"PGM","44","5","44_5","Trees","Cecropiasciadophylla",280518.35,9717989.21,-46.9739763253536,-2.54990090225666,"PFlogbur"
"PGM","443","1","443_1","Trees","Cecropiasciadophylla",271598.88,9620279.03,-47.0558078649278,-3.43319272369048,"PFlogbur"
"PGM","443","2","443_2","Trees","Cecropiasciadophylla",268582.68,9619650.04,-47.0829566078737,-3.43882039658987,"PFlog"
"PGM","547","1","547_1","Trees","Cecropiasciadophylla",162537.48,9587906.15,-48.0376397820466,-3.72303071982279,"PFlog"
"PGM","547","10","547_10","Trees","Cecropiasciadophylla",164259.67,9587356.24,-48.0221691735215,-3.72805222795671,"REF"
"PGM","547","2","547_2","Trees","Cecropiasciadophylla",159361.2,9588713.93,-48.0661780883495,-3.71563397969239,"PFlog"
"PGM","549","11","549_11","Trees","Cecropiasciadophylla",106416.79,9585558.13,-48.5422860844489,-3.74234070698851,"PFlog"
"PGM","549","9","549_9","Trees","Cecropiasciadophylla",106837.24,9587101.22,-48.5384509830948,-3.72842260642165,"PFlog"
"STM","103","7","103_7","Trees","Cecropiasciadophylla",729736,9709990,-54.9337203648732,-2.62207793046384,"AP"
"STM","112","12","112_12","Trees","Cecropiasciadophylla",783365,9702074,-54.4515169178383,-2.69273015257551,"PFlog"
"STM","125","10","125_10","Trees","Cecropiasciadophylla",768385,9688539,-54.585912540055,-2.81534895703746,"PFbur"
"STM","125","9","125_9","Trees","Cecropiasciadophylla",770348,9689782,-54.5682895357699,-2.80407673563088,"PFlog"
"STM","129","5","129_5","Trees","Cecropiasciadophylla",750316,9699748,-54.7485444487856,-2.71434565716149,"PFlogbur"
"STM","157","1","157_1","Trees","Cecropiasciadophylla",784055,9687461,-54.445033375971,-2.82479012488384,"SFold"
"STM","157","3","157_3","Trees","Cecropiasciadophylla",779789,9686500,-54.4833605908969,-2.83356009323814,"PFlogbur"
"STM","157","4","157_4","Trees","Cecropiasciadophylla",779556,9688296,-54.485489963066,-2.8173318383782,"PFlog"
"STM","157","6","157_6","Trees","Cecropiasciadophylla",775800,9689360,-54.5192727750141,-2.80778759774332,"PFlog"
"STM","157","8","157_8","Trees","Cecropiasciadophylla",777468,9689932,-54.5042901962794,-2.80258550773461,"SFold"
"STM","160","5","160_5","Trees","Cecropiasciadophylla",740111,9692336,-54.8401675609686,-2.78152311499997,"SFold"
"STM","160","9","160_9","Trees","Cecropiasciadophylla",739363,9689969,-54.846853748148,-2.80293473310009,"PFlogbur"
