"Region","Catchment","Transect","Transectcode","Group","Binomial","UTM_X","UTM_Y","Longitude","Latitude","LU_FT_Code"
"PGM","274","6","274_6","Trees","Abaremacochleata",239824.99,9643275.91,-47.341158284012,-3.2246542619822,"PFlogbur"
"PGM","369","3","369_3","Trees","Abaremacochleata",184173.01,9629559.73,-47.8419096214712,-3.34731089047676,"PFlog"
"STM","103","1","103_1","Trees","Abaremacochleata",730352,9705652,-54.9281173748277,-2.66128930669085,"AP"
"STM","112","12","112_12","Trees","Abaremacochleata",783365,9702074,-54.4515169178383,-2.69273015257551,"PFlog"
"STM","160","9","160_9","Trees","Abaremacochleata",739363,9689969,-54.846853748148,-2.80293473310009,"PFlogbur"
"STM","165","1","165_1","Trees","Abaremacochleata",719111,9688900,-55.0289348485788,-2.81292273187611,"PFlogbur"
"STM","199","6","199_6","Trees","Abaremacochleata",743859,9680563,-54.8062697429415,-2.8878934478624,"SFold"
"STM","236","6","236_6","Trees","Abaremacochleata",748788,9669959,-54.7617606514954,-2.98366809206538,"PFlog"
"STM","236","7","236_7","Trees","Abaremacochleata",753908,9672539,-54.7157705621059,-2.96025019412649,"PFlog"
"STM","307","2","307_2","Trees","Abaremacochleata",738656,9650303,-54.8525146533619,-3.16155380563684,"PFlogbur"
"STM","357","2","357_2","Trees","Abaremacochleata",732012,9634408,-54.9119778895253,-3.30538265321255,"PFlogbur"
"STM","357","9","357_9","Trees","Abaremacochleata",734154,9639054,-54.8927975214793,-3.26333793644606,"SFinter"
"STM","363","8","363_8","Trees","Abaremacochleata",725295,9631802,-54.9723545076416,-3.32907011617893,"PFund"
"STM","399","7","399_7","Trees","Abaremacochleata",739702,9620667,-54.8425297241038,-3.42946021261033,"PFlog"
"STM","399","9","399_9","Trees","Abaremacochleata",737588,9618775,-54.8615099850785,-3.44660799183252,"PFund"
"STM","81","15","81_15","Trees","Abaremacochleata",781706,9705956,-54.4664995842736,-2.65767507159097,"PFlog"
"STM","81","9","81_9","Trees","Abaremacochleata",773766,9712153,-54.537972238125,-2.6018073243236,"PFlogbur"
"STM","99","10","99_10","Trees","Abaremacochleata",763630,9705083,-54.6289527288012,-2.66589087060144,"SFinter"
"STM","99","7","99_7","Trees","Abaremacochleata",759616,9704334,-54.6650209169254,-2.67273084545674,"SFold"
"STM","ExtraSTM","4","ExtraSTM_4","Trees","Abaremacochleata",725976,9682714,-54.9671070056495,-2.86874610272497,"PFund"
"STM","261","2","261_2","Trees","Abaremafloribunda",725072,9662198,-54.9748989881093,-3.05425362301643,"PFlog"
"STM","363","2","363_2","Trees","Abaremafloribunda",727196,9636742,-54.9553444095833,-3.28437104078331,"PFbur"
"PGM","100","10","100_10","Trees","Abaremajupunba",178054.35,9697314.01,-47.895285885706,-2.73496038217493,"SFyoung"
"PGM","100","5","100_5","Trees","Abaremajupunba",181103.12,9694343.75,-47.86795535461,-2.76186491865803,"PFlog"
"PGM","142","6","142_6","Trees","Abaremajupunba",200679.93,9679245.07,-47.6923441045484,-2.89872624174554,"PFlogbur"
"PGM","152","6","152_6","Trees","Abaremajupunba",303751.81,9677244.16,-46.7656283741577,-2.91865468088511,"SFold"
"PGM","235","1","235_1","Trees","Abaremajupunba",244197.58,9658355.38,-47.3015333959829,-3.0884306623458,"PFlog"
"PGM","269","11","269_11","Trees","Abaremajupunba",211926.74,9640545.44,-47.5920960095455,-3.24872047972924,"PFlog"
"PGM","269","8","269_8","Trees","Abaremajupunba",211456.03,9642036.06,-47.5962941817293,-3.23523781877465,"PFlogbur"
"PGM","274","7","274_7","Trees","Abaremajupunba",236081.22,9640936.77,-47.3748761080411,-3.24571983442183,"PFlogbur"
"PGM","315","2","315_2","Trees","Abaremajupunba",219380.85,9629373.22,-47.5253230449001,-3.34986749963188,"SFinter"
"PGM","315","3","315_3","Trees","Abaremajupunba",218455.91,9634932.64,-47.5335129136189,-3.29959929635205,"PFlogbur"
"PGM","342","12","342_12","Trees","Abaremajupunba",149306.72,9633946.66,-48.1552167623227,-3.30671952844179,"SFold"
"PGM","342","5","342_5","Trees","Abaremajupunba",151357.12,9638323.6,-48.1366641992676,-3.26723973246348,"PFlog"
"PGM","358","4","358_4","Trees","Abaremajupunba",256256.95,9638962.83,-47.193456461947,-3.26397685320273,"PFlog"
"PGM","369","10","369_10","Trees","Abaremajupunba",187532.32,9628107.55,-47.8117436631337,-3.36052036065505,"PFlog"
"PGM","369","7","369_7","Trees","Abaremajupunba",191637.2,9627024.67,-47.7748629283501,-3.37041170212159,"PFlog"
"PGM","423","9","423_9","Trees","Abaremajupunba",221859.62,9618193.73,-47.5032914348596,-3.45096860882803,"PFlogbur"
"PGM","547","1","547_1","Trees","Abaremajupunba",162537.48,9587906.15,-48.0376397820466,-3.72303071982279,"PFlog"
"PGM","549","1","549_1","Trees","Abaremajupunba",107391.87,9580414.01,-48.5337090645471,-3.78882561947277,"PFund"
"STM","157","1","157_1","Trees","Abaremajupunba",784055,9687461,-54.445033375971,-2.82479012488384,"SFold"
"STM","160","10","160_10","Trees","Abaremajupunba",735421,9688212,-54.8822682121512,-2.81888453467537,"PFlog"
"STM","260","3","260_3","Trees","Abaremajupunba",733236,9665827,-54.901538782075,-3.02130243026878,"PFlogbur"
"STM","260","4","260_4","Trees","Abaremajupunba",738238,9665979,-54.8565586633026,-3.01983997285961,"PFlog"
"STM","260","5","260_5","Trees","Abaremajupunba",735807,9669983,-54.8784902227076,-2.98368363788629,"PFlogbur"
"STM","261","11","261_11","Trees","Abaremajupunba",723074,9662010,-54.9928655170699,-3.05598730237222,"PFund"
"STM","261","7","261_7","Trees","Abaremajupunba",724786,9669927,-54.9776005078643,-2.98437760276162,"PFlog"
"STM","261","9","261_9","Trees","Abaremajupunba",720643,9663785,-55.0147592633762,-3.03997932248163,"PFund"
"STM","357","2","357_2","Trees","Abaremajupunba",732012,9634408,-54.9119778895253,-3.30538265321255,"PFlogbur"
"STM","363","6","363_6","Trees","Abaremajupunba",727125,9631039,-54.9558773731694,-3.33593440572094,"PFund"
"STM","ExtraSTM","1","ExtraSTM_1","Trees","Abaremajupunba",725675,9675624,-54.9696992948288,-2.93285420328746,"PFund"
"STM","ExtraSTM","3","ExtraSTM_3","Trees","Abaremajupunba",722040,9676125,-55.0023963739131,-2.92838352478995,"PFund"
"PGM","142","4","142_4","Trees","Abaremamataybifolia",202683.01,9677747.91,-47.6743717803243,-2.91229922205482,"PFlogbur"
"PGM","142","6","142_6","Trees","Abaremamataybifolia",200679.93,9679245.07,-47.6923441045484,-2.89872624174554,"PFlogbur"
"PGM","147","2","147_2","Trees","Abaremamataybifolia",260481.05,9673887.84,-47.1548213348986,-2.94831620666434,"PFlogbur"
"PGM","147","3","147_3","Trees","Abaremamataybifolia",260326.47,9677623.44,-47.1561466664017,-2.91454133248445,"PFlogbur"
"PGM","147","5","147_5","Trees","Abaremamataybifolia",258270.23,9674861.83,-47.1746841992724,-2.93947197584796,"PFlog"
"PGM","147","7","147_7","Trees","Abaremamataybifolia",258421.07,9677961.35,-47.1732738671787,-2.91145333999047,"PFlog"
"PGM","147","8","147_8","Trees","Abaremamataybifolia",255521.63,9679303.06,-47.1993212499012,-2.89927295536544,"PFlog"
"PGM","202","1","202_1","Trees","Abaremamataybifolia",234874.62,9672081.62,-47.385095474813,-2.96417104385618,"PFlogbur"
"PGM","202","13","202_13","Trees","Abaremamataybifolia",229991.2,9668690.91,-47.4290681186452,-2.99472333001091,"PFlogbur"
"PGM","235","3","235_3","Trees","Abaremamataybifolia",239013.1,9656275.29,-47.3481951080256,-3.10713091973341,"PFlogbur"
"PGM","245","2","245_2","Trees","Abaremamataybifolia",296712.5,9655903.23,-46.8292615393853,-3.11152666792651,"PFlog"
"PGM","245","6","245_6","Trees","Abaremamataybifolia",292051.13,9656536.8,-46.8711814108021,-3.10572390140404,"PFlog"
"PGM","269","1","269_1","Trees","Abaremamataybifolia",210197.65,9649157.65,-47.6074461614775,-3.1708465694406,"PFlogbur"
"PGM","269","10","269_10","Trees","Abaremamataybifolia",207162.58,9643733.4,-47.6348594375815,-3.21979824707857,"PFlog"
"PGM","274","1","274_1","Trees","Abaremamataybifolia",236379.84,9645314.33,-47.3720987500107,-3.20615643518791,"PFlogbur"
"PGM","274","7","274_7","Trees","Abaremamataybifolia",236081.22,9640936.77,-47.3748761080411,-3.24571983442183,"PFlogbur"
"PGM","274","8","274_8","Trees","Abaremamataybifolia",233660.85,9645054.93,-47.3965558088803,-3.20844393275984,"PFlogbur"
"PGM","342","4","342_4","Trees","Abaremamataybifolia",151430.31,9636713.12,-48.1360516886569,-3.28178987228917,"PFlog"
"PGM","342","5","342_5","Trees","Abaremamataybifolia",151357.12,9638323.6,-48.1366641992676,-3.26723973246348,"PFlog"
"PGM","342","7","342_7","Trees","Abaremamataybifolia",144692.07,9632682.16,-48.1967285990671,-3.3180081385899,"PFlog"
"PGM","369","8","369_8","Trees","Abaremamataybifolia",191294.27,9628360.27,-47.7779122128613,-3.35833398697347,"PFlog"
"PGM","423","4","423_4","Trees","Abaremamataybifolia",226556.33,9619321.7,-47.4610208516081,-3.44088412943709,"SFyoung"
"PGM","423","7","423_7","Trees","Abaremamataybifolia",219705.29,9613536.32,-47.5227797850028,-3.49301155734559,"PFlog"
"PGM","547","2","547_2","Trees","Abaremamataybifolia",159361.2,9588713.93,-48.0661780883495,-3.71563397969239,"PFlog"
"PGM","549","11","549_11","Trees","Abaremamataybifolia",106416.79,9585558.13,-48.5422860844489,-3.74234070698851,"PFlog"
"PGM","549","4","549_4","Trees","Abaremamataybifolia",108126.06,9586016.21,-48.5269056233783,-3.73826661873539,"PFlog"
"PGM","549","6","549_6","Trees","Abaremamataybifolia",112806.91,9585887.45,-48.4848349238424,-3.73959817551694,"PFund"
"PGM","549","9","549_9","Trees","Abaremamataybifolia",106837.24,9587101.22,-48.5384509830948,-3.72842260642165,"PFlog"
"STM","112","3","112_3","Trees","Abaremamataybifolia",781090,9695965,-54.4718489380293,-2.74798761151822,"SFold"
"STM","260","4","260_4","Trees","Abaremamataybifolia",738238,9665979,-54.8565586633026,-3.01983997285961,"PFlog"
"STM","261","1","261_1","Trees","Abaremamataybifolia",727109,9663387,-54.9565990413717,-3.04346870365291,"PFlog"
"STM","261","10","261_10","Trees","Abaremamataybifolia",721760,9666176,-55.0047527088459,-3.01834239244366,"PFund"
"STM","261","12","261_12","Trees","Abaremamataybifolia",723165,9668724,-54.9921588123777,-2.99528134523049,"PFlog"
"STM","261","2","261_2","Trees","Abaremamataybifolia",725072,9662198,-54.9748989881093,-3.05425362301643,"PFlog"
"STM","261","3","261_3","Trees","Abaremamataybifolia",726500,9665889,-54.9621185040032,-3.02085778999525,"PFlog"
"STM","261","7","261_7","Trees","Abaremamataybifolia",724786,9669927,-54.9776005078643,-2.98437760276162,"PFlog"
"STM","307","5","307_5","Trees","Abaremamataybifolia",738011,9649344,-54.8582979744391,-3.17023585586105,"PFlog"
"STM","357","1","357_1","Trees","Abaremamataybifolia",735590,9635970,-54.879821874509,-3.29119243265795,"PFbur"
"STM","357","2","357_2","Trees","Abaremamataybifolia",732012,9634408,-54.9119778895253,-3.30538265321255,"PFlogbur"
"STM","357","5","357_5","Trees","Abaremamataybifolia",735596,9638733,-54.8798205275947,-3.26621263797858,"PFbur"
"STM","363","1","363_1","Trees","Abaremamataybifolia",727762,9634861,-54.9502180854917,-3.30136703232739,"PFbur"
"STM","363","5","363_5","Trees","Abaremamataybifolia",723984,9630941,-54.9841326695962,-3.3368790345185,"PFund"
"STM","363","8","363_8","Trees","Abaremamataybifolia",725295,9631802,-54.9723545076416,-3.32907011617893,"PFund"
"STM","ExtraSTM","2","ExtraSTM_2","Trees","Abaremamataybifolia",723636,9675026,-54.9880259787442,-2.93829428491729,"PFund"
"STM","ExtraSTM","3","ExtraSTM_3","Trees","Abaremamataybifolia",722040,9676125,-55.0023963739131,-2.92838352478995,"PFund"
"STM","ExtraSTM","5","ExtraSTM_5","Trees","Abaremamataybifolia",726945,9683880,-54.9584122135226,-2.85818834303032,"PFund"
"PGM","549","5","549_5","Trees","Abaremapiresii",107265.43,9584625.46,-48.5346918891128,-3.75079327307192,"PFund"
"PGM","269","4","269_4","Birds","Aburriacujubi",208913.01,9643534.5,-47.6191253244645,-3.22163657620656,"PFlog"
"PGM","547","2","547_2","Birds","Aburriacujubi",159361.2,9588713.93,-48.0661780883495,-3.71563397969239,"PFlog"
"STM","261","2","261_2","Birds","Aburriacujubi",725072,9662198,-54.9748989881093,-3.05425362301643,"PFlog"
"STM","261","8","261_8","Birds","Aburriacujubi",721050,9665034,-55.0111194040393,-3.02867962755524,"PFund"
"STM","363","8","363_8","Birds","Aburriacujubi",725295,9631802,-54.9723545076416,-3.32907011617893,"PFund"
"STM","399","7","399_7","Birds","Aburriacujubi",739702,9620667,-54.8425297241038,-3.42946021261033,"PFlog"
"PGM","100","5","100_5","Trees","Abutagrandifolia",181103.12,9694343.75,-47.86795535461,-2.76186491865803,"PFlog"
"PGM","245","11","245_11","Trees","Abutagrandifolia",293943.71,9656654.15,-46.8541556314509,-3.10469294290501,"PFlogbur"
"PGM","274","2","274_2","Trees","Abutagrandifolia",237317.5,9642362.97,-47.3637278999,-3.23285420095353,"PFlogbur"
"PGM","342","5","342_5","Trees","Abutagrandifolia",151357.12,9638323.6,-48.1366641992676,-3.26723973246348,"PFlog"
"PGM","342","6","342_6","Trees","Abutagrandifolia",149592.33,9638774.9,-48.1525127656144,-3.2631131161785,"PFlog"
"PGM","549","6","549_6","Trees","Abutagrandifolia",112806.91,9585887.45,-48.4848349238424,-3.73959817551694,"PFund"
"STM","112","12","112_12","Trees","Abutagrandifolia",783365,9702074,-54.4515169178383,-2.69273015257551,"PFlog"
"STM","112","8","112_8","Trees","Abutagrandifolia",778483,9702027,-54.4953945413373,-2.69324643072954,"PFlog"
"STM","157","6","157_6","Trees","Abutagrandifolia",775800,9689360,-54.5192727750141,-2.80778759774332,"PFlog"
"STM","165","1","165_1","Trees","Abutagrandifolia",719111,9688900,-55.0289348485788,-2.81292273187611,"PFlogbur"
"STM","165","4","165_4","Trees","Abutagrandifolia",720779,9689088,-55.0139388751932,-2.81119733798972,"PFlogbur"
"STM","165","6","165_6","Trees","Abutagrandifolia",719122,9687188,-55.0288098612335,-2.82840196152099,"PFbur"
"STM","199","3","199_3","Trees","Abutagrandifolia",740797,9684553,-54.8338697907863,-2.85187463352871,"PFlogbur"
"STM","261","1","261_1","Trees","Abutagrandifolia",727109,9663387,-54.9565990413717,-3.04346870365291,"PFlog"
"STM","261","3","261_3","Trees","Abutagrandifolia",726500,9665889,-54.9621185040032,-3.02085778999525,"PFlog"
"STM","307","7","307_7","Trees","Abutagrandifolia",740242,9651902,-54.8382801214202,-3.1470682032797,"PFlogbur"
"STM","363","6","363_6","Trees","Abutagrandifolia",727125,9631039,-54.9558773731694,-3.33593440572094,"PFund"
"STM","399","5","399_5","Trees","Abutagrandifolia",743648,9619966,-54.8070161379352,-3.43571642069721,"PFlogbur"
"STM","69","10","69_10","Trees","Abutagrandifolia",758450,9720953,-54.6757768740995,-2.52252117333543,"SFold"
"STM","81","15","81_15","Trees","Abutagrandifolia",781706,9705956,-54.4664995842736,-2.65767507159097,"PFlog"
"STM","81","3","81_3","Trees","Abutagrandifolia",773174,9710826,-54.5432696252592,-2.61381218441972,"PFlogbur"
"STM","261","10","261_10","Trees","Abutapanurensis",721760,9666176,-55.0047527088459,-3.01834239244366,"PFund"
"STM","399","5","399_5","Trees","Abutapanurensis",743648,9619966,-54.8070161379352,-3.43571642069721,"PFlogbur"
"PGM","369","8","369_8","Trees","Abutarufescens",191294.27,9628360.27,-47.7779122128613,-3.35833398697347,"PFlog"
"PGM","549","9","549_9","Trees","Abutarufescens",106837.24,9587101.22,-48.5384509830948,-3.72842260642165,"PFlog"
"STM","307","1","307_1","Trees","Abutarufescens",741108,9649794,-54.8304519766309,-3.16610934443361,"PFlogbur"
"STM","363","2","363_2","Trees","Abutarufescens",727196,9636742,-54.9553444095833,-3.28437104078331,"PFbur"
"STM","399","10","399_10","Trees","Abutarufescens",743614,9616792,-54.8072562137813,-3.46441108926054,"PFlogbur"
"STM","399","6","399_6","Trees","Abutarufescens",739760,9615664,-54.8419058078501,-3.47468877671095,"PFlog"
"STM","ExtraSTM","4","ExtraSTM_4","Trees","Abutarufescens",725976,9682714,-54.9671070056495,-2.86874610272497,"PFund"
"PGM","549","11","549_11","Trees","Abutasandwithiana",106416.79,9585558.13,-48.5422860844489,-3.74234070698851,"PFlog"
"STM","399","3","399_3","Trees","Abutasandwithiana",741036,9612948,-54.8303696824667,-3.4992162189525,"PFund"
"STM","399","6","399_6","Trees","Abutasandwithiana",739760,9615664,-54.8419058078501,-3.47468877671095,"PFlog"
"STM","261","9","261_9","Trees","Abutasolimoesensis",720643,9663785,-55.0147592633762,-3.03997932248163,"PFund"
"STM","261","9","261_9","Birds","Accipitersuperciliosus",720643,9663785,-55.0147592633762,-3.03997932248163,"PFund"
"PGM","142","12","142_12","Trees","Adenocalymmaallamandiflorum",205435.77,9676781.85,-47.6496490006035,-2.9210886038438,"PFlogbur"
"PGM","142","3","142_3","Trees","Adenocalymmaallamandiflorum",203755.18,9675551.61,-47.6647814652085,-2.93217064228016,"PFlog"
"PGM","142","4","142_4","Trees","Adenocalymmaallamandiflorum",202683.01,9677747.91,-47.6743717803243,-2.91229922205482,"PFlogbur"
"PGM","142","5","142_5","Trees","Adenocalymmaallamandiflorum",207414.65,9676620.92,-47.6318647493605,-2.92258503983544,"PFlog"
"PGM","142","6","142_6","Trees","Adenocalymmaallamandiflorum",200679.93,9679245.07,-47.6923441045484,-2.89872624174554,"PFlogbur"
"PGM","147","1","147_1","Trees","Adenocalymmaallamandiflorum",257306.63,9673966.58,-47.1833646099923,-2.94754845167829,"PFlog"
"PGM","147","2","147_2","Trees","Adenocalymmaallamandiflorum",260481.05,9673887.84,-47.1548213348986,-2.94831620666434,"PFlogbur"
"PGM","147","7","147_7","Trees","Adenocalymmaallamandiflorum",258421.07,9677961.35,-47.1732738671787,-2.91145333999047,"PFlog"
"PGM","147","8","147_8","Trees","Adenocalymmaallamandiflorum",255521.63,9679303.06,-47.1993212499012,-2.89927295536544,"PFlog"
"PGM","202","14","202_14","Trees","Adenocalymmaallamandiflorum",232550.36,9663118.82,-47.4061698969008,-3.04514065245248,"AP"
"PGM","235","1","235_1","Trees","Adenocalymmaallamandiflorum",244197.58,9658355.38,-47.3015333959829,-3.0884306623458,"PFlog"
"PGM","235","3","235_3","Trees","Adenocalymmaallamandiflorum",239013.1,9656275.29,-47.3481951080256,-3.10713091973341,"PFlogbur"
"PGM","245","2","245_2","Trees","Adenocalymmaallamandiflorum",296712.5,9655903.23,-46.8292615393853,-3.11152666792651,"PFlog"
"PGM","245","9","245_9","Trees","Adenocalymmaallamandiflorum",296453.71,9652962.42,-46.831635548469,-3.13811456084029,"PFlog"
"PGM","269","1","269_1","Trees","Adenocalymmaallamandiflorum",210197.65,9649157.65,-47.6074461614775,-3.1708465694406,"PFlogbur"
"PGM","269","10","269_10","Trees","Adenocalymmaallamandiflorum",207162.58,9643733.4,-47.6348594375815,-3.21979824707857,"PFlog"
"PGM","269","11","269_11","Trees","Adenocalymmaallamandiflorum",211926.74,9640545.44,-47.5920960095455,-3.24872047972924,"PFlog"
"PGM","269","2","269_2","Trees","Adenocalymmaallamandiflorum",207474.98,9647098.97,-47.6319727944181,-3.18938946493661,"PFlogbur"
"PGM","269","6","269_6","Trees","Adenocalymmaallamandiflorum",209047.97,9647852.62,-47.6178126827569,-3.18261459238231,"PFlogbur"
"PGM","269","7","269_7","Trees","Adenocalymmaallamandiflorum",211408.52,9643784.91,-47.5966812271593,-3.21943118395687,"PFlog"
"PGM","274","5","274_5","Trees","Adenocalymmaallamandiflorum",234002.45,9642572.79,-47.3935362558336,-3.23088742627357,"PFlogbur"
"PGM","274","6","274_6","Trees","Adenocalymmaallamandiflorum",239824.99,9643275.91,-47.341158284012,-3.2246542619822,"PFlogbur"
"PGM","274","7","274_7","Trees","Adenocalymmaallamandiflorum",236081.22,9640936.77,-47.3748761080411,-3.24571983442183,"PFlogbur"
"PGM","315","3","315_3","Trees","Adenocalymmaallamandiflorum",218455.91,9634932.64,-47.5335129136189,-3.29959929635205,"PFlogbur"
"PGM","342","1","342_1","Trees","Adenocalymmaallamandiflorum",146505.4,9632415.6,-48.1804386272693,-3.32046878448726,"PFlog"
"PGM","342","12","342_12","Trees","Adenocalymmaallamandiflorum",149306.72,9633946.66,-48.1552167623227,-3.30671952844179,"SFold"
"PGM","342","3","342_3","Trees","Adenocalymmaallamandiflorum",145697.17,9633769.93,-48.1876636185433,-3.30821170828854,"PFlog"
"PGM","342","4","342_4","Trees","Adenocalymmaallamandiflorum",151430.31,9636713.12,-48.1360516886569,-3.28178987228917,"PFlog"
"PGM","342","5","342_5","Trees","Adenocalymmaallamandiflorum",151357.12,9638323.6,-48.1366641992676,-3.26723973246348,"PFlog"
"PGM","342","6","342_6","Trees","Adenocalymmaallamandiflorum",149592.33,9638774.9,-48.1525127656144,-3.2631131161785,"PFlog"
"PGM","342","8","342_8","Trees","Adenocalymmaallamandiflorum",151487.02,9634929.69,-48.13559238057,-3.29790187904043,"PFlog"
"PGM","342","9","342_9","Trees","Adenocalymmaallamandiflorum",146653.86,9637592.21,-48.1789556747267,-3.27371279345682,"PFlogbur"
"PGM","358","4","358_4","Trees","Adenocalymmaallamandiflorum",256256.95,9638962.83,-47.193456461947,-3.26397685320273,"PFlog"
"PGM","369","10","369_10","Trees","Adenocalymmaallamandiflorum",187532.32,9628107.55,-47.8117436631337,-3.36052036065505,"PFlog"
"PGM","369","3","369_3","Trees","Adenocalymmaallamandiflorum",184173.01,9629559.73,-47.8419096214712,-3.34731089047676,"PFlog"
"PGM","369","5","369_5","Trees","Adenocalymmaallamandiflorum",189883.3,9629641.49,-47.7905659789872,-3.34672029939042,"PFlogbur"
"PGM","369","6","369_6","Trees","Adenocalymmaallamandiflorum",187677.35,9630433.03,-47.8103796867229,-3.33951098086005,"PFlogbur"
"PGM","369","7","369_7","Trees","Adenocalymmaallamandiflorum",191637.2,9627024.67,-47.7748629283501,-3.37041170212159,"PFlog"
"PGM","423","7","423_7","Trees","Adenocalymmaallamandiflorum",219705.29,9613536.32,-47.5227797850028,-3.49301155734559,"PFlog"
"PGM","547","2","547_2","Trees","Adenocalymmaallamandiflorum",159361.2,9588713.93,-48.0661780883495,-3.71563397969239,"PFlog"
"PGM","549","1","549_1","Trees","Adenocalymmaallamandiflorum",107391.87,9580414.01,-48.5337090645471,-3.78882561947277,"PFund"
"PGM","549","11","549_11","Trees","Adenocalymmaallamandiflorum",106416.79,9585558.13,-48.5422860844489,-3.74234070698851,"PFlog"
"PGM","549","12","549_12","Trees","Adenocalymmaallamandiflorum",111707.71,9584996.26,-48.4947475574461,-3.74760613220228,"PFund"
"PGM","549","2","549_2","Trees","Adenocalymmaallamandiflorum",109977.9,9582297.19,-48.5103943143843,-3.77191579985291,"PFund"
"PGM","549","3","549_3","Trees","Adenocalymmaallamandiflorum",111434.96,9586797.52,-48.4971347720488,-3.73133097801923,"PFund"
"PGM","549","4","549_4","Trees","Adenocalymmaallamandiflorum",108126.06,9586016.21,-48.5269056233783,-3.73826661873539,"PFlog"
"PGM","549","8","549_8","Trees","Adenocalymmaallamandiflorum",109967.09,9586294.85,-48.5103471587414,-3.73581719241879,"PFund"
"PGM","549","9","549_9","Trees","Adenocalymmaallamandiflorum",106837.24,9587101.22,-48.5384509830948,-3.72842260642165,"PFlog"
"STM","165","3","165_3","Trees","Adenocalymmaallamandiflorum",720873,9686438,-55.0130529036528,-2.83515617822308,"PFbur"
"STM","165","6","165_6","Trees","Adenocalymmaallamandiflorum",719122,9687188,-55.0288098612335,-2.82840196152099,"PFbur"
"STM","165","8","165_8","Trees","Adenocalymmaallamandiflorum",720093,9688348,-55.0200961458116,-2.81789869712549,"PFlogbur"
"STM","199","6","199_6","Trees","Adenocalymmaallamandiflorum",743859,9680563,-54.8062697429415,-2.8878934478624,"SFold"
"STM","261","5","261_5","Trees","Adenocalymmaallamandiflorum",725191,9668596,-54.9739361637874,-2.99640493175147,"PFlog"
"STM","129","5","129_5","Trees","Adenocalymmabracteosum",750316,9699748,-54.7485444487856,-2.71434565716149,"PFlogbur"
"STM","260","3","260_3","Trees","Adenocalymmabracteosum",733236,9665827,-54.901538782075,-3.02130243026878,"PFlogbur"
"STM","260","5","260_5","Trees","Adenocalymmabracteosum",735807,9669983,-54.8784902227076,-2.98368363788629,"PFlogbur"
"STM","260","6","260_6","Trees","Adenocalymmabracteosum",735988,9668191,-54.8768313712219,-2.99988161967768,"PFlog"
"STM","261","2","261_2","Trees","Adenocalymmabracteosum",725072,9662198,-54.9748989881093,-3.05425362301643,"PFlog"
"STM","261","4","261_4","Trees","Adenocalymmabracteosum",725806,9667694,-54.9683902281958,-3.00454992368926,"PFlog"
"STM","261","6","261_6","Trees","Adenocalymmabracteosum",723844,9667206,-54.9860271641535,-3.00899498554297,"PFlog"
"STM","261","7","261_7","Trees","Adenocalymmabracteosum",724786,9669927,-54.9776005078643,-2.98437760276162,"PFlog"
"STM","261","8","261_8","Trees","Adenocalymmabracteosum",721050,9665034,-55.0111194040393,-3.02867962755524,"PFund"
"STM","307","5","307_5","Trees","Adenocalymmabracteosum",738011,9649344,-54.8582979744391,-3.17023585586105,"PFlog"
"STM","357","5","357_5","Trees","Adenocalymmabracteosum",735596,9638733,-54.8798205275947,-3.26621263797858,"PFbur"
"STM","363","1","363_1","Trees","Adenocalymmabracteosum",727762,9634861,-54.9502180854917,-3.30136703232739,"PFbur"
"STM","363","3","363_3","Trees","Adenocalymmabracteosum",726313,9635419,-54.9632633083265,-3.29634892623101,"PFund"
"STM","363","6","363_6","Trees","Adenocalymmabracteosum",727125,9631039,-54.9558773731694,-3.33593440572094,"PFund"
"STM","399","10","399_10","Trees","Adenocalymmabracteosum",743614,9616792,-54.8072562137813,-3.46441108926054,"PFlogbur"
"STM","399","5","399_5","Trees","Adenocalymmabracteosum",743648,9619966,-54.8070161379352,-3.43571642069721,"PFlogbur"
"STM","399","8","399_8","Trees","Adenocalymmabracteosum",737528,9614864,-54.8619704056044,-3.48196716032788,"SFinter"
"STM","399","9","399_9","Trees","Adenocalymmabracteosum",737588,9618775,-54.8615099850785,-3.44660799183252,"PFund"
"STM","69","11","69_11","Trees","Adenocalymmabracteosum",758995,9715296,-54.6707865025916,-2.57364943438829,"PFlogbur"
"STM","81","11","81_11","Trees","Adenocalymmabracteosum",777953,9707254,-54.5002537028544,-2.64601229254577,"SFold"
"STM","81","3","81_3","Trees","Adenocalymmabracteosum",773174,9710826,-54.5432696252592,-2.61381218441972,"PFlogbur"
"STM","165","5","165_5","Trees","Adenocalymmaflaviflorum",721102,9688036,-55.01101830238,-2.82070413818582,"PFlogbur"
"STM","260","6","260_6","Trees","Adenocalymmaflaviflorum",735988,9668191,-54.8768313712219,-2.99988161967768,"PFlog"
"STM","112","6","112_6","Trees","Adenocalymmaimpressum",781264,9698879,-54.4703402022848,-2.72164687577837,"SFold"
"STM","261","3","261_3","Trees","Adenocalymmaimpressum",726500,9665889,-54.9621185040032,-3.02085778999525,"PFlog"
"STM","69","11","69_11","Trees","Adenocalymmaimpressum",758995,9715296,-54.6707865025916,-2.57364943438829,"PFlogbur"
"PGM","142","5","142_5","Trees","Adenocalymmamagnificum",207414.65,9676620.92,-47.6318647493605,-2.92258503983544,"PFlog"
"PGM","147","1","147_1","Trees","Adenocalymmamagnificum",257306.63,9673966.58,-47.1833646099923,-2.94754845167829,"PFlog"
