"","ID","Binomial","Nrec","Group","ROC","TSS","Sensitivity","Specificity","Cutoff","Method","Shape_Area"
"182",178,"Casimirellaampla",24,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","94.07 +/- 9.31","87.58 +/- 9.24","0.12 +/- 0.1","SDM",NA
"183",179,"Cassiafastuosa",40,"Trees","0.9 +/- 0.04","0.7 +/- 0.08","96.12 +/- 7.55","76.69 +/- 8.03","0.1 +/- 0.08","SDM",NA
"184",180,"Cassipoureaguianensis",14,"Trees","1 +/- 0.03","0.9 +/- 0.09","100 +/- 0","94.25 +/- 8.67","0.32 +/- 0.14","SDM",NA
"185",181,"Castillaulei",23,"Trees","1 +/- 0.05","0.9 +/- 0.09","92.97 +/- 9.68","95.01 +/- 5.7","0.22 +/- 0.18","SDM",NA
"186",182,"Cathartesmelambrotus",11,"Birds","0.9 +/- 0.05","0.8 +/- 0.09","100 +/- 0","83.02 +/- 8.71","0.32 +/- 0.19","SDM",544.120734949438
"187",183,"Cathedraacuminata",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"188",184,"Cecropiadistachya",114,"Trees","0.9 +/- 0.05","0.7 +/- 0.08","84.33 +/- 11.72","83.55 +/- 11.65","0.14 +/- 0.08","SDM",NA
"189",185,"Cecropiamorta",47,"Trees","0.8 +/- 0.05","0.6 +/- 0.09","82.22 +/- 13.24","77.68 +/- 10.59","0.12 +/- 0.08","Excluded",NA
"190",186,"Cecropiaobtusa",37,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","92.86 +/- 11.23","86.5 +/- 9.12","0.12 +/- 0.08","SDM",NA
"191",187,"Cecropiapalmata",121,"Trees","0.8 +/- 0.04","0.5 +/- 0.07","72.53 +/- 11.14","80.69 +/- 10.29","0.13 +/- 0.1","Excluded",NA
"192",188,"Cecropiasciadophylla",91,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","90.66 +/- 8.97","86.82 +/- 7.66","0.15 +/- 0.18","SDM",NA
"193",189,"Celeuselegans",10,"Birds","1 +/- 0.04","0.9 +/- 0.07","100 +/- 0","93.72 +/- 6.55","0.25 +/- 0.06","SDM",532.712941557548
"194",190,"Celeusflavus",13,"Birds","1 +/- 0.02","1 +/- 0.06","100 +/- 0","95.07 +/- 6.36","0.2 +/- 0.14","SDM",505.744941907065
"195",190,"Celeusflavus",13,"Birds","1 +/- 0.02","1 +/- 0.06","100 +/- 0","95.07 +/- 6.36","0.2 +/- 0.14","SDM",2.91781685490603
"196",191,"Celeusgrammicus",18,"Birds","1 +/- 0.05","0.9 +/- 0.1","95.69 +/- 9.53","98.45 +/- 3.03","0.33 +/- 0.13","SDM",326.418457527988
"197",192,"Celeustorquatus",8,"Birds","1 +/- 0.04","0.9 +/- 0.07","100 +/- 0","93.89 +/- 7.85","0.23 +/- 0.13","SDM",154.447310260524
"198",193,"Celeusundatus",20,"Birds","1 +/- 0.03","0.9 +/- 0.1","96 +/- 9.35","91.5 +/- 8.45","0.23 +/- 0.16","SDM",129.339534903942
"199",194,"Celtisiguanaea",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"200",195,"Cercomacracinerascens",156,"Birds","0.9 +/- 0.02","0.8 +/- 0.04","88.13 +/- 7.43","87.6 +/- 7.65","0.12 +/- 0.06","SDM",548.448088270739
"201",196,"Cercomacranigrescens",24,"Birds","0.9 +/- 0.04","0.8 +/- 0.08","92.97 +/- 9.68","89.81 +/- 9.52","0.23 +/- 0.15","SDM",230.6154
"202",197,"Chaeturabrachyura",73,"Birds","0.7 +/- 0.05","0.5 +/- 0.08","78.71 +/- 13.16","67.94 +/- 11.63","0.09 +/- 0.06","Excluded",612.398030473358
"203",198,"Chaeturaspinicaudus",71,"Birds","0.8 +/- 0.03","0.6 +/- 0.05","68.18 +/- 9.77","87.99 +/- 12.05","0.23 +/- 0.25","Excluded",255.695827333227
"204",199,"Chamaecristaapoucouita",16,"Trees","1 +/- 0.03","0.9 +/- 0.05","100 +/- 0","92.87 +/- 5.63","0.18 +/- 0.1","SDM",NA
"205",200,"Chamaecristabahiae",6,"Trees","1 +/- 0.05","1 +/- 0.06","100 +/- 0","97.03 +/- 6.52","0.31 +/- 0.11","UPFls_10",NA
"206",201,"Chamaecristascleroxylon",41,"Trees","0.9 +/- 0.04","0.9 +/- 0.08","93.75 +/- 9.36","91.33 +/- 7.47","0.17 +/- 0.13","SDM",NA
"207",202,"Chamaecristaxinguensis",40,"Trees","0.9 +/- 0.04","0.8 +/- 0.05","90 +/- 7.22","90.6 +/- 5.67","0.19 +/- 0.11","SDM",NA
"208",203,"Chaunochitonkappleri",34,"Trees","1 +/- 0.02","0.8 +/- 0.06","90.95 +/- 7","91.74 +/- 8.07","0.19 +/- 0.2","SDM",NA
"209",204,"Cheilocliniumcognatum",18,"Trees","0.9 +/- 0.04","0.8 +/- 0.09","97.92 +/- 7.06","83.86 +/- 9.98","0.17 +/- 0.21","SDM",NA
"210",205,"Chelidopteratenebrosa",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",714.023118773561
"211",206,"Chimarrhisturbinata",60,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","89.66 +/- 7.92","89.54 +/- 7.57","0.18 +/- 0.14","SDM",NA
"212",207,"Chiroxiphiapareola",41,"Birds","0.9 +/- 0.04","0.8 +/- 0.07","97.7 +/- 5.71","86.1 +/- 5.8","0.14 +/- 0.08","SDM",412.745320684286
"213",208,"Chomeliatenuiflora",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"214",209,"Chrysophyllumcuneifolium",9,"Trees","0.9 +/- 0.07","0.9 +/- 0.1","100 +/- 0","92.36 +/- 10.21","0.26 +/- 0.2","SDM",NA
"215",210,"Chrysophyllumlucentifolium",71,"Trees","1 +/- 0.02","0.9 +/- 0.06","91.94 +/- 6.58","95.86 +/- 3.92","0.17 +/- 0.09","SDM",NA
"216",211,"Chrysophyllumpomiferum",12,"Trees","1 +/- 0.01","1 +/- 0.02","100 +/- 0","99.36 +/- 1.8","0.38 +/- 0.11","SDM",NA
"217",212,"Chrysophyllumprieurii",12,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","95.29 +/- 6.44","0.37 +/- 0.19","SDM",NA
"218",213,"Chrysophyllumsanguinolentum",11,"Trees","1 +/- 0.04","1 +/- 0.08","100 +/- 0","95.26 +/- 8.58","0.36 +/- 0.21","SDM",NA
"219",214,"Chrysophyllumsp",2,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"220",215,"Chrysophyllumsparsiflorum",14,"Trees","0.9 +/- 0.06","0.9 +/- 0.11","100 +/- 0","85.84 +/- 11.03","0.3 +/- 0.24","SDM",NA
"221",216,"Citharexylumsp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"222",217,"Clarisiailicifolia",78,"Trees","0.9 +/- 0.04","0.8 +/- 0.06","88.19 +/- 8.9","87.81 +/- 7.08","0.11 +/- 0.05","SDM",NA
"223",218,"Clarisiaracemosa",20,"Trees","0.9 +/- 0.04","0.8 +/- 0.1","90.22 +/- 12.48","90.91 +/- 9.51","0.18 +/- 0.1","SDM",NA
"224",219,"Clavijalancifolia",8,"Trees","1 +/- 0.03","0.9 +/- 0.07","100 +/- 0","94.93 +/- 6.88","0.33 +/- 0.18","SDM",NA
"225",220,"Clitoriajavitensis",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"226",221,"Coccolobaascendens",31,"Trees","0.9 +/- 0.04","0.7 +/- 0.07","78.21 +/- 10.29","91.92 +/- 7.65","0.22 +/- 0.16","SDM",NA
"227",222,"Coccolobaexcelsa",6,"Trees","1 +/- 0.07","1 +/- 0.08","100 +/- 0","95.31 +/- 8.23","0.37 +/- 0.14","UPFls_10",NA
"228",223,"Coccolobalatifolia",6,"Trees","0.9 +/- 0.07","0.9 +/- 0.08","100 +/- 0","91.87 +/- 8.23","0.27 +/- 0.14","SDM",NA
"229",224,"Coccolobamarginata",9,"Trees","0.9 +/- 0.07","0.8 +/- 0.11","100 +/- 0","84.16 +/- 11.19","0.22 +/- 0.18","SDM",NA
"230",225,"Coccolobamollis",10,"Trees","0.9 +/- 0.06","0.9 +/- 0.08","100 +/- 0","91.95 +/- 7.71","0.14 +/- 0.05","SDM",NA
"231",226,"Coccolobasp",9,"Trees","0.9 +/- 0.07","0.9 +/- 0.11","100 +/- 0","83.76 +/- 12.92","0.27 +/- 0.26","Excluded",NA
"232",227,"Coerebaflaveola",115,"Birds","0.9 +/- 0.03","0.6 +/- 0.05","75 +/- 9.51","88.93 +/- 6.38","0.14 +/- 0.06","Excluded",900.575244666053
"233",228,"Coleostachysgenipifolia",5,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","97.76 +/- 5.31","0.32 +/- 0.08","UPFls_10",NA
"234",229,"Combretumlaxum",35,"Trees","1 +/- 0.04","0.9 +/- 0.09","91.77 +/- 8.77","95 +/- 6.89","0.29 +/- 0.25","SDM",NA
"235",230,"Compsoneuraulei",27,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","95.29 +/- 8.74","83.24 +/- 8.95","0.13 +/- 0.14","SDM",NA
"236",231,"Conceveibaguianensis",18,"Trees","0.9 +/- 0.05","0.8 +/- 0.07","98.96 +/- 5.1","84.26 +/- 7.08","0.11 +/- 0.06","SDM",NA
"237",232,"Condylocarponamazonicum",5,"Trees","1 +/- 0.05","0.9 +/- 0.08","100 +/- 0","94.55 +/- 7.91","0.27 +/- 0.09","SDM",NA
"238",233,"Connaruscoriaceus",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"239",234,"Connaruserianthus",30,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","96.21 +/- 7.15","80.61 +/- 7.93","0.11 +/- 0.07","SDM",NA
"240",235,"Connarusperrottetii",17,"Trees","1 +/- 0.04","0.9 +/- 0.1","100 +/- 0","89.93 +/- 10.33","0.16 +/- 0.09","SDM",NA
"241",236,"Connarusruber",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"242",237,"Conopiastrivirgatus",9,"Birds","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","94.73 +/- 9.45","0.26 +/- 0.13","SDM",171.636096732581
"243",238,"Conopophagaaurita",7,"Birds","0.9 +/- 0.08","0.9 +/- 0.1","100 +/- 0","90.27 +/- 10.04","0.24 +/- 0.15","SDM",228.304924865681
"244",239,"Copaiferareticulata",22,"Trees","0.9 +/- 0.05","0.8 +/- 0.1","92.86 +/- 11.5","88.56 +/- 10.78","0.2 +/- 0.19","SDM",NA
"245",240,"Cordiabicolor",70,"Trees","0.9 +/- 0.02","0.8 +/- 0.05","91.37 +/- 6.31","89.37 +/- 6.02","0.13 +/- 0.05","SDM",NA
"246",241,"Cordiaexaltata",151,"Trees","0.9 +/- 0.02","0.8 +/- 0.04","88.99 +/- 7.07","86.16 +/- 6.08","0.1 +/- 0.04","SDM",NA
"247",242,"Cordialomatoloba",15,"Trees","0.9 +/- 0.05","0.9 +/- 0.08","100 +/- 0","88.03 +/- 8.41","0.15 +/- 0.1","SDM",NA
"248",243,"Cordianodosa",32,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","94.12 +/- 8.08","85.56 +/- 9.6","0.16 +/- 0.14","SDM",NA
"249",244,"Cordiascabrifolia",89,"Trees","0.8 +/- 0.08","0.6 +/- 0.11","75.34 +/- 19.05","85.14 +/- 11.33","0.15 +/- 0.09","Excluded",NA
"250",245,"Cordiasellowiana",18,"Trees","0.9 +/- 0.05","0.8 +/- 0.06","93.75 +/- 11.06","84.8 +/- 10.22","0.26 +/- 0.17","SDM",NA
"251",246,"Corythopistorquatus",9,"Birds","1 +/- 0.05","0.9 +/- 0.1","100 +/- 0","91.27 +/- 10.11","0.26 +/- 0.15","SDM",542.778414672659
"252",247,"Cotingacayana",5,"Birds","1 +/- 0.06","0.9 +/- 0.07","100 +/- 0","90.86 +/- 17.72","0.32 +/- 0.24","SDM",519.222789214425
"253",248,"Couepiaguianensis",31,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","93.75 +/- 8.2","90.32 +/- 7.17","0.14 +/- 0.11","SDM",NA
"254",249,"Couepiasp",2,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"255",250,"Coumaguianensis",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"256",251,"Couratariguianensis",53,"Trees","0.9 +/- 0.02","0.8 +/- 0.06","95.45 +/- 6.87","80.77 +/- 6.73","0.13 +/- 0.07","SDM",NA
"257",252,"Couratarioblongifolia",21,"Trees","0.9 +/- 0.05","0.8 +/- 0.11","93.1 +/- 11.37","90.34 +/- 9.46","0.16 +/- 0.13","SDM",NA
"258",253,"Couratariparviflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"259",254,"Courataristellata",92,"Trees","1 +/- 0.03","0.8 +/- 0.06","89.85 +/- 7.43","92.5 +/- 3.31","0.15 +/- 0.07","SDM",NA
"260",255,"Courataritauari",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"261",256,"Coussapoavillosa",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"262",257,"Coussareaalbescens",10,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","97.88 +/- 5.09","0.36 +/- 0.12","SDM",NA
"263",258,"Coussareamicrococca",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"264",259,"Coussareanodosa",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"265",260,"Coussareapaniculata",21,"Trees","1 +/- 0.05","0.9 +/- 0.08","97.92 +/- 7.01","93.69 +/- 6.37","0.22 +/- 0.13","SDM",NA
"266",261,"Coussareasp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"267",262,"Crepidospermumgoudotianum",14,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","93.88 +/- 8.85","0.21 +/- 0.15","SDM",NA
"268",263,"Crotoncajucara",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"269",264,"Crotonmatourensis",35,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","95.54 +/- 6.84","85.24 +/- 9.59","0.14 +/- 0.07","SDM",NA
"270",265,"Crotonsp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"271",266,"Crudiaaequalis",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"272",267,"Crudiaoblonga",8,"Trees","1 +/- 0.02","1 +/- 0.05","100 +/- 0","97.25 +/- 4.75","0.3 +/- 0.11","UPFls_10",NA
"273",268,"Crypturelluscinereus",15,"Birds","1 +/- 0.03","0.9 +/- 0.09","100 +/- 0","87.73 +/- 9.53","0.19 +/- 0.15","SDM",484.37867611052
"274",269,"Crypturellussoui",66,"Birds","0.9 +/- 0.04","0.7 +/- 0.05","84.62 +/- 4.87","90.2 +/- 3.56","0.17 +/- 0.09","SDM",918.879545012993
"275",270,"Crypturellusstrigulosus",20,"Birds","1 +/- 0.04","0.9 +/- 0.1","96.3 +/- 9.05","93.25 +/- 7.51","0.21 +/- 0.15","SDM",213.154449779019
"276",271,"Crypturellusvariegatus",28,"Birds","1 +/- 0.04","0.9 +/- 0.09","92.67 +/- 8.36","97.52 +/- 3.98","0.28 +/- 0.18","SDM",444.233015386206
"277",272,"Cupaniadiphylla",8,"Trees","0.9 +/- 0.07","0.9 +/- 0.09","100 +/- 0","85.94 +/- 9.08","0.27 +/- 0.22","SDM",NA
"278",273,"Cupaniahirsuta",10,"Trees","0.8 +/- 0.03","0.8 +/- 0.04","100 +/- 0","76.43 +/- 3.78","0.28 +/- 0.21","SDM",NA
"279",274,"Cupaniahispida",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"280",275,"Cupaniarufescens",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"281",276,"Cupaniascrobiculata",91,"Trees","0.9 +/- 0.04","0.7 +/- 0.07","88.89 +/- 8.97","76.03 +/- 9.9","0.09 +/- 0.05","SDM",NA
"282",277,"Curareacandicans",6,"Trees","1 +/- 0.06","0.9 +/- 0.08","100 +/- 0","93.88 +/- 8.24","0.31 +/- 0.12","SDM",NA
"283",278,"Curareatoxicofera",6,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","96.05 +/- 7.18","0.28 +/- 0.14","UPFls_10",NA
"284",279,"Cyanoloxiacyanoides",36,"Birds","0.9 +/- 0.03","0.8 +/- 0.06","95.24 +/- 9.1","82.35 +/- 9.29","0.2 +/- 0.17","SDM",539.967543030709
"285",280,"Cybianthuspenduliflorus",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"286",281,"Cyclarhisgujanensis",64,"Birds","0.8 +/- 0.06","0.5 +/- 0.06","67.03 +/- 14.6","83.01 +/- 13.96","0.14 +/- 0.06","Excluded",1137.50935258741
"287",282,"Cymbilaimuslineatus",52,"Birds","1 +/- 0.04","0.9 +/- 0.07","92.5 +/- 7.29","97.71 +/- 2.35","0.22 +/- 0.11","SDM",543.892721551192
"288",283,"Cynometramarginata",9,"Trees","1 +/- 0.03","1 +/- 0.07","100 +/- 0","94.87 +/- 7.69","0.27 +/- 0.14","UPFls_10",NA
"289",284,"Cyphorhinaarada",1,"Birds",NA,NA,NA,NA,NA,"UPFls_10",364.224743025871
"290",285,"Dacniscayana",16,"Birds","1 +/- 0.05","0.9 +/- 0.11","100 +/- 0","88.98 +/- 11.57","0.32 +/- 0.3","SDM",4.60403009494802
"291",285,"Dacniscayana",16,"Birds","1 +/- 0.05","0.9 +/- 0.11","100 +/- 0","88.98 +/- 11.57","0.32 +/- 0.3","SDM",994.752900181741
"292",286,"Dacnislineata",2,"Birds",NA,NA,NA,NA,NA,"UPFls_10",494.993700029783
"293",287,"Dalbergiasubcymosa",16,"Trees","1 +/- 0.03","0.9 +/- 0.08","100 +/- 0","94.01 +/- 7.92","0.3 +/- 0.2","SDM",NA
"294",288,"Davillakunthii",51,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","92.35 +/- 8.31","82.7 +/- 9.74","0.13 +/- 0.11","SDM",NA
"295",289,"Davillarugosa",79,"Trees","0.9 +/- 0.04","0.6 +/- 0.07","89.38 +/- 7.9","74.95 +/- 8.29","0.11 +/- 0.05","Excluded",NA
"296",290,"Deconychuralongicauda",6,"Birds","1 +/- 0.05","1 +/- 0.06","100 +/- 0","95.51 +/- 6","0.31 +/- 0.13","UPFls_10",89.0011689162354
"297",291,"Degueliautilis",5,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.03 +/- 5.6","0.26 +/- 0.08","UPFls_10",NA
"298",292,"Dendrexetastesrufigula",15,"Birds","1 +/- 0.03","0.9 +/- 0.08","100 +/- 0","90.2 +/- 7.8","0.18 +/- 0.11","SDM",300.546002280572
"299",293,"Dendrobangiaboliviana",12,"Trees","1 +/- 0.02","1 +/- 0.04","100 +/- 0","97.62 +/- 4.02","0.33 +/- 0.14","SDM",NA
"300",294,"Dendrocinclafuliginosa",100,"Birds","0.9 +/- 0.03","0.7 +/- 0.04","81.67 +/- 5.88","93.2 +/- 5.82","0.15 +/- 0.12","SDM",695.544724160302
"301",295,"Dendrocinclamerula",15,"Birds","1 +/- 0.03","0.9 +/- 0.07","100 +/- 0","94.09 +/- 6.88","0.23 +/- 0.15","SDM",437.649689404927
"302",296,"Dendrocolaptescerthia",64,"Birds","1 +/- 0.03","0.9 +/- 0.06","91.56 +/- 7.46","93.54 +/- 4.96","0.16 +/- 0.11","SDM",545.087367829369
"303",297,"Dendrocolaptespicumnus",40,"Birds","1 +/- 0.03","0.9 +/- 0.06","96.32 +/- 6.55","95.52 +/- 4.64","0.16 +/- 0.11","SDM",473.084289593742
"304",298,"Deroptyusaccipitrinus",21,"Birds","0.9 +/- 0.06","0.8 +/- 0.08","87 +/- 12.75","91.22 +/- 9.5","0.19 +/- 0.16","SDM",339.53060836827
"305",299,"Derrisfloribunda",45,"Trees","1 +/- 0.04","0.9 +/- 0.11","93.1 +/- 9.11","96.16 +/- 6.64","0.25 +/- 0.15","SDM",NA
"306",300,"Derrissp",5,"Trees","1 +/- 0.05","1 +/- 0.07","100 +/- 0","95.28 +/- 7.36","0.35 +/- 0.14","Excluded",NA
"307",301,"Derrisspruceana",18,"Trees","0.9 +/- 0.04","0.9 +/- 0.1","95.59 +/- 9.67","91.42 +/- 7.63","0.2 +/- 0.12","SDM",NA
"308",302,"Dialiumguianense",63,"Trees","0.9 +/- 0.03","0.7 +/- 0.05","85.15 +/- 9.63","87.74 +/- 6.97","0.12 +/- 0.08","SDM",NA
"309",303,"Dicellaconwayi",6,"Trees","1 +/- 0.06","0.9 +/- 0.08","100 +/- 0","94.52 +/- 7.82","0.35 +/- 0.17","SDM",NA
"310",304,"Dichapetalumrugosum",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"311",305,"Dichapetalumsp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"312",306,"Dicranostylesampla",9,"Trees","1 +/- 0.04","0.9 +/- 0.1","100 +/- 0","93.79 +/- 9.6","0.23 +/- 0.11","SDM",NA
"313",307,"Dicranostylesintegra",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"314",308,"Dicranostyleslaxa",11,"Trees","0.9 +/- 0.05","0.9 +/- 0.09","100 +/- 0","87.31 +/- 9.24","0.24 +/- 0.18","SDM",NA
"315",309,"Dicranostylessp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"316",310,"Diniziaexcelsa",6,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","95.69 +/- 6.85","0.35 +/- 0.15","UPFls_10",NA
"317",311,"Diocleabicolor",5,"Trees","1 +/- 0.06","0.9 +/- 0.07","100 +/- 0","94.47 +/- 7.24","0.37 +/- 0.19","SDM",NA
"318",312,"Diocleacoriacea",13,"Trees","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","89.33 +/- 8.64","0.34 +/- 0.18","SDM",NA
"319",313,"Diocleamacrocarpa",9,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","95.88 +/- 6.99","0.45 +/- 0.2","UPFls_10",NA
"320",314,"Diocleamalacocarpa",6,"Trees","0.9 +/- 0.09","0.9 +/- 0.09","100 +/- 0","92.75 +/- 9.4","0.37 +/- 0.31","SDM",NA
"321",315,"Diospyroscapreifolia",39,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","90.09 +/- 9.08","89.23 +/- 8.08","0.18 +/- 0.17","SDM",NA
"322",316,"Diospyroscarbonaria",30,"Trees","1 +/- 0.03","0.8 +/- 0.08","94.09 +/- 8.11","90.79 +/- 7.91","0.21 +/- 0.13","SDM",NA
"323",317,"Diospyrosguianensis",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"324",318,"Diospyrossericea",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"325",319,"Diospyrosvestita",5,"Trees","1 +/- 0.04","1 +/- 0.08","100 +/- 0","95.19 +/- 7.53","0.25 +/- 0.07","UPFls_10",NA
"326",320,"Diplotropispurpurea",13,"Trees","1 +/- 0.03","0.9 +/- 0.08","100 +/- 0","91.21 +/- 8.44","0.3 +/- 0.23","SDM",NA
"327",321,"Dipteryxodorata",32,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","94.44 +/- 8.05","86.55 +/- 8.81","0.14 +/- 0.08","SDM",NA
"328",322,"Dixiphiapipra",14,"Birds","0.9 +/- 0.05","0.8 +/- 0.08","100 +/- 0","79.39 +/- 16.1","0.14 +/- 0.11","SDM",403.383657400384
"329",323,"Dodecastigmaintegrifolium",49,"Trees","0.9 +/- 0.02","0.8 +/- 0.07","93.85 +/- 7.52","84.85 +/- 7.62","0.09 +/- 0.05","SDM",NA
"330",324,"Dolichandraquadrivalvis",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"331",325,"Dolichandraunguis-cati",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"332",326,"Doliocarpusamazonicus",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"333",327,"Doliocarpusdentatus",36,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","96.24 +/- 6.46","83.75 +/- 6.84","0.15 +/- 0.12","SDM",NA
"334",328,"Doliocarpusgracilis",9,"Trees","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","94.25 +/- 9.01","0.3 +/- 0.17","SDM",NA
"335",329,"Doliocarpusmajor",9,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","95.8 +/- 6.34","0.29 +/- 0.11","UPFls_10",NA
"336",330,"Dryocopuslineatus",61,"Birds","0.9 +/- 0.02","0.7 +/- 0.06","85.61 +/- 10.35","83.27 +/- 10.15","0.12 +/- 0.06","SDM",1147.11688549318
"337",331,"Drypetesvariabilis",17,"Trees","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","91.35 +/- 9.33","0.22 +/- 0.13","SDM",NA
"338",332,"Duckesiaverrucosa",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"339",333,"Duguetiacalycina",30,"Trees","1 +/- 0.02","0.8 +/- 0.07","92.75 +/- 8.45","89.73 +/- 11.1","0.21 +/- 0.19","SDM",NA
"340",334,"duguetiaechinophora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"341",335,"Duguetiaechinophora",48,"Trees","1 +/- 0.03","0.9 +/- 0.07","91.14 +/- 7.18","98.08 +/- 4.02","0.27 +/- 0.19","SDM",NA
"342",336,"Duguetiaeximia",7,"Trees","1 +/- 0.01","1 +/- 0.03","100 +/- 0","98.93 +/- 2.89","0.39 +/- 0.14","UPFls_10",NA
"343",337,"Duguetiaflagellaris",60,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","86.46 +/- 8.79","97.19 +/- 4.09","0.26 +/- 0.19","SDM",NA
"344",338,"Duguetiapycnastera",25,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","93.16 +/- 9.62","91.21 +/- 9.08","0.22 +/- 0.19","SDM",NA
"345",339,"Duguetiasp1",5,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","97.5 +/- 6","0.32 +/- 0.07","Excluded",NA
"346",340,"Duguetiastelechantha",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"347",341,"Duguetiasurinamensis",30,"Trees","1 +/- 0.04","0.9 +/- 0.09","92.59 +/- 8.4","95.2 +/- 4.11","0.23 +/- 0.14","SDM",NA
"348",342,"Dulaciaguianensis",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"349",343,"Duroiaguianensis",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"350",344,"Duroiamacrophylla",14,"Trees","1 +/- 0.02","0.9 +/- 0.08","100 +/- 0","92.39 +/- 7.8","0.21 +/- 0.17","SDM",NA
"351",345,"Dussiadiscolor",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"352",346,"Dysithamnusmentalis",34,"Birds","0.9 +/- 0.05","0.7 +/- 0.09","92.14 +/- 11.79","77.5 +/- 13.83","0.12 +/- 0.17","SDM",351.508726935732
"353",347,"Ecclinusaguianensis",46,"Trees","1 +/- 0.03","0.8 +/- 0.09","90.2 +/- 8.55","94.09 +/- 7.38","0.25 +/- 0.22","SDM",NA
"354",348,"Ecclinusaramiflora",31,"Trees","1 +/- 0.03","0.9 +/- 0.09","92.71 +/- 8.54","92.78 +/- 7.89","0.22 +/- 0.12","SDM",NA
"355",349,"Elachypterafloribunda",5,"Trees","1 +/- 0.04","1 +/- 0.07","100 +/- 0","96.3 +/- 6.53","0.31 +/- 0.09","UPFls_10",NA
