"Region","Catchment","Transect","Transectcode","UTM_X","UTM_Y","LU_FT_Code","AGB_Trees10","carbon_stock","non_zero","Longitude","Latitude","distmarket","distriver","distroad","DPFpx","edgedist","edgels","edgepx","elevation","meanprecips","meantemps","MFls","propertysize","SFAgepx","SFls","TSDls","UPFpx"
"STM","112",12,"112_12",783365,9702074,"PFlog","198.85",99.425,1,-54.4515169178383,-2.69273015257551,38540.49609375,965.969482421875,64.9287109375,0,467.882629394531,0.236734688282013,0,126.089515686035,163.29460144043,194.759719848633,0.884897947311401,130.239486694336,0,0.00244897953234613,264.559173583984,1
"STM","112",2,"112_2",777998,9697423,"FRU","2.24",1.12,1,-54.4996681487822,-2.7348684076861,38586.0078125,2078.81982421875,229.814575195312,0,0,0,0,151.532440185547,163.028778076172,200.293060302734,0.137959182262421,23.7278938293457,0,0.0799999982118607,27.9281635284424,0
"STM","112",3,"112_3",781090,9695965,"SFold","85.46",42.73,1,-54.4718489380293,-2.74798761151822,41593.4765625,3228.8408203125,952.857849121094,0,6.7049674987793,0.0253061223775148,0,162.163909912109,162.414855957031,200.484954833984,0.369795918464661,0,3.22222232818604,0.190204083919525,86.8448944091797,0.222222223877907
"STM","112",4,"112_4",782514,9698848,"SFyoung","0.2",0.1,1,-54.4591046619568,-2.72190330505609,40297.88671875,1634.61108398438,173.080978393555,0,0,0,0,137.906677246094,162.776306152344,197.742874145508,0.0644897967576981,196.051559448242,0,0.0040816324763,2.09632658958435,0
"STM","112",5,"112_5",781786,9696704,"PA","0",0,0,-54.4656072384988,-2.74129505140735,41439.19140625,2628.28198242188,809.942687988281,0,0,0.00897959154099226,0,153.198638916016,162.46875,199.688949584961,0.119999997317791,196.501739501953,0,0.000816326530184597,36.0212249755859,0
"STM","112",6,"112_6",781264,9698879,"SFold","204.74",102.37,1,-54.4703402022848,-2.72164687577837,39446.3203125,474.1953125,1011.21545410156,0,41.9681129455566,0.0653061196208,0,103.592308044434,162.919418334961,198.13134765625,0.363265305757523,394.050354003906,1.33333337306976,0.0742857158184052,100.411430358887,0.777777791023254
"STM","112",7,"112_7",778700,9697042,"PA","0",0,0,-54.4933512173284,-2.73829879820651,39296.16015625,2046.60656738281,102.005180358887,0,0,0,0,147.322280883789,162.885055541992,200.345321655273,0.0081632649526,49.9873046875,0,0.0130612244829535,1.07428574562073,0
"STM","112",8,"112_8",778483,9702027,"PFlog","216.37",108.185,1,-54.4953945413373,-2.69324643072954,35234.4296875,1074.80737304688,635.698974609375,0,344.091247558594,0.255510210990906,0,139.444763183594,163.76513671875,196.66291809082,0.83020406961441,244.821762084961,0,0.0661224499344826,219.249801635742,1
"STM","112",9,"112_9",778757,9700198,"FRU","0.22",0.11,1,-54.4928979151134,-2.70977256070886,36829.08984375,1247.23913574219,215.811599731445,0,0,0,0,137.403839111328,163.420394897461,197.962371826172,0.0171428564935923,26.9555912017822,0,0.0212244894355536,0.498775511980057,0
"STM","125",10,"125_10",768385,9688539,"PFbur","349.17",174.585,1,-54.585912540055,-2.81534895703746,42297.4765625,1263.00061035156,975.797912597656,0,254.351516723633,0.142040818929672,1,143.877136230469,163.608108520508,197.5419921875,0.804081618785858,279.538970947266,0,0.121632650494576,212.52571105957,1
"STM","125",12,"125_12",764038,9698314,"MA","0",0,0,-54.6251666458173,-2.72707071993274,31718.20703125,2641.7685546875,1269.30444335938,0,0,0,0,137.831756591797,164.544662475586,202.284561157227,0.0767346918582916,207.837142944336,0,0.0351020395755768,15.1379594802856,0
"STM","125",2,"125_2",766031,9698389,"MA","0",0,0,-54.6072528484717,-2.72635710059066,32215.802734375,1733.2587890625,145.708084106445,0,0,0,0,135.827774047852,164.377639770508,202.032348632812,0.000816326530184597,25.9536476135254,0,0.000816326530184597,0.0212244894355536,0
"STM","125",3,"125_3",767942,9696965,"PA","0",0,0,-54.5900493581007,-2.73919425394171,34216.015625,636.531311035156,1119.58044433594,0,0,0,0,111.587272644043,164.030258178711,202.662307739258,0.0775510221719742,0,0,0.0995918363332748,9.66857147216797,0
"STM","125",5,"125_5",766033,9696766,"SFinter","43.17",21.585,1,-54.6072057947924,-2.74102763094345,33742.64453125,332.765045166016,428.550476074219,0,0,0,0,117.499404907227,164.197616577148,202.913757324219,0.0408163256943226,6.93182325363159,0.333333343267441,0.138775512576103,7.73387765884399,0
