"Region","Catchment","Transect","Transectcode","UTM_X","UTM_Y","LU_FT_Code","AGB_Trees10","carbon_stock","non_zero","Longitude","Latitude","distmarket","distriver","distroad","DPFpx","edgedist","edgels","edgepx","elevation","meanprecips","meantemps","MFls","propertysize","SFAgepx","SFls","TSDls","UPFpx"
"STM","125",6,"125_6",763169,9696303,"SFold","47.34",23.67,1,-54.6329425149053,-2.74526429796153,33439.8828125,1545.21240234375,1739.97729492188,0,44.699779510498,0,0,139.072784423828,164.43376159668,203.371154785156,0.24653060734272,31.6598968505859,5.88888883590698,0.382040828466415,34.1453056335449,0
"STM","125",8,"125_8",769255,9690534,"MA","0",0,0,-54.5781288384081,-2.79729992036303,40681.94921875,2046.50146484375,34.9585762023926,0,0,0,0,149.180038452148,163.564758300781,199.006057739258,0.068571425974369,285.599060058594,0,0.0106122447177768,20.3412246704102,0
"STM","125",9,"125_9",770348,9689782,"PFlog","152.86",76.43,1,-54.5682895357699,-2.80407673563088,41763.296875,1448.01171875,376.823181152344,0,444.093933105469,0.131428569555283,0,158.316909790039,163.40022277832,198.2099609375,0.835918366909027,134.124359130859,0,0.0081632649526,242.220413208008,1
"STM","129",10,"129_10",747189,9698470,"PFlogbur","75.01",37.505,1,-54.7766346007917,-2.72595140394371,31597.279296875,453.38916015625,841.575866699219,0,107.063514709473,0.0236734692007303,0,104.940658569336,166.564804077148,201.494720458984,0.408979594707489,102.377502441406,0,0.0832653045654297,103.096328735352,1
"STM","129",11,"129_11",746157,9700732,"SFold","82.84",41.42,1,-54.7859496047442,-2.70551941270224,29737.232421875,561.230285644531,714.838928222656,0,34.7664756774902,0.0236734692007303,0,124.704948425293,166.64421081543,201.724334716797,0.507755100727081,520.891967773438,21.3333339691162,0.284897953271866,72.4742889404297,0
"STM","129",12,"129_12",747647,9695809,"MA","0",0,0,-54.7724727177393,-2.74999978848722,34053.1875,1296.87756347656,1193.31115722656,0,0,0,0,119.747497558594,166.597640991211,201.070114135742,0.0522448979318142,96.4374465942383,0,0.0416326522827148,7.94122457504272,0
"STM","129",2,"129_2",748761,9695667,"PFlogbur","116.35",58.175,1,-54.7624552809406,-2.75126465454858,33927.8984375,911.123779296875,1406.3154296875,0,156.041900634766,0.120816327631474,0,105.991691589355,166.408966064453,201.493072509766,0.537959158420563,41.7251853942871,0,0.372244894504547,65.3338775634766,1
"STM","129",3,"129_3",747562,9694642,"PFlogbur","76.53",38.265,1,-54.7732172738082,-2.76055116624366,35204.671875,1986.10241699219,1413.36889648438,0,320.384399414062,0.228571429848671,0.333333343267441,144.374618530273,166.6181640625,200.768692016602,0.83755099773407,141.51985168457,0,0.56081634759903,94.6979598999023,1
"STM","129",5,"129_5",750316,9699748,"PFlogbur","114.02",57.01,1,-54.7485444487856,-2.71434565716149,29623.048828125,1007.95196533203,1023.57690429688,0,193.698944091797,0.11591836810112,0.333333343267441,95.7915725708008,166.000961303711,202.668060302734,0.538775503635406,240.126892089844,0,0.171428576111794,126.814697265625,1
"STM","129",6,"129_6",749073,9697772,"PA","0",0,0,-54.7596857725099,-2.7322298577337,31824.6328125,789.696044921875,147.052795410156,0,0,0,0,93.7459259033203,166.278060913086,201.993606567383,0.0791836753487587,282.437469482422,0,0.0253061223775148,16.0865306854248,0
"STM","129",7,"129_7",750351,9698208,"PA","0",0,0,-54.7482039602917,-2.72826678501165,31143.84765625,741.115234375,313.036224365234,0,0,0.0342857129871845,0,78.1640930175781,166.05305480957,202.449356079102,0.208979591727257,240.126892089844,0,0.0465306118130684,53.6179580688477,0
"STM","129",8,"129_8",751858,9698803,"PA","0",0,0,-54.7346663316949,-2.72286241535638,30334.416015625,640.775817871094,504.433685302734,0,2.73165225982666,0.0620408169925213,0,74.1204452514648,165.867324829102,202.50715637207,0.277551025152206,199.906021118164,0,0.0081632649526,80.8155136108398,0
"STM","129",9,"129_9",749771,9701198,"MA","0",0,0,-54.7534680468093,-2.70124665985495,28322.998046875,2135.32836914062,410.875213623047,0,0,0.0220408160239458,0,117.80835723877,166.025146484375,202.797653198242,0.24244898557663,136.974273681641,0,0.190204083919525,23.5967350006104,0
"STM","157",1,"157_1",784055,9687461,"SFold","259.27",129.635,1,-54.445033375971,-2.82479012488384,50204.34765625,1317.26037597656,319.946716308594,0,193.699325561523,0.137959182262421,0.333333343267441,152.523452758789,161.787826538086,192.974807739258,0.896326541900635,2656.234375,0,0.208979591727257,232.517547607422,1
"STM","157",11,"157_11",781928,9685767,"SHA","0",0,0,-54.4641189523764,-2.8401429070282,50471.05859375,1992.25231933594,29.2068119049072,0,0,0.0465306118130684,0,140.817367553711,161.950912475586,192.052703857422,0.229387760162354,115.411567687988,0,0.185306116938591,21.0628566741943,0
"STM","157",2,"157_2",781895,9686683,"PFlogbur","115.07",57.535,1,-54.4644336251382,-2.83186459389189,49694.65234375,1097.85632324219,611.802429199219,1,104.872619628906,0.311020404100418,0,134.942367553711,161.982986450195,192.812713623047,0.902040839195251,119.902282714844,0,0.266938775777817,140.749389648438,0
"STM","157",3,"157_3",779789,9686500,"PFlogbur","238.8",119.4,1,-54.4833605908969,-2.83356009323814,48772.47265625,1646.35375976562,1714.42053222656,0,208.196472167969,0.145306125283241,0.666666686534882,147.917449951172,162.202453613281,193.178115844727,0.803265333175659,0,0,0.0212244894355536,233.590209960938,1
"STM","157",4,"157_4",779556,9688296,"PFlog","424.12",212.06,1,-54.485489963066,-2.8173318383782,47106.046875,516.631774902344,3288.70043945312,0,1179.0009765625,0,0,142.00602722168,162.291656494141,194.756683349609,1,99.4703063964844,0,0,300,1
"STM","157",5,"157_5",777771.61,9687708.4,"PFlog","241.37",120.685,1,-54.5015182990744,-2.82267752483085,46715.1953125,1844.11535644531,3351.798828125,0,1943.25634765625,0,0,151.249481201172,162.46760559082,194.725158691406,1,1128.12145996094,0,0,300,1
"STM","157",6,"157_6",775800,9689360,"PFlog","340.05",170.025,1,-54.5192727750141,-2.80778759774332,44358.31640625,1058.96594238281,1749.97473144531,0,778.510131835938,0.0318367332220078,0,109.837867736816,162.746475219727,196.626083374023,1,1128.12145996094,0,0.165714278817177,254.594284057617,1
"STM","157",7,"157_7",776914,9690910,"PA","0.15",0.075,1,-54.5092886945858,-2.79375652250434,43517.10546875,755.138671875,413.446990966797,0,0,0.0146938776597381,0,104.563301086426,162.683654785156,197.673446655273,0.0865306109189987,277.489593505859,0,0.00326530612073839,24.4440822601318,0
"STM","157",8,"157_8",777468,9689932,"SFold","162.64",81.32,1,-54.5042901962794,-2.80258550773461,44638.64453125,98.5361404418945,1129.86169433594,0,344.590118408203,0.244897961616516,0,106.048759460449,162.584808349609,196.68994140625,0.894693851470947,118.422561645508,0,0.11591836810112,246.770614624023,1
"STM","160",10,"160_10",735421,9688212,"PFlog","284.47",142.235,1,-54.8822682121512,-2.81888453467537,45425.9296875,2859.0869140625,1855.65515136719,0,620.698608398438,0.0653061196208,0,192.79963684082,167.957748413086,193.047256469727,1,1120.30493164062,0,0,300,1
"STM","160",11,"160_11",740489,9689847,"SFold","56.47",28.235,1,-54.8367278391105,-2.80401892693779,41883.54296875,60.096435546875,318.39501953125,0,29.5515518188477,0,0,123.596870422363,167.311737060547,196.425964355469,0.125714287161827,256.254241943359,2.11111116409302,0.108571425080299,19.2310199737549,0.666666686534882
"STM","160",12,"160_12",742329,9690829,"MA","0",0,0,-54.8202009176701,-2.79511029263835,40330.10546875,301.169464111328,674.09423828125,0,0,0,0,102.273559570312,167.198867797852,197.542129516602,0.019591836258769,149.946060180664,0,0.019591836258769,0.761632680892944,0
"STM","160",5,"160_5",740111,9692336,"SFold","92.52",46.26,1,-54.8401675609686,-2.78152311499997,39736.5859375,737.917602539062,1929.47912597656,0,124.853713989258,0.154285714030266,0,120.532402038574,167.574951171875,196.984741210938,0.6816326379776,176.8662109375,10,0.31510204076767,121.377960205078,0.333333343267441
"STM","160",8,"160_8",740196,9691139,"SFold","166.71",83.355,1,-54.8393835975344,-2.79234333519085,40802.9921875,1181.34252929688,841.350280761719,0,173.322387695312,0.128163263201714,0.111111111938953,132.500076293945,167.455963134766,196.669219970703,0.700408160686493,127.845878601074,0,0.0285714287310839,203.281631469727,1
"STM","160",9,"160_9",739363,9689969,"PFlogbur","289.7",144.85,1,-54.846853748148,-2.80293473310009,42197.20703125,54.542293548584,280.924224853516,0,110.888771057129,0.0881632640957832,0,136.505020141602,167.432571411133,195.937103271484,0.533877551555634,364.454803466797,0,0.0587755106389523,148.380401611328,1
"STM","165",1,"165_1",719111,9688900,"PFlogbur","106.95",53.475,1,-55.0289348485788,-2.81292273187611,54182.93359375,966.105102539062,551.143005371094,0,317.815093994141,0.274285703897476,0.222222223877907,52.6893882751465,168.51789855957,186.021865844727,0.933061242103577,0,0,0.0955102071166039,267.217956542969,1
"STM","165",2,"165_2",721237,9685445,"PFbur","228.88",114.44,1,-55.0097643588173,-2.84412883136821,55423.83984375,251.858062744141,2862.34155273438,0,58.0225028991699,0.203265309333801,0,75.2655868530273,168.221527099609,186.639770507812,0.960816323757172,0,0.555555582046509,0.0742857158184052,279.645721435547,0.888888895511627
"STM","165",3,"165_3",720873,9686438,"PFbur","169.3",84.65,1,-55.0130529036528,-2.83515617822308,54900.87109375,201.339111328125,1963.40490722656,0,740.721801757812,0.035918366163969,0,65.5366516113281,168.327621459961,186.531341552734,0.999183654785156,0,0,0.000816326530184597,299.085723876953,1
"STM","165",4,"165_4",720779,9689088,"PFlogbur","398.6",199.3,1,-55.0139388751932,-2.81119733798972,52932.39453125,1785.12329101562,2043.06994628906,0,829.075317382812,0.000816326530184597,0,126.15518951416,168.728134155273,186.485336303711,1,0,0,0.0440816320478916,287.000823974609,1
"STM","165",5,"165_5",721102,9688036,"PFlogbur","514.89",257.445,1,-55.01101830238,-2.82070413818582,53509.35546875,1201.86743164062,1984.84680175781,0,460.422180175781,0.145306125283241,0,156.203598022461,168.603164672852,186.583892822266,0.990204095840454,0,0,0.0277551021426916,286.175506591797,1
"STM","165",6,"165_6",719122,9687188,"PFbur","224.94",112.47,1,-55.0288098612335,-2.82840196152099,55452.9453125,246.770004272461,141.207443237305,0,137.127731323242,0.239183679223061,0,41.7230644226074,168.245651245117,186.060150146484,0.906122446060181,0,16.6666660308838,0.19918367266655,218.484893798828,0.333333343267441
"STM","165",7,"165_7",719954,9686492,"PFlogbur","151.97",75.985,1,-55.0213176238789,-2.8346821576331,55428.16796875,402.298645019531,1212.80627441406,0.666666686534882,394.2490234375,0.208979591727257,0,57.6821517944336,168.233169555664,186.293548583984,0.991836726665497,0,0,0.0440816320478916,249.820404052734,0.333333343267441
"STM","165",8,"165_8",720093,9688348,"PFlogbur","58.07",29.035,1,-55.0200961458116,-2.81789869712549,53946.8671875,1261.51696777344,1093.35571289062,0,19.1215972900391,0.155918374657631,0,86.6850204467773,168.536682128906,186.302749633789,0.786938786506653,0,1.22222220897675,0.164897963404655,216.791015625,0.444444447755814
"STM","199",1,"199_1",745172,9685319,"MA","0",0,0,-54.7945463587736,-2.84487462160298,44826.53515625,205.247085571289,516.340576171875,0,0,0,0,67.724250793457,166.746627807617,197.447738647461,0.0318367332220078,15.2402057647705,0,0.0236734692007303,6.0685715675354,0
"STM","199",2,"199_2",743450,9684486,"MA","0",0,0,-54.8100147985539,-2.85243495747129,46058.44140625,1585.41577148438,1363.32006835938,0,0,0.0955102071166039,0,81.6435012817383,166.735061645508,196.47087097168,0.343673467636108,84.0461502075195,0,0.27510204911232,23.4987754821777,0
"STM","199",3,"199_3",740797,9684553,"PFlogbur","186.79",93.395,1,-54.8338697907863,-2.85187463352871,46774.8125,764.654968261719,428.895660400391,0,278.659820556641,0.12326530367136,0.888888895511627,112.023941040039,166.827835083008,195.163131713867,0.751836717128754,1122.08605957031,0,0.168979585170746,168.745300292969,1
"STM","199",4,"199_4",746022,9683367,"SFyoung","2.98",1.49,1,-54.7868702164197,-2.86250656425852,46526.546875,314.609619140625,132.146301269531,0,0,0.00326530612073839,0,77.0035629272461,166.448928833008,197.555587768555,0.241632655262947,327.641204833984,0,0.0628571435809135,56.8220405578613,0
"STM","199",5,"199_5",744503,9682364,"PA","0",0,0,-54.8005105011332,-2.87160048273087,47849.1640625,917.332763671875,14.899959564209,0,0,0,0,70.7861938476562,166.320266723633,197.012115478516,0.0620408169925213,34.2657508850098,0,0.142040818929672,15.4718370437622,0
"STM","199",6,"199_6",743859,9680563,"SFold","114.56",57.28,1,-54.8062697429415,-2.8878934478624,49734.65234375,823.622924804688,107.059066772461,0,37.9949073791504,0.0824489817023277,0,85.6206970214844,166.026840209961,196.994689941406,0.457142859697342,256.734832763672,3,0.297142863273621,80.1657180786133,0.111111111938953
"STM","199",8,"199_8",745745,9679316,"PA","0",0,0,-54.7892900979619,-2.89913367298379,50551.5859375,439.136688232422,178.262359619141,0.111111111938953,0,0,0,59.4341316223145,165.705688476562,196.997375488281,0.178775504231453,10.9786529541016,0,0.222040817141533,39.9624481201172,0
"STM","199",9,"199_9",746573,9680843,"SFold","115.38",57.69,1,-54.7818720336637,-2.88531455924244,48906.1328125,716.179138183594,480.351928710938,0,278.420288085938,0.203265309333801,0.888888895511627,79.0948486328125,165.950881958008,197.254013061523,0.643265306949615,414.452606201172,0,0.507755100727081,62.2204093933105,1
"STM","236",1,"236_1",753147.78,9675152.49,"MA","0",0,0,-54.7226541489573,-2.93663869447182,53785.48828125,1545.17639160156,195.164916992188,0,0,0,0,119.716247558594,164.243423461914,194.216247558594,0.0171428564935923,731.201354980469,0,0.000816326530184597,0.308571428060532,0
"STM","236",2,"236_2",753605,9673967,"PFlogbur","311.32",155.66,1,-54.718521342743,-2.94734692341136,54958.390625,2335.69067382812,741.841918945312,0,399.660705566406,0.125714287161827,0,115.701629638672,163.968292236328,193.619064331055,0.834285736083984,731.201354980469,0,0.011428571306169,212.321640014648,1
"STM","236",3,"236_3",751303,9674273,"PFlogbur","532.52",266.26,1,-54.7392252559294,-2.9446231248235,54792.140625,887.352844238281,904.367370605469,0,213.703475952148,0.200816333293915,0.666666686534882,75.9527816772461,164.3076171875,193.865127563477,0.570612251758575,731.201354980469,0,0.0457142852246761,155.014694213867,1
"STM","236",4,"236_4",751988,9673350,"SFinter","40.9",20.45,1,-54.7330491918816,-2.95295441882384,55664.5390625,816.296142578125,173.833114624023,0,0,0.0506122447550297,0,96.3544769287109,164.074096679688,193.461181640625,0.156734690070152,731.201354980469,0,0.0399999991059303,48.0604095458984,0
"STM","236",5,"236_5",751787,9671264,"PFlog","230.59",115.295,1,-54.734818146937,-2.97181546772287,57757.80078125,606.221740722656,677.556457519531,0,198.404907226562,0.146122455596924,0.333333343267441,67.757194519043,163.876342773438,193.049179077148,0.653061211109161,511.805786132812,0,0.0465306118130684,184.101226806641,1
"STM","236",6,"236_6",748788,9669959,"PFlog","298.91",149.455,1,-54.7617606514954,-2.98366809206538,59332.671875,2224.1162109375,141.525146484375,0,191.939498901367,0.153469383716583,0.333333343267441,114.568740844727,164.032516479492,193.318557739258,0.883265316486359,90260.96875,0,0.00163265306036919,265.085723876953,1
"STM","236",7,"236_7",753908,9672539,"PFlog","236.26",118.13,1,-54.7157705621059,-2.96025019412649,56378.23828125,1415.85424804688,1754.51501464844,0,327.813995361328,0.119999997317791,0.222222223877907,82.6836776733398,163.770660400391,193.247467041016,0.988571405410767,225.137908935547,0,0.0187755096703768,290.476745605469,1
"STM","236",8,"236_8",748174,9668648,"PA","0",0,0,-54.7672577499309,-2.99553101003769,60708.8984375,1773.00830078125,252.408660888672,0,0,0.0840816348791122,0,127.206398010254,163.95458984375,193.115463256836,0.54285717010498,90260.96875,0,0.011428571306169,161.940414428711,0
"STM","236",9,"236_9",753628,9671241,"PA","0",0,0,-54.7182641145074,-2.97198912982718,57697.30078125,491.699584960938,1097.04187011719,0,0,0.0587755106389523,0,60.4342079162598,163.675247192383,192.997512817383,0.444897949695587,68.0579452514648,0,0.0163265299052,110.316734313965,0
"STM","260",1,"260_1",734009,9667929,"PFlog","269.49",134.745,1,-54.894623646577,-3.00228490829191,64691.7265625,389.9580078125,164.087036132812,0,218.978256225586,0.108571425080299,0.777777791023254,117.81477355957,165.237350463867,193.806350708008,0.721632659435272,1124.87927246094,0,0.00489795906469226,215.502044677734,1
"STM","260",10,"260_10",734779,9667714,"MA","0",0,0,-54.8876953919565,-3.0042152703712,64643.70703125,322.620086669922,192.127822875977,0,0,0.0481632649898529,0,99.5606384277344,165.156021118164,193.820983886719,0.227755099534988,76.4861907958984,0,0.019591836258769,64.0848999023438,0
"STM","260",2,"260_2",736946,9666536,"SFold","92.77",46.385,1,-54.8681872486864,-3.01482723948576,65086.7421875,705.838562011719,1652.72485351562,0,85.1316528320312,0.189387753605843,0,77.5424270629883,164.889282226562,193.302780151367,0.823673486709595,0,5.77777767181396,0.209795922040939,190.36897277832,0.555555582046509
"STM","260",3,"260_3",733236,9665827,"PFlogbur","359.43",179.715,1,-54.901538782075,-3.02130243026878,66918.0625,1440.0576171875,183.353179931641,0,86.4040069580078,0.0906122475862503,0,121.524543762207,165.104553222656,191.997283935547,0.357551008462906,416.487121582031,0,0.00653061224147677,107.435104370117,1
"STM","260",4,"260_4",738238,9665979,"PFlog","311.61",155.805,1,-54.8565586633026,-3.01983997285961,65276.08984375,1997.63757324219,2416.59521484375,0,444.386199951172,0.109387755393982,0,106.22241973877,164.754348754883,193.027389526367,0.944489777088165,85.5344467163086,0,0.00489795906469226,272.575500488281,1
"STM","260",5,"260_5",735807,9669983,"PFlogbur","258.84",129.42,1,-54.8784902227076,-2.98368363788629,62162.5625,1727.15234375,486.674682617188,0,0,0.0840816348791122,0,100.776992797852,165.248748779297,196.029968261719,0.46367347240448,1124.87927246094,2.11111116409302,0.0391836725175381,138.208160400391,0.555555582046509
"STM","260",6,"260_6",735988,9668191,"PFlog","285.3",142.65,1,-54.8768313712219,-2.99988161967768,63805.19140625,497.182678222656,406.20361328125,0,136.582794189453,0.128979593515396,0,81.9916305541992,165.091003417969,194.533432006836,0.583673477172852,1124.87927246094,0,0.00734693882986903,173.146118164062,1
"STM","260",7,"260_7",734289,9665976,"MA","0",0,0,-54.8920716786045,-3.01993690891348,66434.515625,602.973937988281,183.766662597656,0,0,0,0,90.6780624389648,165.042373657227,192.304336547852,0,131.095916748047,0,0,0,0
"STM","260",8,"260_8",737129,9663386,"SFyoung","0",0,0,-54.8664857922616,-3.04330235094303,68070.8984375,250.258590698242,119.24609375,0,0,0,0,78.7412567138672,164.649703979492,190.469055175781,0.0318367332220078,48.9583854675293,0,0.0277551021426916,8.57959175109863,0
"STM","260",9,"260_9",736165,9664984,"PA","0",0,0,-54.8751833814595,-3.02887236071207,66823.53125,618.876159667969,314.065093994141,0,0,0,0,70.088508605957,164.826538085938,191.762405395508,0.268571436405182,41.9323692321777,0,0.0587755106389523,65.195915222168,0
"STM","261",1,"261_1",727109,9663387,"PFlog","277.77",138.885,1,-54.9565990413717,-3.04346870365291,71459,1243.08471679688,3200.41064453125,0,195.942504882812,0.204081639647484,0.444444447755814,147.045852661133,165.327667236328,189.430557250977,0.976326525211334,0,0,0.011428571306169,292.460418701172,1
"STM","261",10,"261_10",721760,9666176,"PFund","276.46",138.23,1,-55.0047527088459,-3.01834239244366,71305.0859375,138.845962524414,8287.443359375,0,2335.20751953125,0,0,153.221542358398,166.45344543457,188.913497924805,1,0,0,0.0081632649526,295.691436767578,1
"STM","261",11,"261_11",723074,9662010,"PFund","381.14",190.57,1,-54.9928655170699,-3.05598730237222,74393.234375,1462.9306640625,6661.72802734375,0,4184.34765625,0,0,151.174606323242,166.138809204102,188.544281005859,1,0,0,0,300,1
"STM","261",12,"261_12",723165,9668724,"PFlog","243.9",121.95,1,-54.9921588123777,-2.99528134523049,68381.0546875,1782.23950195312,6635.982421875,0,4979.5849609375,0,0,189.800079345703,166.31608581543,190.244476318359,1,0,0,0,300,1
"STM","261",2,"261_2",725072,9662198,"PFlog","209.72",104.86,1,-54.9748989881093,-3.05425362301643,73376.4140625,621.680603027344,5329.40283203125,0,2234.1298828125,0,0,131.733367919922,165.714340209961,188.868209838867,1,0,0,0,300,1
"STM","261",3,"261_3",726500,9665889,"PFlog","296.46",148.23,1,-54.9621185040032,-3.02085778999525,69430.6484375,2882.1298828125,3610.01000976562,0,2674.982421875,0,0,185.940948486328,165.709014892578,190.566650390625,1,0,0,0,300,1
"STM","261",4,"261_4",725806,9667694,"PFlog","254.59",127.295,1,-54.9683902281958,-3.00454992368926,68082.3203125,2889.39208984375,4030.93334960938,0,4104.51025390625,0,0,187.479064941406,165.972091674805,191.166244506836,1,0,0,0,300,1
"STM","261",5,"261_5",725191,9668596,"PFlog","390.86",195.43,1,-54.9739361637874,-2.99640493175147,67559.90625,2664.60815429688,4628.70556640625,0,4638.6669921875,0,0,188.023376464844,166.111267089844,191.25537109375,1,0,0,0,300,1
"STM","261",6,"261_6",723844,9667206,"PFlog","413.82",206.91,1,-54.9860271641535,-3.00899498554297,69405.8515625,1398.22204589844,6031.83837890625,0,4675.44140625,0,0,179.160583496094,166.181564331055,190.073684692383,1,0,0,0,300,1
"STM","261",7,"261_7",724786,9669927,"PFlog","287.22",143.61,1,-54.9776005078643,-2.98437760276162,66544.09375,1578.74340820312,4931.24560546875,0,4910.435546875,0,0,190.444381713867,166.235763549805,191.597900390625,1,0,0,0,300,1
"STM","261",8,"261_8",721050,9665034,"PFund","251.14",125.57,1,-55.0111194040393,-3.02867962755524,72628.8359375,1106.70129394531,9046.4140625,0,1456.88427734375,0,0,167.850021362305,166.574188232422,188.440170288086,1,0,0,0,300,1
"STM","261",9,"261_9",720643,9663785,"PFund","300.04",150.02,1,-55.0147592633762,-3.03997932248163,73929.828125,548.449829101562,8930.755859375,0,1705.56909179688,0,0,146.03125,166.676773071289,188.105331420898,1,0,0,0,300,1
"STM","307",1,"307_1",741108,9649794,"PFlogbur","411.46",205.73,1,-54.8304519766309,-3.16610934443361,80420.78125,818.167663574219,334.538909912109,0,1391.1630859375,0,0,113.644371032715,162.82356262207,191.044570922852,1,2043.67846679688,0,0.00653061224147677,298.210601806641,1
"STM","307",10,"307_10",739981,9650995,"REF","95.4",47.7,1,-54.8406105920949,-3.15527288886739,79463.15625,402.300994873047,84.8719940185547,0,0,0.179591834545135,0,96.8500747680664,162.912414550781,191.115310668945,0.600000023841858,1576.38061523438,0,0.0440816320478916,176.162445068359,0
"STM","307",2,"307_2",738656,9650303,"PFlogbur","506.45",253.225,1,-54.8525146533619,-3.16155380563684,80401.5,400.36669921875,293.166717529297,0,292.259246826172,0.135510206222534,0.666666686534882,120.615776062012,163.167541503906,191.18733215332,0.880816340446472,380.225006103516,0,0.0848979577422142,244.640823364258,1
"STM","307",3,"307_3",738194,9653759,"PFlogbur","144.67",72.335,1,-54.8567337236066,-3.13031788493662,77131.3515625,1416.91467285156,2369.22290039062,0,581.101196289062,0.0865306109189987,0,151.701416015625,163.467834472656,191.084350585938,1,1109.08276367188,0,0,243.810607910156,1
"STM","307",5,"307_5",738011,9649344,"PFlog","275.75",137.875,1,-54.8582979744391,-3.17023585586105,81466.890625,930.70166015625,230.724090576172,0,230.724090576172,0.12326530367136,0.888888895511627,133.090667724609,163.387649536133,191.354797363281,0.775510191917419,654.5986328125,0,0.00163265306036919,230.571426391602,1
"STM","307",6,"307_6",736585,9648345,"AP","151.32",75.66,1,-54.8711051172289,-3.17929414739301,82773.7109375,1574.24206542969,438.150634765625,0,551.725769042969,0.0865306109189987,0,155.830062866211,163.780059814453,191.83984375,0.999183654785156,350.797485351562,0,0.11591836810112,267.993469238281,1
"STM","307",7,"307_7",740242,9651902,"PFlogbur","283.28",141.64,1,-54.8382801214202,-3.1470682032797,78504.5078125,521.501281738281,840.846740722656,0,649.026428222656,0.0644897967576981,0,102.271377563477,162.887573242188,191.105895996094,0.998367369174957,2043.67846679688,0,0.00244897953234613,299.084075927734,1
"STM","307",9,"307_9",737830,9653084,"SFyoung","68.77",34.385,1,-54.8599950516968,-3.13642707105952,77880.2734375,645.239013671875,1601.818359375,0,0,0.226938769221306,0,137.107055664062,163.471572875977,191.263748168945,0.873469412326813,397.288024902344,0,0.00897959154099226,171.141220092773,0
"STM","357",1,"357_1",735590,9635970,"PFbur","300.96",150.48,1,-54.879821874509,-3.29119243265795,95051.0546875,1202.6435546875,1119.98181152344,1,279.512817382812,0.208163261413574,0.666666686534882,124.699485778809,164.113647460938,192.742599487305,0.962448954582214,98.434455871582,0,0.0212244894355536,75.1436767578125,0
"STM","357",10,"357_10",732312,9633464,"MA","0",0,0,-54.9092613126198,-3.31391160281965,98225.3828125,1261.24658203125,92.5294799804688,0,0,0,0,138.081985473633,164.503433227539,194.033218383789,0.0563265308737755,98.630859375,0,0.0799999982118607,6.35102033615112,0
"STM","357",11,"357_11",731008,9638116,"PA","0",0,0,-54.9210789643775,-3.27187759162129,94041.34375,999.323364257812,260.581146240234,0,0,0,0,99.3181762695312,164.786666870117,194.710525512695,0.0767346918582916,156.730819702148,0,0.0946938768029213,9.4024486541748,0
"STM","357",2,"357_2",732012,9634408,"PFlogbur","186.44",93.22,1,-54.9119778895253,-3.30538265321255,97399.7265625,2126.90161132812,879.104919433594,1,134.776901245117,0.111020408570766,0,148.817718505859,164.567749023438,194.154922485352,0.586938798427582,100.335220336914,0,0.194285720586777,89.5093841552734,0
"STM","357",3,"357_3",734436,9634987,"SFold","44.5",22.25,1,-54.8901837487828,-3.30010169825348,96261.6875,1123.11706542969,878.731506347656,0.111111111938953,0,0.0653061196208,0,144.780883789062,164.245254516602,193.261032104492,0.404897958040237,99.9230880737305,2.55555558204651,0.251428574323654,21.8065299987793,0
"STM","357",4,"357_4",738437.34,9636907.23,"SFinter","16.35",8.175,1,-54.8542275472877,-3.28266424151069,93558.8125,332.768341064453,1356.77709960938,0,94.3967971801758,0.0481632649898529,0,91.644172668457,163.759613037109,191.433883666992,0.662857115268707,100.153930664062,12,0.662040829658508,21.871021270752,0
"STM","357",5,"357_5",735596,9638733,"PFbur","247.91",123.955,1,-54.8798205275947,-3.26621263797858,92342.828125,673.504699707031,730.031066894531,0,133.499572753906,0.0081632649526,0,110.434593200684,164.199432373047,192.514663696289,0.485714286565781,99.866828918457,0,0.326530605554581,71.7191848754883,1
"STM","357",6,"357_6",734657,9639766,"SFinter","22.7",11.35,1,-54.8882864134648,-3.25689132692038,91567.1484375,900.69482421875,481.768859863281,0,266.268127441406,0.14122448861599,1,113.71955871582,164.354476928711,192.926712036133,0.61224490404129,100.44221496582,11.6666669845581,0.255510210990906,21.5126533508301,0
"STM","357",7,"357_7",738759,9635628,"PA","0",0,0,-54.8513094325167,-3.2942230191709,94760.3984375,565.367919921875,44.7002334594727,0,0,0,0,91.1519012451172,163.667266845703,191.518203735352,0.280000001192093,100.153930664062,0,0.371428579092026,23.8481636047363,0
"STM","357",8,"357_8",736515,9639583,"PA","0",0,0,-54.8715702530435,-3.25851045319439,91337.125,1712.46643066406,123.223793029785,0,0,0,0,114.121864318848,164.108993530273,191.986434936523,0.121632650494576,99.7210388183594,0,0.203265309333801,7.37469387054443,0
"STM","357",9,"357_9",734154,9639054,"SFinter","31.08",15.54,1,-54.8927975214793,-3.26333793644606,92373.1875,645.312255859375,118.920043945312,0,80.0471115112305,0.0277551021426916,0,102.56029510498,164.396270751953,193.202529907227,0.440816313028336,204.213851928711,7.11111116409302,0.34775510430336,34.6669387817383,0
"STM","363",1,"363_1",727762,9634861,"PFbur","488.96",244.48,1,-54.9502180854917,-3.30136703232739,98083.0859375,1688.78857421875,1494.68249511719,0,1483.958984375,0,0,178.375244140625,165.166030883789,195.708343505859,1,0,0,0,290.360809326172,1
